tick,day,scene_id,agent,object_name,object_affordance,distance_to_object,owner_referenced,affordance_referenced,reaction_referenced,prompt_visible,dialogue_text,prompt_specificity_score
345,22,v23-scene-d22,Nari,fern key,gate memory,1.40673,1,0,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am curious.,0.8
346,22,v23-scene-d22,Sova,ember bowl,warmth witness,2.987685,1,1,0,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am guarded.,0.8
347,22,v23-scene-d22,Melo,tally beads,fair-turn count,0.982519,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am softens.,1.0
348,22,v23-scene-d22,Sova,ember bowl,warmth witness,2.657188,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am guarded.,1.0
349,22,v23-scene-d22,Ori,sap hook,repair hold,3.01761,0,0,0,0,No object-specific prompt on this tick.,0.8
350,22,v23-scene-d22,Melo,tally beads,fair-turn count,1.396451,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
351,22,v23-scene-d22,Keth,path cord,route promise,1.800797,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
352,23,v23-scene-d23,Melo,tally beads,fair-turn count,1.630077,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
353,23,v23-scene-d23,Ori,sap hook,repair hold,3.108114,0,0,0,0,No object-specific prompt on this tick.,0.8
354,23,v23-scene-d23,Melo,tally beads,fair-turn count,1.678999,0,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,0.8
355,23,v23-scene-d23,Sova,ember bowl,warmth witness,2.843601,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am guarded.,1.0
356,23,v23-scene-d23,Nari,fern key,gate memory,1.752063,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am welcoming.,1.0
357,23,v23-scene-d23,Vonn,listening shell,quiet witness,3.399848,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am welcoming.,1.0
358,23,v23-scene-d23,Vonn,rain mirror,wet-route warning,1.267438,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,1.0
359,23,v23-scene-d23,Melo,tally beads,fair-turn count,1.122828,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
360,23,v23-scene-d23,Melo,tally beads,fair-turn count,0.972484,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
361,23,v23-scene-d23,Sova,ember bowl,warmth witness,3.054511,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am softens.,1.0
362,23,v23-scene-d23,Vonn,rain mirror,wet-route warning,1.00288,1,0,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,0.8
363,23,v23-scene-d23,Melo,tally beads,fair-turn count,0.948639,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am guarded.,1.0
364,23,v23-scene-d23,Melo,tally beads,fair-turn count,1.091167,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am softens.,1.0
365,23,v23-scene-d23,Sova,ember bowl,warmth witness,2.42923,1,1,0,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am curious.,0.8
366,23,v23-scene-d23,Sova,moth lantern,night pulse,0.937222,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,1.0
367,23,v23-scene-d23,Sova,ember bowl,warmth witness,2.308404,0,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,0.8
368,24,v23-scene-d24,Sova,ember bowl,warmth witness,2.404355,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,1.0
369,24,v23-scene-d24,Ori,sap hook,repair hold,3.036329,0,0,0,0,No object-specific prompt on this tick.,0.8
370,24,v23-scene-d24,Sova,ember bowl,warmth witness,2.728495,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,1.0
371,24,v23-scene-d24,Nari,fern key,gate memory,1.627672,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am welcoming.,1.0
372,24,v23-scene-d24,Sova,ember bowl,warmth witness,3.041301,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am welcoming.,1.0
373,24,v23-scene-d24,Nari,fern key,gate memory,1.594475,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am welcoming.,1.0
374,24,v23-scene-d24,Keth,path cord,route promise,1.595197,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am guarded.,1.0
375,24,v23-scene-d24,Sova,moth lantern,night pulse,0.589475,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,1.0
376,24,v23-scene-d24,Melo,tally beads,fair-turn count,0.80762,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am guarded.,1.0
377,24,v23-scene-d24,Ori,sap hook,repair hold,2.566836,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am welcoming.,1.0
378,24,v23-scene-d24,Ori,sap hook,repair hold,2.736506,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am welcoming.,1.0
379,24,v23-scene-d24,Melo,tally beads,fair-turn count,0.974983,0,0,0,0,No object-specific prompt on this tick.,0.8
380,24,v23-scene-d24,Melo,tally beads,fair-turn count,1.136916,0,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am guarded.,0.8
381,24,v23-scene-d24,Sova,moth lantern,night pulse,1.048991,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am welcoming.,1.0
382,24,v23-scene-d24,Ori,sap hook,repair hold,3.223434,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am curious.,1.0
383,24,v23-scene-d24,Ori,sap hook,repair hold,3.220487,0,0,0,0,No object-specific prompt on this tick.,0.8
384,25,v23-scene-d25,Vonn,rain mirror,wet-route warning,0.510344,1,1,0,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,0.8
385,25,v23-scene-d25,Nari,ink ledger,public note,2.516234,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am welcoming.,1.0
386,25,v23-scene-d25,Melo,tally beads,fair-turn count,1.450633,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am asks-space.,1.0
387,25,v23-scene-d25,Keth,path cord,route promise,1.426126,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am asks-space.,1.0
388,25,v23-scene-d25,Melo,tally beads,fair-turn count,1.212892,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am asks-space.,1.0
389,25,v23-scene-d25,Nari,ink ledger,public note,2.440031,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am curious.,1.0
390,25,v23-scene-d25,Keth,path cord,route promise,1.803853,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am asks-space.,1.0
391,25,v23-scene-d25,Keth,path cord,route promise,1.969079,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am softens.,1.0
392,25,v23-scene-d25,Nari,fern key,gate memory,0.980185,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am asks-space.,1.0
393,25,v23-scene-d25,Keth,path cord,route promise,2.226033,0,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am guarded.,0.8
394,25,v23-scene-d25,Nari,fern key,gate memory,0.667204,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am guarded.,1.0
395,25,v23-scene-d25,Keth,path cord,route promise,2.303963,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am softens.,1.0
396,25,v23-scene-d25,Melo,tally beads,fair-turn count,1.216237,1,0,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am softens.,0.8
397,25,v23-scene-d25,Vonn,listening shell,quiet witness,2.303838,1,1,1,1,Vonn: listening shell belongs with quiet distance; set the listening shell down before speaking loudly; I am welcoming.,1.0
398,25,v23-scene-d25,Sova,moth lantern,night pulse,1.034199,1,1,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am curious.,1.0
399,25,v23-scene-d25,Keth,path cord,route promise,1.856066,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am softens.,1.0
400,26,v23-scene-d26,Keth,path cord,route promise,1.693143,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
401,26,v23-scene-d26,Melo,tally beads,fair-turn count,1.435738,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
402,26,v23-scene-d26,Melo,tally beads,fair-turn count,1.337107,1,1,1,1,Melo: tally beads belongs with fair turn; bring the tally beads for the queue count; I am welcoming.,1.0
403,26,v23-scene-d26,Vonn,rain mirror,wet-route warning,0.985778,1,1,0,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am welcoming.,0.8
404,26,v23-scene-d26,Sova,ember bowl,warmth witness,3.02133,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am guarded.,1.0
405,26,v23-scene-d26,Keth,path cord,route promise,1.837227,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
406,26,v23-scene-d26,Keth,path cord,route promise,2.005504,0,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,0.8
407,26,v23-scene-d26,Vonn,rain mirror,wet-route warning,1.11254,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am guarded.,1.0
408,26,v23-scene-d26,Ori,sap hook,repair hold,2.732169,1,1,1,1,Ori: sap hook belongs with repair warning; carry the sap hook only after Ori nods; I am welcoming.,1.0
409,26,v23-scene-d26,Vonn,rain mirror,wet-route warning,0.953744,1,1,1,1,Vonn: rain mirror belongs with quiet distance; tilt the rain mirror toward the wet stones; I am softens.,1.0
410,26,v23-scene-d26,Sova,ember bowl,warmth witness,2.537493,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am guarded.,1.0
411,26,v23-scene-d26,Nari,fern key,gate memory,0.521046,1,1,1,1,Nari: fern key belongs with sealed note; ask before using the fern key near the archive; I am softens.,1.0
412,26,v23-scene-d26,Nari,ink ledger,public note,1.746487,1,1,1,1,Nari: ink ledger belongs with sealed note; leave the ink ledger on the public stone; I am welcoming.,1.0
413,26,v23-scene-d26,Sova,moth lantern,night pulse,1.198338,1,0,1,1,Sova: moth lantern belongs with warm rest space; hang the moth lantern only after dusk; I am guarded.,0.8
414,26,v23-scene-d26,Sova,ember bowl,warmth witness,2.192573,1,1,1,1,Sova: ember bowl belongs with warm rest space; keep the ember bowl near the rest mat; I am softens.,1.0
415,26,v23-scene-d26,Keth,path cord,route promise,1.875492,1,1,1,1,Keth: path cord belongs with warning path; return the path cord before the wet crossing; I am welcoming.,1.0
