tick_id,day,agent_id,talk_button_id,clicked_to_talk,reply_line,reply_type,reply_visible,references_body_state,references_memory,private_workspace_hidden,localstorage_reply_written
855,72,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
857,72,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
859,72,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
861,72,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
862,72,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
864,73,Nia,talk-Nia,True,Gabriel asked before touching my spool.,memory_recall,True,False,True,True,True
866,73,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
867,73,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
869,73,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
871,73,Milo,talk-Milo,True,Gabriel kept the lantern lit.,memory_recall,True,False,True,True,True
872,73,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.90 and safety is 0.88.,body_status,True,True,False,True,True
873,73,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
874,73,Ari,talk-Ari,True,Gabriel waited near the ridge.,memory_recall,True,False,True,True,True
876,74,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,recovery,True,True,False,True,True
877,74,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
878,74,Ivo,talk-Ivo,True,I can bring seeds if we keep them dry.,help_response,True,False,False,True,True
879,74,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
881,74,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,True,False,False,True,True
883,74,Milo,talk-Milo,True,"If you light the path, I will move first.",recovery,True,True,False,True,True
885,74,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
886,74,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
888,75,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
890,75,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
891,75,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
893,75,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
894,75,Nia,talk-Nia,True,Gabriel asked before touching my spool.,memory_recall,True,False,True,True,True
895,75,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
897,75,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
898,75,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
900,76,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
902,76,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
903,76,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
905,76,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
907,76,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
909,76,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
910,76,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
911,76,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,True,False,False,True,True
912,77,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
914,77,Ivo,talk-Ivo,True,Gabriel protected the seed satchel.,memory_recall,True,False,True,True,True
915,77,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
916,77,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
917,77,Fay,talk-Fay,True,Gabriel slowed down after I hesitated.,memory_recall,True,False,True,True,True
919,77,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
921,77,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
922,77,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
924,78,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
926,78,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,recovery,True,True,False,True,True
927,78,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
929,78,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,recovery,True,True,False,True,True
931,78,Milo,talk-Milo,True,I can lead if the lantern stays lit.,help_response,True,False,False,True,True
933,78,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
934,78,Ari,talk-Ari,True,I can try that if we keep the kit dry.,help_response,True,False,False,True,True
936,79,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
938,79,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.95.,body_status,True,True,False,True,True
939,79,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
941,79,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.95.,body_status,True,True,False,True,True
943,79,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
945,79,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
946,79,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
948,80,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
950,80,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
951,80,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
953,80,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
955,80,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
957,80,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
958,80,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
960,81,Milo,talk-Milo,True,"If you light the path, I will move first.",recovery,True,True,False,True,True
962,81,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
963,81,Ari,talk-Ari,True,Energy low but steady; comfort is 0.89 and safety is 0.83.,body_status,True,True,False,True,True
965,81,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
967,81,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,recovery,True,True,False,True,True
969,81,Ari,talk-Ari,True,Energy low but steady; comfort is 0.90 and safety is 0.84.,body_status,True,True,False,True,True
970,81,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,recovery,True,True,False,True,True
972,82,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.93.,body_status,True,True,False,True,True
974,82,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
975,82,Ari,talk-Ari,True,Energy low but steady; comfort is 0.92 and safety is 0.86.,body_status,True,True,False,True,True
977,82,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
979,82,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
981,82,Ari,talk-Ari,True,Energy low but steady; comfort is 0.93 and safety is 0.87.,body_status,True,True,False,True,True
982,82,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
984,83,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
986,83,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
987,83,Ari,talk-Ari,True,Energy low but steady; comfort is 0.95 and safety is 0.88.,body_status,True,True,False,True,True
989,83,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
991,83,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
992,83,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,False,False,False,True,True
993,83,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.90.,body_status,True,True,False,True,True
994,83,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
996,84,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
997,84,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
998,84,Juno,talk-Juno,True,Gabriel stepped back from the sparks.,memory_recall,True,False,True,True,True
999,84,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.91.,body_status,True,True,False,True,True
1001,84,Nia,talk-Nia,True,Gabriel asked before touching my spool.,memory_recall,True,False,True,True,True
1003,84,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
1005,84,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.93.,body_status,True,True,False,True,True
1006,84,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
1008,85,Milo,talk-Milo,True,I can lead if the lantern stays lit.,help_response,True,False,False,True,True
1010,85,Juno,talk-Juno,True,That distance helps. I can repair again.,recovery,True,True,False,True,True
1011,85,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,True,True,False,True,True
1013,85,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,recovery,True,True,False,True,True
1014,85,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
1015,85,Ivo,talk-Ivo,True,I can bring seeds if we keep them dry.,help_response,True,False,False,True,True
1017,85,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.95.,body_status,True,True,False,True,True
1018,85,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,True,False,False,True,True
1020,86,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
1022,86,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1023,86,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,False,True,False,True,True
1025,86,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,True,True,False,True,True
1027,86,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
1029,86,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1030,86,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
1031,86,Nia,talk-Nia,True,Gabriel asked before touching my spool.,memory_recall,True,False,True,True,True
1032,87,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
1034,87,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
1035,87,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1036,87,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,recovery,True,True,False,True,True
1037,87,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
1039,87,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
1041,87,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1042,87,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
1044,88,Milo,talk-Milo,True,Gabriel kept the lantern lit.,memory_recall,True,False,True,True,True
1046,88,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
1047,88,Ari,talk-Ari,True,Gabriel waited near the ridge.,memory_recall,True,False,True,True,True
1049,88,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
1051,88,Ivo,talk-Ivo,True,Gabriel protected the seed satchel.,memory_recall,True,False,True,True,True
1053,88,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
1054,88,Fay,talk-Fay,True,Gabriel slowed down after I hesitated.,memory_recall,False,False,True,True,True
1056,89,Milo,talk-Milo,True,"If you light the path, I will move first.",recovery,True,True,False,True,True
1058,89,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
1059,89,Ari,talk-Ari,True,Energy low but steady; comfort is 0.91 and safety is 0.90.,body_status,True,True,False,True,True
1061,89,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
1063,89,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,recovery,True,True,False,True,True
1065,89,Ari,talk-Ari,True,Energy low but steady; comfort is 0.93 and safety is 0.91.,body_status,True,True,False,True,True
1066,89,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,recovery,True,True,False,True,True
1068,90,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
1070,90,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
1071,90,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1073,90,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
1075,90,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
1077,90,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1078,90,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
1080,91,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
1082,91,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1083,91,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1085,91,Milo,talk-Milo,True,Gabriel kept the lantern lit.,memory_recall,False,False,True,True,True
1087,91,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
1089,91,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1090,91,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
1092,92,Ivo,talk-Ivo,True,I can bring seeds if we keep them dry.,help_response,True,False,False,True,True
1094,92,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
1095,92,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1097,92,Milo,talk-Milo,True,"If you light the path, I will move first.",recovery,True,True,False,True,True
1099,92,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
1101,92,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1102,92,Nia,talk-Nia,True,I can explain the pattern if you leave the spool with me.,help_response,True,False,False,True,True
1104,93,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
1106,93,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
1107,93,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1109,93,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1111,93,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
1113,93,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1114,93,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
1116,94,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,False,True,False,True,True
1117,94,Juno,talk-Juno,True,That distance helps. I can repair again.,recovery,True,True,False,True,True
1118,94,Ari,talk-Ari,True,I can try that if we keep the kit dry.,help_response,True,False,False,True,True
1119,94,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1121,94,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
1123,94,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
1125,94,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1126,94,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
1128,95,Ivo,talk-Ivo,True,Gabriel protected the seed satchel.,memory_recall,True,False,True,True,True
1130,95,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
1131,95,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1133,95,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
1134,95,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
1135,95,Juno,talk-Juno,True,Gabriel stepped back from the sparks.,memory_recall,True,False,True,True,True
1137,95,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1138,95,Nia,talk-Nia,True,Gabriel asked before touching my spool.,memory_recall,True,False,True,True,True
1140,96,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,recovery,True,True,False,True,True
1142,96,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
1143,96,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1145,96,Milo,talk-Milo,True,I can lead if the lantern stays lit.,help_response,True,False,False,True,True
1147,96,Juno,talk-Juno,True,That distance helps. I can repair again.,recovery,False,True,False,True,True
1149,96,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1150,96,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,recovery,True,True,False,True,True
1151,96,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
1152,97,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.94 and safety is 0.85.,body_status,True,True,False,True,True
1154,97,Ari,talk-Ari,True,Gabriel waited near the ridge.,memory_recall,True,False,True,True,True
1155,97,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1156,97,Nia,talk-Nia,True,Do not pull the spool from my hands. Ask first.,bounded_refusal,True,True,False,True,True
1157,97,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
1159,97,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1161,97,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1162,97,Nia,talk-Nia,True,Energy low but steady; comfort is 0.90 and safety is 0.85.,body_status,True,True,False,True,True
1164,98,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
1166,98,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
1167,98,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
1169,98,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
1171,98,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
1173,98,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,recovery,True,True,False,True,True
1174,98,Nia,talk-Nia,True,You asked first this time. I can show the clean pattern.,care_response,True,True,False,True,True
1176,99,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
1177,99,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
1178,99,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,False,True,False,True,True
1179,99,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.93.,body_status,True,True,False,True,True
1181,99,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,recovery,True,True,False,True,True
1183,99,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
1185,99,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,True,True,False,True,True
1186,99,Milo,talk-Milo,True,I can lead if the lantern stays lit.,help_response,True,False,False,True,True
1188,100,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
1190,100,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
1191,100,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1193,100,Ivo,talk-Ivo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1195,100,Ari,talk-Ari,True,Gabriel waited near the ridge.,memory_recall,True,False,True,True,True
1197,100,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1198,100,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
1200,101,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
1202,101,Fay,talk-Fay,True,That request is easier if we go slowly.,help_response,True,False,False,True,True
1203,101,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1205,101,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
1207,101,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",recovery,True,True,False,True,True
1209,101,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,False,True,False,True,True
1210,101,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
1212,102,Juno,talk-Juno,True,Gabriel stepped back from the sparks.,memory_recall,True,False,True,True,True
1214,102,Fay,talk-Fay,True,I need a slower route before I carry the ledger.,bounded_refusal,True,True,False,True,True
1215,102,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1217,102,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
1219,102,Ari,talk-Ari,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1221,102,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1222,102,Milo,talk-Milo,True,Gabriel kept the lantern lit.,memory_recall,True,False,True,True,True
1224,103,Juno,talk-Juno,True,That distance helps. I can repair again.,recovery,True,True,False,True,True
1226,103,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
1227,103,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1229,103,Ivo,talk-Ivo,True,I can bring seeds if we keep them dry.,help_response,True,False,False,True,True
1231,103,Ari,talk-Ari,True,"If you wait and choose the ridge, I can help again.",care_response,True,True,False,True,True
1233,103,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1234,103,Milo,talk-Milo,True,"If you light the path, I will move first.",recovery,True,True,False,True,True
1236,104,Juno,talk-Juno,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1238,104,Fay,talk-Fay,True,Gabriel slowed down after I hesitated.,memory_recall,True,False,True,True,True
1239,104,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1241,104,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,True,True,False,True,True
1243,104,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
1245,104,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1246,104,Milo,talk-Milo,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1248,105,Juno,talk-Juno,True,That distance helps. I can repair again.,care_response,True,True,False,True,True
1250,105,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,recovery,True,True,False,True,True
1251,105,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1253,105,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,care_response,True,True,False,True,True
1254,105,Juno,talk-Juno,True,That distance helps. I can repair again.,recovery,True,True,False,True,True
1255,105,Ari,talk-Ari,True,I can try that if we keep the kit dry.,help_response,True,False,False,True,True
1257,105,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1258,105,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
1260,106,Juno,talk-Juno,True,Back up. Sparks near my hands make me lose the thread.,bounded_refusal,True,True,False,True,True
1262,106,Fay,talk-Fay,True,Energy low but steady; comfort is 0.96 and safety is 0.94.,body_status,True,True,False,True,True
1263,106,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1265,106,Ivo,talk-Ivo,True,Gabriel protected the seed satchel.,memory_recall,True,False,True,True,True
1267,106,Ari,talk-Ari,True,No. I will not cross the wet plank while my hands are numb.,bounded_refusal,True,True,False,True,True
1269,106,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1270,106,Milo,talk-Milo,True,I am not walking blind while the lantern sputters.,bounded_refusal,True,True,False,True,True
1271,106,Ivo,talk-Ivo,True,I will not step into the fen with the satchel open.,bounded_refusal,False,True,False,True,True
1272,107,Juno,talk-Juno,True,I can finish if you give my hands room.,help_response,True,False,False,True,True
1274,107,Fay,talk-Fay,True,Thank you for not rushing me; I can continue.,care_response,True,True,False,True,True
1275,107,Nia,talk-Nia,True,Energy low but steady; comfort is 0.96 and safety is 0.96.,body_status,True,True,False,True,True
1276,107,Milo,talk-Milo,True,"If you light the path, I will move first.",care_response,True,True,False,True,True
1277,107,Ivo,talk-Ivo,True,Close the satchel and I will take the market planks.,recovery,True,True,False,True,True
