tick_id,day,settlement_id,resident_id,sensory_cue,cue_source_room,memory_key,relationship_before_reload,relationship_after_reload,remembered_object,recalled_after_reload,behavior_change_after_reload,sensory_memory_visible,private_memory_not_dumped
1342,75,orchard,Mara,cart creak / apple soil / satchel shed,satchel shed,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,market token,True,resident names remembered room cue,True,True
1344,75,riverbend,Lio,river slap / wet cedar / wet crossing,wet crossing,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,resident names remembered room cue,True,True
1346,75,archive,Toma,page flutter / ink linen / stone stacks,stone stacks,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1348,75,orchard,Mara,cart creak / apple soil / arrival court,arrival court,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,resident names remembered room cue,True,True
1349,75,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1350,76,roofward,Fay,hinge ticks / thyme paper / warm lane,warm lane,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1352,76,signal,Milo,static crickets / lamp oil / mast base,mast base,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1353,76,orchard,Mara,cart creak / apple soil / market plank,market plank,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,gaze softens after familiar cue,True,True
1354,76,repair_ring,Juno,bell hum / hot copper / arrival court,arrival court,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1356,76,roofward,Fay,hinge ticks / thyme paper / ledger loft,ledger loft,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,gaze softens after familiar cue,True,True
1357,76,archive,Toma,page flutter / ink linen / arrival court,arrival court,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1358,76,signal,Milo,static crickets / lamp oil / lantern walk,lantern walk,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,resident names remembered room cue,True,True
1360,76,repair_ring,Juno,bell hum / hot copper / wire bench,wire bench,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,bell gauge,True,resident names remembered room cue,True,True
1362,76,roofward,Fay,hinge ticks / thyme paper / sun sill,sun sill,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1364,76,signal,Milo,static crickets / lamp oil / lens room,lens room,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1366,76,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1368,77,archive,Toma,page flutter / ink linen / memory desk,memory desk,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1370,77,orchard,Mara,cart creak / apple soil / market plank,market plank,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,gaze softens after familiar cue,True,True
1371,77,repair_ring,Juno,bell hum / hot copper / arrival court,arrival court,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1372,77,riverbend,Lio,river slap / wet cedar / plank hall,plank hall,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,ridge lantern,True,resident names remembered room cue,True,True
1373,77,roofward,Fay,hinge ticks / thyme paper / ledger loft,ledger loft,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,gaze softens after familiar cue,True,True
1374,77,archive,Toma,page flutter / ink linen / arrival court,arrival court,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1376,77,orchard,Mara,cart creak / apple soil / satchel shed,satchel shed,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,market token,True,resident names remembered room cue,True,True
1378,77,riverbend,Lio,river slap / wet cedar / wet crossing,wet crossing,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,resident names remembered room cue,True,True
1380,77,archive,Toma,page flutter / ink linen / stone stacks,stone stacks,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1382,77,orchard,Mara,cart creak / apple soil / arrival court,arrival court,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,resident names remembered room cue,True,True
1383,77,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1384,77,riverbend,Lio,river slap / wet cedar / dry ridge,dry ridge,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,ridge lantern,True,resident names remembered room cue,True,True
1386,78,signal,Milo,static crickets / lamp oil / mast base,mast base,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1387,78,orchard,Mara,cart creak / apple soil / market plank,market plank,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,gaze softens after familiar cue,True,True
1388,78,repair_ring,Juno,bell hum / hot copper / arrival court,arrival court,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1390,78,roofward,Fay,hinge ticks / thyme paper / ledger loft,ledger loft,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,gaze softens after familiar cue,True,True
1391,78,archive,Toma,page flutter / ink linen / arrival court,arrival court,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1392,78,signal,Milo,static crickets / lamp oil / lantern walk,lantern walk,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,resident names remembered room cue,True,True
1394,78,repair_ring,Juno,bell hum / hot copper / wire bench,wire bench,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,bell gauge,True,resident names remembered room cue,True,True
1396,78,roofward,Fay,hinge ticks / thyme paper / sun sill,sun sill,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1398,78,signal,Milo,static crickets / lamp oil / lens room,lens room,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1400,78,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1402,78,roofward,Fay,hinge ticks / thyme paper / arrival court,arrival court,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,resident names remembered room cue,True,True
1403,78,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1404,79,orchard,Mara,cart creak / apple soil / market plank,market plank,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,gaze softens after familiar cue,True,True
1405,79,repair_ring,Juno,bell hum / hot copper / arrival court,arrival court,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1406,79,riverbend,Lio,river slap / wet cedar / plank hall,plank hall,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,ridge lantern,True,resident names remembered room cue,True,True
1407,79,roofward,Fay,hinge ticks / thyme paper / ledger loft,ledger loft,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,gaze softens after familiar cue,True,True
1408,79,archive,Toma,page flutter / ink linen / arrival court,arrival court,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1410,79,orchard,Mara,cart creak / apple soil / satchel shed,satchel shed,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,market token,True,resident names remembered room cue,True,True
1412,79,riverbend,Lio,river slap / wet cedar / wet crossing,wet crossing,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,resident names remembered room cue,True,True
1414,79,archive,Toma,page flutter / ink linen / stone stacks,stone stacks,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1416,79,orchard,Mara,cart creak / apple soil / arrival court,arrival court,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,resident names remembered room cue,True,True
1417,79,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1418,79,riverbend,Lio,river slap / wet cedar / dry ridge,dry ridge,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,ridge lantern,True,resident names remembered room cue,True,True
1420,79,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1421,79,signal,Milo,static crickets / lamp oil / signal perch,signal perch,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,gaze softens after familiar cue,True,True
1422,80,repair_ring,Juno,bell hum / hot copper / arrival court,arrival court,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1424,80,roofward,Fay,hinge ticks / thyme paper / ledger loft,ledger loft,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,gaze softens after familiar cue,True,True
1425,80,archive,Toma,page flutter / ink linen / arrival court,arrival court,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1426,80,signal,Milo,static crickets / lamp oil / lantern walk,lantern walk,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,resident names remembered room cue,True,True
1428,80,repair_ring,Juno,bell hum / hot copper / wire bench,wire bench,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,bell gauge,True,resident names remembered room cue,True,True
1430,80,roofward,Fay,hinge ticks / thyme paper / sun sill,sun sill,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1432,80,signal,Milo,static crickets / lamp oil / lens room,lens room,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1434,80,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1436,80,roofward,Fay,hinge ticks / thyme paper / arrival court,arrival court,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,resident names remembered room cue,True,True
1437,80,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1438,80,signal,Milo,static crickets / lamp oil / signal perch,signal perch,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,gaze softens after familiar cue,True,True
1440,81,riverbend,Lio,river slap / wet cedar / plank hall,plank hall,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,ridge lantern,True,resident names remembered room cue,True,True
1441,81,roofward,Fay,hinge ticks / thyme paper / ledger loft,ledger loft,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,gaze softens after familiar cue,True,True
1442,81,archive,Toma,page flutter / ink linen / arrival court,arrival court,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1444,81,orchard,Mara,cart creak / apple soil / satchel shed,satchel shed,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,market token,True,resident names remembered room cue,True,True
1446,81,riverbend,Lio,river slap / wet cedar / wet crossing,wet crossing,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,resident names remembered room cue,True,True
1448,81,archive,Toma,page flutter / ink linen / stone stacks,stone stacks,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1450,81,orchard,Mara,cart creak / apple soil / arrival court,arrival court,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,resident names remembered room cue,True,True
1451,81,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1452,81,riverbend,Lio,river slap / wet cedar / dry ridge,dry ridge,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,ridge lantern,True,resident names remembered room cue,True,True
1454,81,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1455,81,signal,Milo,static crickets / lamp oil / signal perch,signal perch,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,gaze softens after familiar cue,True,True
1456,81,orchard,Mara,cart creak / apple soil / seed lane,seed lane,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,market token,True,resident names remembered room cue,True,True
1458,82,roofward,Fay,hinge ticks / thyme paper / ledger loft,ledger loft,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,gaze softens after familiar cue,True,True
1459,82,archive,Toma,page flutter / ink linen / arrival court,arrival court,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1460,82,signal,Milo,static crickets / lamp oil / lantern walk,lantern walk,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,resident names remembered room cue,True,True
1462,82,repair_ring,Juno,bell hum / hot copper / wire bench,wire bench,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,bell gauge,True,resident names remembered room cue,True,True
1464,82,roofward,Fay,hinge ticks / thyme paper / sun sill,sun sill,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1466,82,signal,Milo,static crickets / lamp oil / lens room,lens room,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1468,82,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1470,82,roofward,Fay,hinge ticks / thyme paper / arrival court,arrival court,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,resident names remembered room cue,True,True
1471,82,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1472,82,signal,Milo,static crickets / lamp oil / signal perch,signal perch,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,gaze softens after familiar cue,True,True
1474,82,repair_ring,Juno,bell hum / hot copper / bell alcove,bell alcove,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,bell gauge,True,resident names remembered room cue,True,True
1475,82,riverbend,Lio,river slap / wet cedar / kit alcove,kit alcove,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,gaze softens after familiar cue,True,True
1476,83,archive,Toma,page flutter / ink linen / arrival court,arrival court,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1478,83,orchard,Mara,cart creak / apple soil / satchel shed,satchel shed,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,market token,True,resident names remembered room cue,True,True
1480,83,riverbend,Lio,river slap / wet cedar / wet crossing,wet crossing,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,resident names remembered room cue,True,True
1482,83,archive,Toma,page flutter / ink linen / stone stacks,stone stacks,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1484,83,orchard,Mara,cart creak / apple soil / arrival court,arrival court,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,resident names remembered room cue,True,True
1485,83,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1486,83,riverbend,Lio,river slap / wet cedar / dry ridge,dry ridge,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,ridge lantern,True,resident names remembered room cue,True,True
1488,83,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1489,83,signal,Milo,static crickets / lamp oil / signal perch,signal perch,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,gaze softens after familiar cue,True,True
1490,83,orchard,Mara,cart creak / apple soil / seed lane,seed lane,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,market token,True,resident names remembered room cue,True,True
1492,83,riverbend,Lio,river slap / wet cedar / kit alcove,kit alcove,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,gaze softens after familiar cue,True,True
1494,84,signal,Milo,static crickets / lamp oil / lantern walk,lantern walk,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,resident names remembered room cue,True,True
1496,84,repair_ring,Juno,bell hum / hot copper / wire bench,wire bench,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,bell gauge,True,resident names remembered room cue,True,True
1498,84,roofward,Fay,hinge ticks / thyme paper / sun sill,sun sill,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1500,84,signal,Milo,static crickets / lamp oil / lens room,lens room,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1502,84,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1504,84,roofward,Fay,hinge ticks / thyme paper / arrival court,arrival court,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,resident names remembered room cue,True,True
1505,84,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1506,84,signal,Milo,static crickets / lamp oil / signal perch,signal perch,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,gaze softens after familiar cue,True,True
1508,84,repair_ring,Juno,bell hum / hot copper / bell alcove,bell alcove,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,bell gauge,True,resident names remembered room cue,True,True
1509,84,riverbend,Lio,river slap / wet cedar / kit alcove,kit alcove,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,gaze softens after familiar cue,True,True
1510,84,roofward,Fay,hinge ticks / thyme paper / glass stair,glass stair,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1512,85,orchard,Mara,cart creak / apple soil / satchel shed,satchel shed,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,market token,True,resident names remembered room cue,True,True
1514,85,riverbend,Lio,river slap / wet cedar / wet crossing,wet crossing,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,resident names remembered room cue,True,True
1516,85,archive,Toma,page flutter / ink linen / stone stacks,stone stacks,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1518,85,orchard,Mara,cart creak / apple soil / arrival court,arrival court,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,resident names remembered room cue,True,True
1519,85,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1520,85,riverbend,Lio,river slap / wet cedar / dry ridge,dry ridge,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,ridge lantern,True,resident names remembered room cue,True,True
1522,85,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1523,85,signal,Milo,static crickets / lamp oil / signal perch,signal perch,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,gaze softens after familiar cue,True,True
1524,85,orchard,Mara,cart creak / apple soil / seed lane,seed lane,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,market token,True,resident names remembered room cue,True,True
1526,85,riverbend,Lio,river slap / wet cedar / kit alcove,kit alcove,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,gaze softens after familiar cue,True,True
1528,85,archive,Toma,page flutter / ink linen / ink niche,ink niche,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1530,86,repair_ring,Juno,bell hum / hot copper / wire bench,wire bench,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,bell gauge,True,resident names remembered room cue,True,True
1532,86,roofward,Fay,hinge ticks / thyme paper / sun sill,sun sill,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1534,86,signal,Milo,static crickets / lamp oil / lens room,lens room,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1536,86,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1538,86,roofward,Fay,hinge ticks / thyme paper / arrival court,arrival court,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,resident names remembered room cue,True,True
1539,86,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1540,86,signal,Milo,static crickets / lamp oil / signal perch,signal perch,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,gaze softens after familiar cue,True,True
1542,86,repair_ring,Juno,bell hum / hot copper / bell alcove,bell alcove,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,bell gauge,True,resident names remembered room cue,True,True
1543,86,riverbend,Lio,river slap / wet cedar / kit alcove,kit alcove,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,gaze softens after familiar cue,True,True
1544,86,roofward,Fay,hinge ticks / thyme paper / glass stair,glass stair,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1546,86,signal,Milo,static crickets / lamp oil / arrival court,arrival court,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1548,87,riverbend,Lio,river slap / wet cedar / wet crossing,wet crossing,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,resident names remembered room cue,True,True
1550,87,archive,Toma,page flutter / ink linen / stone stacks,stone stacks,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1552,87,orchard,Mara,cart creak / apple soil / arrival court,arrival court,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,resident names remembered room cue,True,True
1553,87,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1554,87,riverbend,Lio,river slap / wet cedar / dry ridge,dry ridge,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,ridge lantern,True,resident names remembered room cue,True,True
1556,87,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1557,87,signal,Milo,static crickets / lamp oil / signal perch,signal perch,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,gaze softens after familiar cue,True,True
1558,87,orchard,Mara,cart creak / apple soil / seed lane,seed lane,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,market token,True,resident names remembered room cue,True,True
1560,87,riverbend,Lio,river slap / wet cedar / kit alcove,kit alcove,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,gaze softens after familiar cue,True,True
1562,87,archive,Toma,page flutter / ink linen / ink niche,ink niche,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1564,87,orchard,Mara,cart creak / apple soil / mud row,mud row,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,resident names remembered room cue,True,True
1566,88,roofward,Fay,hinge ticks / thyme paper / sun sill,sun sill,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1568,88,signal,Milo,static crickets / lamp oil / lens room,lens room,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1570,88,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
1572,88,roofward,Fay,hinge ticks / thyme paper / arrival court,arrival court,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,brass hinge,True,resident names remembered room cue,True,True
1573,88,archive,Toma,page flutter / ink linen / spool room,spool room,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,clean cloth,True,gaze softens after familiar cue,True,True
1574,88,signal,Milo,static crickets / lamp oil / signal perch,signal perch,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,mast rope,True,gaze softens after familiar cue,True,True
1576,88,repair_ring,Juno,bell hum / hot copper / bell alcove,bell alcove,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,bell gauge,True,resident names remembered room cue,True,True
1577,88,riverbend,Lio,river slap / wet cedar / kit alcove,kit alcove,ssrm.v43.sensory_memory.riverbend.Lio,0.98,0.98,dry shawl,True,gaze softens after familiar cue,True,True
1578,88,roofward,Fay,hinge ticks / thyme paper / glass stair,glass stair,ssrm.v43.sensory_memory.roofward.Fay,0.98,0.98,sun lens,True,resident names remembered room cue,True,True
1580,88,signal,Milo,static crickets / lamp oil / arrival court,arrival court,ssrm.v43.sensory_memory.signal.Milo,0.98,0.98,signal lens,True,resident names remembered room cue,True,True
1582,88,repair_ring,Juno,bell hum / hot copper / cool corner,cool corner,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,resident names remembered room cue,True,True
1584,89,archive,Toma,page flutter / ink linen / stone stacks,stone stacks,ssrm.v43.sensory_memory.archive.Toma,0.98,0.98,ink ribbon,True,resident names remembered room cue,True,True
1586,89,orchard,Mara,cart creak / apple soil / arrival court,arrival court,ssrm.v43.sensory_memory.orchard.Mara,0.98,0.98,apple wrap,True,resident names remembered room cue,True,True
1587,89,repair_ring,Juno,bell hum / hot copper / spark lane,spark lane,ssrm.v43.sensory_memory.repair_ring.Juno,0.98,0.98,insulated tongs,True,gaze softens after familiar cue,True,True
