tick_id,day,session_id,settlement_id,resident_id,project_id,project_name,loop_step,avatar_action,task_state_before,task_state_after,local_state_key,local_state_mutated,loop_advanced,resident_visible,private_workspace_sealed,no_llm_call
1833,102,session-017,orchid_engine,Dax,363676d602,stabilize steam kettle,relationship_phrase,click:relationship_phrase:orchid_bay,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-017,True,True,True,True,True
1834,102,session-017,moss_ward,Tala,572744cec7,drain rain path,save_session,click:save_session:rain_gate,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-017,True,True,True,True,True
1835,102,session-017,glass_harbor,Nia,2c46e6f05e,mend fog net,path_to_site,click:path_to_site:net_room,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-017,True,True,True,True,True
1836,103,session-018,lichen_bridge,Kio,096f63fbc9,mark signal bell,relationship_phrase,click:relationship_phrase:rope_bridge,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1837,103,session-018,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,save_session,click:save_session:gear_wash,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1838,103,session-018,moss_ward,Milo,42164b006a,drain rain path,path_to_site,click:path_to_site:root_alcove,queued,at-site-or-closer,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1839,103,session-018,glass_harbor,Sera,b557cb5ab1,mend fog net,pickup_tool,click:pickup_tool:lamp_pier,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1840,103,session-018,cinder_garden,Juno,f754fc777c,cool ash path,execute_task,click:execute_task:ash_path,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1841,103,session-018,lichen_bridge,Luma,7017cc792d,repair meal ledger,recover_failed_work,click:recover_failed_work:meal_room,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1842,103,session-018,orchid_engine,Dax,947f5c8b39,listen to valve pulse,drop_tool,click:drop_tool:engine_ring,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1843,103,session-018,moss_ward,Tala,f91d6085d8,patch blanket loom,relationship_phrase,click:relationship_phrase:blanket_room,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1844,103,session-018,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,save_session,click:save_session:fog_rail,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1845,103,session-018,cinder_garden,Pax,2ac4db2919,repair seed calendar,path_to_site,click:path_to_site:seed_shelf,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1846,103,session-018,lichen_bridge,Rin,b522b59c7e,test rope bridge,pickup_tool,click:pickup_tool:signal_post,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1847,103,session-018,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,execute_task,click:execute_task:orchid_bay,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1848,103,session-018,moss_ward,Ari,acb2c21249,copy root ledger,recover_failed_work,click:recover_failed_work:rain_gate,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1849,103,session-018,glass_harbor,Oren,65ab173ea1,mark crossing rope,drop_tool,click:drop_tool:net_room,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1850,103,session-018,cinder_garden,Vale,7525471538,shade seed rows,relationship_phrase,click:relationship_phrase:shade_tent,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1851,103,session-018,lichen_bridge,Sol,032f2286f3,weave spare rope,save_session,click:save_session:rope_bridge,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1852,103,session-018,orchid_engine,Bea,a0d3597080,tend orchid lamp,path_to_site,click:path_to_site:gear_wash,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1853,103,session-018,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,pickup_tool,click:pickup_tool:root_alcove,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1854,104,session-018,cinder_garden,Pax,cfb8cd3fed,shade seed rows,save_session,click:save_session:ash_path,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1855,104,session-018,lichen_bridge,Rin,d21d02a5bc,weave spare rope,path_to_site,click:path_to_site:meal_room,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1856,104,session-018,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,pickup_tool,click:pickup_tool:engine_ring,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1857,104,session-018,moss_ward,Ari,808faa30ed,raise warm-cup shelf,execute_task,click:execute_task:blanket_room,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1858,104,session-018,glass_harbor,Oren,f949aa8fd3,relight public lamp,recover_failed_work,click:recover_failed_work:fog_rail,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1859,104,session-018,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,drop_tool,click:drop_tool:seed_shelf,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1860,104,session-018,lichen_bridge,Sol,910495b9ec,mark signal bell,relationship_phrase,click:relationship_phrase:signal_post,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1861,104,session-018,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,save_session,click:save_session:orchid_bay,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1862,104,session-018,moss_ward,Fay,9c82c8d116,drain rain path,path_to_site,click:path_to_site:rain_gate,queued,at-site-or-closer,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1863,104,session-018,glass_harbor,Puck,4a73f95e3d,mend fog net,pickup_tool,click:pickup_tool:net_room,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1864,104,session-018,cinder_garden,Wren,9ee5bba78b,cool ash path,execute_task,click:execute_task:shade_tent,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1865,104,session-018,lichen_bridge,Kio,1356a31e8d,repair meal ledger,recover_failed_work,click:recover_failed_work:rope_bridge,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1866,104,session-018,orchid_engine,Cai,aa06bc447d,listen to valve pulse,drop_tool,click:drop_tool:gear_wash,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1867,104,session-018,moss_ward,Milo,214b5191fa,patch blanket loom,relationship_phrase,click:relationship_phrase:root_alcove,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1868,104,session-018,glass_harbor,Sera,35df557118,seal fog catcher,save_session,click:save_session:lamp_pier,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1869,104,session-018,cinder_garden,Juno,a3cdbd8180,repair seed calendar,path_to_site,click:path_to_site:ash_path,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1870,104,session-018,lichen_bridge,Luma,a72c4caf94,test rope bridge,pickup_tool,click:pickup_tool:meal_room,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1871,104,session-018,orchid_engine,Dax,e5be4a3317,clean gear wash,execute_task,click:execute_task:engine_ring,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1872,105,session-018,glass_harbor,Puck,19e61c2da4,seal fog catcher,path_to_site,click:path_to_site:fog_rail,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1873,105,session-018,cinder_garden,Wren,b1df32837e,repair seed calendar,pickup_tool,click:pickup_tool:seed_shelf,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1874,105,session-018,lichen_bridge,Kio,0c14394478,test rope bridge,execute_task,click:execute_task:signal_post,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1875,105,session-018,orchid_engine,Cai,80ecb7dbcd,clean gear wash,recover_failed_work,click:recover_failed_work:orchid_bay,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1876,105,session-018,moss_ward,Milo,4f19e26857,copy root ledger,drop_tool,click:drop_tool:rain_gate,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1877,105,session-018,glass_harbor,Sera,ee1d01c438,mark crossing rope,relationship_phrase,click:relationship_phrase:net_room,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1878,105,session-018,cinder_garden,Juno,9c5554028b,shade seed rows,save_session,click:save_session:shade_tent,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1879,105,session-018,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,path_to_site,click:path_to_site:rope_bridge,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1880,105,session-018,orchid_engine,Dax,8d36ca6708,tend orchid lamp,pickup_tool,click:pickup_tool:gear_wash,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1881,105,session-018,moss_ward,Tala,690cd7241e,raise warm-cup shelf,execute_task,click:execute_task:root_alcove,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1882,105,session-018,glass_harbor,Nia,24a6670b6c,relight public lamp,recover_failed_work,click:recover_failed_work:lamp_pier,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1883,105,session-018,cinder_garden,Pax,9dfff354ca,sort ember fruit,drop_tool,click:drop_tool:ash_path,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1884,105,session-018,lichen_bridge,Rin,48fc2b7680,mark signal bell,relationship_phrase,click:relationship_phrase:meal_room,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1885,105,session-018,orchid_engine,Eli,86759406ca,stabilize steam kettle,save_session,click:save_session:engine_ring,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1886,105,session-018,moss_ward,Ari,da0f22a6f5,drain rain path,path_to_site,click:path_to_site:blanket_room,queued,at-site-or-closer,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1887,105,session-018,glass_harbor,Oren,9f03b2f23d,mend fog net,pickup_tool,click:pickup_tool:fog_rail,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1888,105,session-018,cinder_garden,Vale,58b08d67ce,cool ash path,execute_task,click:execute_task:seed_shelf,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1889,105,session-018,lichen_bridge,Sol,6a6945c048,repair meal ledger,recover_failed_work,click:recover_failed_work:signal_post,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1890,106,session-018,moss_ward,Tala,572744cec7,drain rain path,pickup_tool,click:pickup_tool:rain_gate,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1891,106,session-018,glass_harbor,Nia,2c46e6f05e,mend fog net,execute_task,click:execute_task:net_room,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1892,106,session-018,cinder_garden,Pax,1e5830ef22,cool ash path,recover_failed_work,click:recover_failed_work:shade_tent,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1893,106,session-018,lichen_bridge,Rin,9611f49c07,repair meal ledger,drop_tool,click:drop_tool:rope_bridge,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1894,106,session-018,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,relationship_phrase,click:relationship_phrase:gear_wash,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1895,106,session-018,moss_ward,Ari,2378d81ec8,patch blanket loom,save_session,click:save_session:root_alcove,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1896,106,session-018,glass_harbor,Oren,d2b7153668,seal fog catcher,path_to_site,click:path_to_site:lamp_pier,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1897,106,session-018,cinder_garden,Vale,b4da23a954,repair seed calendar,pickup_tool,click:pickup_tool:ash_path,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1898,106,session-018,lichen_bridge,Sol,85cb036eb5,test rope bridge,execute_task,click:execute_task:meal_room,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1899,106,session-018,orchid_engine,Bea,3935fa5efe,clean gear wash,recover_failed_work,click:recover_failed_work:engine_ring,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1900,106,session-018,moss_ward,Fay,6a7b5adb25,copy root ledger,drop_tool,click:drop_tool:blanket_room,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1901,106,session-018,glass_harbor,Puck,c10ea1470a,mark crossing rope,relationship_phrase,click:relationship_phrase:fog_rail,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1902,106,session-018,cinder_garden,Wren,81aa359945,shade seed rows,save_session,click:save_session:seed_shelf,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1903,106,session-018,lichen_bridge,Kio,ebef679159,weave spare rope,path_to_site,click:path_to_site:signal_post,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1904,106,session-018,orchid_engine,Cai,2fe151eb17,tend orchid lamp,pickup_tool,click:pickup_tool:orchid_bay,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1905,106,session-018,moss_ward,Milo,b03af16c10,raise warm-cup shelf,execute_task,click:execute_task:rain_gate,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1906,106,session-018,glass_harbor,Sera,768a4d2ad8,relight public lamp,recover_failed_work,click:recover_failed_work:net_room,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1907,106,session-018,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,drop_tool,click:drop_tool:shade_tent,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1908,107,session-018,orchid_engine,Bea,a0d3597080,tend orchid lamp,execute_task,click:execute_task:gear_wash,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1909,107,session-018,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,recover_failed_work,click:recover_failed_work:root_alcove,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1910,107,session-018,glass_harbor,Puck,d99abac1ce,relight public lamp,drop_tool,click:drop_tool:lamp_pier,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1911,107,session-018,cinder_garden,Wren,efccb1106a,sort ember fruit,relationship_phrase,click:relationship_phrase:ash_path,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1912,107,session-018,lichen_bridge,Kio,096f63fbc9,mark signal bell,save_session,click:save_session:meal_room,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1913,107,session-018,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,path_to_site,click:path_to_site:engine_ring,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1914,107,session-018,moss_ward,Milo,42164b006a,drain rain path,pickup_tool,click:pickup_tool:blanket_room,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1915,107,session-018,glass_harbor,Sera,b557cb5ab1,mend fog net,execute_task,click:execute_task:fog_rail,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1916,107,session-018,cinder_garden,Juno,f754fc777c,cool ash path,recover_failed_work,click:recover_failed_work:seed_shelf,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1917,107,session-018,lichen_bridge,Luma,7017cc792d,repair meal ledger,drop_tool,click:drop_tool:signal_post,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1918,107,session-018,orchid_engine,Dax,947f5c8b39,listen to valve pulse,relationship_phrase,click:relationship_phrase:orchid_bay,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1919,107,session-018,moss_ward,Tala,f91d6085d8,patch blanket loom,save_session,click:save_session:rain_gate,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1920,107,session-018,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,path_to_site,click:path_to_site:net_room,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1921,107,session-018,cinder_garden,Pax,2ac4db2919,repair seed calendar,pickup_tool,click:pickup_tool:shade_tent,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1922,107,session-018,lichen_bridge,Rin,b522b59c7e,test rope bridge,execute_task,click:execute_task:rope_bridge,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1923,107,session-018,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,recover_failed_work,click:recover_failed_work:gear_wash,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1924,107,session-018,moss_ward,Ari,acb2c21249,copy root ledger,drop_tool,click:drop_tool:root_alcove,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1925,107,session-018,glass_harbor,Oren,65ab173ea1,mark crossing rope,relationship_phrase,click:relationship_phrase:lamp_pier,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1926,108,session-018,lichen_bridge,Luma,a72c4caf94,test rope bridge,recover_failed_work,click:recover_failed_work:meal_room,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1927,108,session-018,orchid_engine,Dax,e5be4a3317,clean gear wash,drop_tool,click:drop_tool:engine_ring,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1928,108,session-018,moss_ward,Tala,ab7eb655b8,copy root ledger,relationship_phrase,click:relationship_phrase:blanket_room,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1929,108,session-018,glass_harbor,Nia,35100ce116,mark crossing rope,save_session,click:save_session:fog_rail,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1930,108,session-018,cinder_garden,Pax,cfb8cd3fed,shade seed rows,path_to_site,click:path_to_site:seed_shelf,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1931,108,session-018,lichen_bridge,Rin,d21d02a5bc,weave spare rope,pickup_tool,click:pickup_tool:signal_post,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1932,108,session-018,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,execute_task,click:execute_task:orchid_bay,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1933,108,session-018,moss_ward,Ari,808faa30ed,raise warm-cup shelf,recover_failed_work,click:recover_failed_work:rain_gate,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1934,108,session-018,glass_harbor,Oren,f949aa8fd3,relight public lamp,drop_tool,click:drop_tool:net_room,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1935,108,session-018,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,relationship_phrase,click:relationship_phrase:shade_tent,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1936,108,session-018,lichen_bridge,Sol,910495b9ec,mark signal bell,save_session,click:save_session:rope_bridge,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1937,108,session-018,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,path_to_site,click:path_to_site:gear_wash,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1938,108,session-018,moss_ward,Fay,9c82c8d116,drain rain path,pickup_tool,click:pickup_tool:root_alcove,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1939,108,session-018,glass_harbor,Puck,4a73f95e3d,mend fog net,execute_task,click:execute_task:lamp_pier,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-018,True,True,True,True,True
1940,108,session-018,cinder_garden,Wren,9ee5bba78b,cool ash path,recover_failed_work,click:recover_failed_work:ash_path,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-018,True,True,True,True,True
1941,108,session-018,lichen_bridge,Kio,1356a31e8d,repair meal ledger,drop_tool,click:drop_tool:meal_room,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-018,True,True,True,True,True
1942,108,session-018,orchid_engine,Cai,aa06bc447d,listen to valve pulse,relationship_phrase,click:relationship_phrase:engine_ring,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-018,True,True,True,True,True
1943,108,session-018,moss_ward,Milo,214b5191fa,patch blanket loom,save_session,click:save_session:blanket_room,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-018,True,True,True,True,True
1944,109,session-019,cinder_garden,Vale,58b08d67ce,cool ash path,drop_tool,click:drop_tool:seed_shelf,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-019,True,True,True,True,True
1945,109,session-019,lichen_bridge,Sol,6a6945c048,repair meal ledger,relationship_phrase,click:relationship_phrase:signal_post,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-019,True,True,True,True,True
1946,109,session-019,orchid_engine,Bea,1a39418cc8,listen to valve pulse,save_session,click:save_session:orchid_bay,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-019,True,True,True,True,True
1947,109,session-019,moss_ward,Fay,cbe617b6af,patch blanket loom,path_to_site,click:path_to_site:rain_gate,queued,at-site-or-closer,ssrm.v55.moss_ward.session-019,True,True,True,True,True
1948,109,session-019,glass_harbor,Puck,19e61c2da4,seal fog catcher,pickup_tool,click:pickup_tool:net_room,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-019,True,True,True,True,True
1949,109,session-019,cinder_garden,Wren,b1df32837e,repair seed calendar,execute_task,click:execute_task:shade_tent,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-019,True,True,True,True,True
1950,109,session-019,lichen_bridge,Kio,0c14394478,test rope bridge,recover_failed_work,click:recover_failed_work:rope_bridge,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-019,True,True,True,True,True
1951,109,session-019,orchid_engine,Cai,80ecb7dbcd,clean gear wash,drop_tool,click:drop_tool:gear_wash,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-019,True,True,True,True,True
1952,109,session-019,moss_ward,Milo,4f19e26857,copy root ledger,relationship_phrase,click:relationship_phrase:root_alcove,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-019,True,True,True,True,True
1953,109,session-019,glass_harbor,Sera,ee1d01c438,mark crossing rope,save_session,click:save_session:lamp_pier,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-019,True,True,True,True,True
1954,109,session-019,cinder_garden,Juno,9c5554028b,shade seed rows,path_to_site,click:path_to_site:ash_path,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-019,True,True,True,True,True
1955,109,session-019,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,pickup_tool,click:pickup_tool:meal_room,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-019,True,True,True,True,True
1956,109,session-019,orchid_engine,Dax,8d36ca6708,tend orchid lamp,execute_task,click:execute_task:engine_ring,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-019,True,True,True,True,True
1957,109,session-019,moss_ward,Tala,690cd7241e,raise warm-cup shelf,recover_failed_work,click:recover_failed_work:blanket_room,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-019,True,True,True,True,True
1958,109,session-019,glass_harbor,Nia,24a6670b6c,relight public lamp,drop_tool,click:drop_tool:fog_rail,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-019,True,True,True,True,True
1959,109,session-019,cinder_garden,Pax,9dfff354ca,sort ember fruit,relationship_phrase,click:relationship_phrase:seed_shelf,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-019,True,True,True,True,True
1960,109,session-019,lichen_bridge,Rin,48fc2b7680,mark signal bell,save_session,click:save_session:signal_post,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-019,True,True,True,True,True
1961,109,session-019,orchid_engine,Eli,86759406ca,stabilize steam kettle,path_to_site,click:path_to_site:orchid_bay,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-019,True,True,True,True,True
1962,110,session-019,glass_harbor,Sera,768a4d2ad8,relight public lamp,relationship_phrase,click:relationship_phrase:net_room,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-019,True,True,True,True,True
1963,110,session-019,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,save_session,click:save_session:shade_tent,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-019,True,True,True,True,True
1964,110,session-019,lichen_bridge,Luma,450c18baea,mark signal bell,path_to_site,click:path_to_site:rope_bridge,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-019,True,True,True,True,True
1965,110,session-019,orchid_engine,Dax,363676d602,stabilize steam kettle,pickup_tool,click:pickup_tool:gear_wash,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-019,True,True,True,True,True
1966,110,session-019,moss_ward,Tala,572744cec7,drain rain path,execute_task,click:execute_task:root_alcove,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-019,True,True,True,True,True
1967,110,session-019,glass_harbor,Nia,2c46e6f05e,mend fog net,recover_failed_work,click:recover_failed_work:lamp_pier,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-019,True,True,True,True,True
1968,110,session-019,cinder_garden,Pax,1e5830ef22,cool ash path,drop_tool,click:drop_tool:ash_path,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-019,True,True,True,True,True
1969,110,session-019,lichen_bridge,Rin,9611f49c07,repair meal ledger,relationship_phrase,click:relationship_phrase:meal_room,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-019,True,True,True,True,True
1970,110,session-019,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,save_session,click:save_session:engine_ring,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-019,True,True,True,True,True
