tick_id,day,settlement_id,project_id,project_type,required_objects,available_objects,stage_before,stage_after,object_durability_before,object_durability_after,dependency_satisfied,project_progress,rollback_marker,visible_project_state
1107,70,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1110,70,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,checkpoint-ready,True
1112,70,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1113,70,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1115,70,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1116,70,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger,teach access rule,teach access rule,0.42,0.42,False,1.0,waiting-safe,True
1119,70,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1121,71,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1122,71,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,polish lens,0.42,0.48,True,0.25,forward-only-safe,True
1124,71,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1125,71,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1127,71,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1128,71,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,polish lens,set hinge,0.48,0.462,True,0.5,forward-only-safe,True
1131,71,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1132,71,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1134,71,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,set hinge,open archive,0.462,0.444,True,0.75,forward-only-safe,True
1135,71,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,thread spool,ink route,0.48,0.462,True,0.5,forward-only-safe,True
1137,72,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1140,72,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,open archive,open archive,0.444,0.444,True,0.75,forward-only-safe,True
1142,72,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1143,72,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1145,72,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1146,72,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,open archive,teach access rule,0.444,0.426,True,1.0,forward-only-safe,True
1149,72,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1152,73,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.426,0.42,True,1.0,forward-only-safe,True
1154,73,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1155,73,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1157,73,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1158,73,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1161,73,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1162,73,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1164,73,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1165,73,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,ink route,test recall,0.462,0.444,True,0.75,forward-only-safe,True
1167,73,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1170,74,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1172,74,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1173,74,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,dry cord,0.42,0.48,True,0.25,forward-only-safe,True
1175,74,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1176,74,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1179,74,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,dry cord,tag token,0.48,0.462,True,0.5,forward-only-safe,True
1182,74,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1184,75,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,checkpoint-ready,True
1185,75,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,tag token,seal shed,0.462,0.444,True,0.75,forward-only-safe,True
1187,75,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1188,75,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1191,75,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,seal shed,teach tally,0.444,0.426,True,1.0,forward-only-safe,True
1192,75,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1194,75,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1195,75,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,test recall,seal annotation,0.444,0.426,True,1.0,forward-only-safe,True
1197,75,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.426,0.42,True,1.0,forward-only-safe,True
1198,75,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1200,76,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1202,76,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1203,76,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1205,76,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1206,76,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1209,76,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token,teach tally,teach tally,0.42,0.42,False,1.0,waiting-safe,True
1212,76,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1215,76,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1217,77,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1218,77,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1221,77,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,checkpoint-ready,True
1222,77,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1224,77,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,polish lens,0.42,0.48,True,0.25,forward-only-safe,True
1225,77,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.426,0.42,True,1.0,forward-only-safe,True
1227,77,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1228,77,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1230,77,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,polish lens,set hinge,0.48,0.462,True,0.5,forward-only-safe,True
1231,77,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1232,78,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1233,78,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1235,78,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1236,78,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,set hinge,open archive,0.462,0.444,True,0.75,forward-only-safe,True
1239,78,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1242,78,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,open archive,teach access rule,0.444,0.426,True,1.0,forward-only-safe,True
1245,78,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1246,78,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1248,79,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.426,0.42,True,1.0,forward-only-safe,True
1251,79,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1252,79,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1254,79,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1255,79,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1257,79,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1258,79,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,clip wire,0.42,0.48,True,0.25,checkpoint-ready,True
1260,79,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1261,79,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1262,79,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1263,79,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1264,80,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1266,80,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1267,80,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1268,80,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1269,80,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,clip wire,test gauge,0.48,0.462,True,0.5,forward-only-safe,True
1270,80,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1271,80,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger,teach access rule,teach access rule,0.42,0.42,False,1.0,waiting-safe,True
1272,80,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1274,80,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1275,80,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,test gauge,quiet bell,0.462,0.444,True,0.75,forward-only-safe,True
1277,80,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1278,80,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1281,81,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,quiet bell,publish warning,0.444,0.426,True,1.0,forward-only-safe,True
1284,81,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1285,81,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1287,81,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.426,0.426,True,1.0,forward-only-safe,True
1288,81,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1290,81,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1292,81,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,dry cord,0.42,0.48,True,0.25,forward-only-safe,True
1293,81,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.426,0.42,True,1.0,forward-only-safe,True
1295,81,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,checkpoint-ready,True
1296,82,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1297,82,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1298,82,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,dry cord,tag token,0.48,0.462,True,0.5,forward-only-safe,True
1299,82,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1300,82,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1301,82,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1302,82,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon,seal annotation,seal annotation,0.42,0.42,False,1.0,waiting-safe,True
1304,82,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,tag token,seal shed,0.462,0.444,True,0.75,forward-only-safe,True
1305,82,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1307,82,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1308,82,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1311,82,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1314,83,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1315,83,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1317,83,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1318,83,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1320,83,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1322,83,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,seal shed,teach tally,0.444,0.426,True,1.0,forward-only-safe,True
1323,83,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1325,83,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1326,83,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,thread spool,0.42,0.48,True,0.25,forward-only-safe,True
1328,84,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.426,0.42,True,1.0,forward-only-safe,True
1329,84,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1330,84,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1331,84,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1332,84,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,thread spool,ink route,0.48,0.462,True,0.5,checkpoint-ready,True
1334,84,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1335,84,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1337,84,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1338,84,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,ink route,test recall,0.462,0.444,True,0.75,forward-only-safe,True
1341,84,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1344,85,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,test recall,seal annotation,0.444,0.426,True,1.0,forward-only-safe,True
1345,85,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
1347,85,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1348,85,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
1350,85,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.426,0.426,True,1.0,forward-only-safe,True
1352,85,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.42,0.42,True,1.0,forward-only-safe,True
1353,85,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1355,85,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1356,85,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.426,0.42,True,1.0,forward-only-safe,True
1359,85,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
1360,86,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,fit plank,0.42,0.48,True,0.25,forward-only-safe,True
1361,86,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
1362,86,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
1364,86,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token,teach tally,teach tally,0.42,0.42,False,1.0,waiting-safe,True
1365,86,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
