epoch_index,lineage,language_branch,divergence_index,mutual_intelligibility,semantic_retention,ritual_continuity,boundary_clause_retention,lineage_story
69,Ledgerline,ledgerline-nari-69,0.761143,0.70752,0.902994,0.787891,0.905943,Ledgerline diverges through seed ledgers while retaining nari meaning.
69,Orchardline,orchardline-lum-69,0.793143,0.70368,0.878234,0.799891,0.839643,Orchardline diverges through water terraces while retaining lum meaning.
69,Rainline,rainline-sova-69,0.825143,0.68224,0.886474,0.789891,0.896243,Rainline diverges through weather bells while retaining sova meaning.
70,Hearthline,hearthline-ori-70,0.673268,0.764428,0.910812,0.812372,0.859937,Hearthline diverges through hearth ceramics while retaining lum meaning.
70,Routeline,routeline-nari-70,0.705268,0.734188,0.903052,0.791372,0.895737,Routeline diverges through stone bridge joints while retaining tek meaning.
70,Marketline,marketline-keth-70,0.737268,0.723948,0.890292,0.795372,0.845037,Marketline diverges through measure weights while retaining melo meaning.
70,Ledgerline,ledgerline-vonn-70,0.769268,0.704108,0.901532,0.787372,0.905537,Ledgerline diverges through seed ledgers while retaining nari meaning.
70,Orchardline,orchardline-melo-70,0.801268,0.700268,0.876772,0.799372,0.839237,Orchardline diverges through water terraces while retaining lum meaning.
70,Rainline,rainline-vonn-70,0.833268,0.678828,0.885012,0.789372,0.895837,Rainline diverges through weather bells while retaining sova meaning.
71,Hearthline,hearthline-sova-71,0.680173,0.761527,0.909569,0.863803,0.859591,Hearthline diverges through hearth ceramics while retaining lum meaning.
71,Routeline,routeline-keth-71,0.712173,0.731287,0.901809,0.842803,0.895391,Routeline diverges through stone bridge joints while retaining tek meaning.
71,Marketline,marketline-vonn-71,0.744173,0.721047,0.889049,0.846803,0.844691,Marketline diverges through measure weights while retaining melo meaning.
71,Ledgerline,ledgerline-sova-71,0.776173,0.701207,0.900289,0.838803,0.905191,Ledgerline diverges through seed ledgers while retaining nari meaning.
71,Orchardline,orchardline-tek-71,0.808173,0.697367,0.875529,0.850803,0.838891,Orchardline diverges through water terraces while retaining lum meaning.
71,Rainline,rainline-nari-71,0.840173,0.675927,0.883769,0.840803,0.895491,Rainline diverges through weather bells while retaining sova meaning.
72,Hearthline,hearthline-lum-72,0.694971,0.755312,0.906905,0.802606,0.888851,Hearthline diverges through hearth ceramics while retaining lum meaning.
72,Routeline,routeline-tek-72,0.726971,0.725072,0.899145,0.781606,0.924651,Routeline diverges through stone bridge joints while retaining tek meaning.
72,Marketline,marketline-melo-72,0.758971,0.714832,0.886385,0.785606,0.873951,Marketline diverges through measure weights while retaining melo meaning.
72,Ledgerline,ledgerline-nari-72,0.790971,0.694992,0.897625,0.777606,0.934451,Ledgerline diverges through seed ledgers while retaining nari meaning.
72,Orchardline,orchardline-lum-72,0.822971,0.691152,0.872865,0.789606,0.868151,Orchardline diverges through water terraces while retaining lum meaning.
72,Rainline,rainline-sova-72,0.854971,0.669712,0.881105,0.779606,0.924751,Rainline diverges through weather bells while retaining sova meaning.
73,Hearthline,hearthline-ori-73,0.694705,0.755424,0.906953,0.815512,0.888865,Hearthline diverges through hearth ceramics while retaining lum meaning.
73,Routeline,routeline-nari-73,0.726705,0.725184,0.899193,0.794512,0.924665,Routeline diverges through stone bridge joints while retaining tek meaning.
73,Marketline,marketline-keth-73,0.758705,0.714944,0.886433,0.798512,0.873965,Marketline diverges through measure weights while retaining melo meaning.
73,Ledgerline,ledgerline-vonn-73,0.790705,0.695104,0.897673,0.790512,0.934465,Ledgerline diverges through seed ledgers while retaining nari meaning.
73,Orchardline,orchardline-melo-73,0.822705,0.691264,0.872913,0.802512,0.868165,Orchardline diverges through water terraces while retaining lum meaning.
73,Rainline,rainline-vonn-73,0.854705,0.669824,0.881153,0.792512,0.924765,Rainline diverges through weather bells while retaining sova meaning.
74,Hearthline,hearthline-sova-74,0.709953,0.74902,0.904208,0.803595,0.888102,Hearthline diverges through hearth ceramics while retaining lum meaning.
74,Routeline,routeline-keth-74,0.741953,0.71878,0.896448,0.782595,0.923902,Routeline diverges through stone bridge joints while retaining tek meaning.
74,Marketline,marketline-vonn-74,0.773953,0.70854,0.883688,0.786595,0.873202,Marketline diverges through measure weights while retaining melo meaning.
74,Ledgerline,ledgerline-sova-74,0.805953,0.6887,0.894928,0.778595,0.933702,Ledgerline diverges through seed ledgers while retaining nari meaning.
74,Orchardline,orchardline-tek-74,0.837953,0.68486,0.870168,0.790595,0.867402,Orchardline diverges through water terraces while retaining lum meaning.
74,Rainline,rainline-nari-74,0.869953,0.66342,0.878408,0.780595,0.924002,Rainline diverges through weather bells while retaining sova meaning.
75,Hearthline,hearthline-lum-75,0.710052,0.748978,0.904191,0.815916,0.888097,Hearthline diverges through hearth ceramics while retaining lum meaning.
75,Routeline,routeline-tek-75,0.742052,0.718738,0.896431,0.794916,0.923897,Routeline diverges through stone bridge joints while retaining tek meaning.
75,Marketline,marketline-melo-75,0.774052,0.708498,0.883671,0.798916,0.873197,Marketline diverges through measure weights while retaining melo meaning.
75,Ledgerline,ledgerline-nari-75,0.806052,0.688658,0.894911,0.790916,0.933697,Ledgerline diverges through seed ledgers while retaining nari meaning.
75,Orchardline,orchardline-lum-75,0.838052,0.684818,0.870151,0.802916,0.867397,Orchardline diverges through water terraces while retaining lum meaning.
75,Rainline,rainline-sova-75,0.870052,0.663378,0.878391,0.792916,0.923997,Rainline diverges through weather bells while retaining sova meaning.
76,Hearthline,hearthline-ori-76,0.717372,0.745904,0.902873,0.816685,0.887731,Hearthline diverges through hearth ceramics while retaining lum meaning.
76,Routeline,routeline-nari-76,0.749372,0.715664,0.895113,0.795685,0.923531,Routeline diverges through stone bridge joints while retaining tek meaning.
76,Marketline,marketline-keth-76,0.781372,0.705424,0.882353,0.799685,0.872831,Marketline diverges through measure weights while retaining melo meaning.
76,Ledgerline,ledgerline-vonn-76,0.813372,0.685584,0.893593,0.791685,0.933331,Ledgerline diverges through seed ledgers while retaining nari meaning.
76,Orchardline,orchardline-melo-76,0.845372,0.681744,0.868833,0.803685,0.867031,Orchardline diverges through water terraces while retaining lum meaning.
76,Rainline,rainline-vonn-76,0.877372,0.660304,0.877073,0.793685,0.923631,Rainline diverges through weather bells while retaining sova meaning.
77,Hearthline,hearthline-sova-77,0.725708,0.742403,0.901373,0.865827,0.887315,Hearthline diverges through hearth ceramics while retaining lum meaning.
77,Routeline,routeline-keth-77,0.757708,0.712163,0.893613,0.844827,0.923115,Routeline diverges through stone bridge joints while retaining tek meaning.
77,Marketline,marketline-vonn-77,0.789708,0.701923,0.880853,0.848827,0.872415,Marketline diverges through measure weights while retaining melo meaning.
77,Ledgerline,ledgerline-sova-77,0.821708,0.682083,0.892093,0.840827,0.932915,Ledgerline diverges through seed ledgers while retaining nari meaning.
77,Orchardline,orchardline-tek-77,0.853708,0.678243,0.867333,0.852827,0.866615,Orchardline diverges through water terraces while retaining lum meaning.
77,Rainline,rainline-nari-77,0.885708,0.656803,0.875573,0.842827,0.923215,Rainline diverges through weather bells while retaining sova meaning.
78,Hearthline,hearthline-lum-78,0.74031,0.73627,0.898744,0.804944,0.886585,Hearthline diverges through hearth ceramics while retaining lum meaning.
78,Routeline,routeline-tek-78,0.77231,0.70603,0.890984,0.783944,0.922385,Routeline diverges through stone bridge joints while retaining tek meaning.
78,Marketline,marketline-melo-78,0.80431,0.69579,0.878224,0.787944,0.871685,Marketline diverges through measure weights while retaining melo meaning.
78,Ledgerline,ledgerline-nari-78,0.83631,0.67595,0.889464,0.779944,0.932185,Ledgerline diverges through seed ledgers while retaining nari meaning.
78,Orchardline,orchardline-lum-78,0.86831,0.67211,0.864704,0.791944,0.865885,Orchardline diverges through water terraces while retaining lum meaning.
78,Rainline,rainline-sova-78,0.90031,0.65067,0.872944,0.781944,0.922485,Rainline diverges through weather bells while retaining sova meaning.
79,Hearthline,hearthline-ori-79,0.741693,0.735689,0.898495,0.815211,0.886515,Hearthline diverges through hearth ceramics while retaining lum meaning.
79,Routeline,routeline-nari-79,0.773693,0.705449,0.890735,0.794211,0.922315,Routeline diverges through stone bridge joints while retaining tek meaning.
79,Marketline,marketline-keth-79,0.805693,0.695209,0.877975,0.798211,0.871615,Marketline diverges through measure weights while retaining melo meaning.
79,Ledgerline,ledgerline-vonn-79,0.837693,0.675369,0.889215,0.790211,0.932115,Ledgerline diverges through seed ledgers while retaining nari meaning.
79,Orchardline,orchardline-melo-79,0.869693,0.671529,0.864455,0.802211,0.865815,Orchardline diverges through water terraces while retaining lum meaning.
79,Rainline,rainline-vonn-79,0.901693,0.650089,0.872695,0.792211,0.922415,Rainline diverges through weather bells while retaining sova meaning.
80,Hearthline,hearthline-sova-80,0.756865,0.729317,0.895764,0.803416,0.885757,Hearthline diverges through hearth ceramics while retaining lum meaning.
80,Routeline,routeline-keth-80,0.788865,0.699077,0.888004,0.782416,0.921557,Routeline diverges through stone bridge joints while retaining tek meaning.
80,Marketline,marketline-vonn-80,0.820865,0.688837,0.875244,0.786416,0.870857,Marketline diverges through measure weights while retaining melo meaning.
80,Ledgerline,ledgerline-sova-80,0.852865,0.668997,0.886484,0.778416,0.931357,Ledgerline diverges through seed ledgers while retaining nari meaning.
80,Orchardline,orchardline-tek-80,0.884865,0.665157,0.861724,0.790416,0.865057,Orchardline diverges through water terraces while retaining lum meaning.
80,Rainline,rainline-nari-80,0.916865,0.643717,0.869964,0.780416,0.921657,Rainline diverges through weather bells while retaining sova meaning.
81,Hearthline,hearthline-lum-81,0.75702,0.729252,0.895736,0.815649,0.885749,Hearthline diverges through hearth ceramics while retaining lum meaning.
81,Routeline,routeline-tek-81,0.78902,0.699012,0.887976,0.794649,0.921549,Routeline diverges through stone bridge joints while retaining tek meaning.
81,Marketline,marketline-melo-81,0.82102,0.688772,0.875216,0.798649,0.870849,Marketline diverges through measure weights while retaining melo meaning.
81,Ledgerline,ledgerline-nari-81,0.85302,0.668932,0.886456,0.790649,0.931349,Ledgerline diverges through seed ledgers while retaining nari meaning.
81,Orchardline,orchardline-lum-81,0.88502,0.665092,0.861696,0.802649,0.865049,Orchardline diverges through water terraces while retaining lum meaning.
81,Rainline,rainline-sova-81,0.91702,0.643652,0.869936,0.792649,0.921649,Rainline diverges through weather bells while retaining sova meaning.
82,Hearthline,hearthline-ori-82,0.765876,0.725532,0.894142,0.813959,0.885306,Hearthline diverges through hearth ceramics while retaining lum meaning.
82,Routeline,routeline-nari-82,0.797876,0.695292,0.886382,0.792959,0.921106,Routeline diverges through stone bridge joints while retaining tek meaning.
82,Marketline,marketline-keth-82,0.829876,0.685052,0.873622,0.796959,0.870406,Marketline diverges through measure weights while retaining melo meaning.
82,Ledgerline,ledgerline-vonn-82,0.861876,0.665212,0.884862,0.788959,0.930906,Ledgerline diverges through seed ledgers while retaining nari meaning.
82,Orchardline,orchardline-melo-82,0.893876,0.661372,0.860102,0.800959,0.864606,Orchardline diverges through water terraces while retaining lum meaning.
82,Rainline,rainline-vonn-82,0.92,0.6424,0.8694,0.790959,0.9215,Rainline diverges through weather bells while retaining sova meaning.
83,Hearthline,hearthline-sova-83,0.773502,0.722329,0.89277,0.864237,0.884925,Hearthline diverges through hearth ceramics while retaining lum meaning.
83,Routeline,routeline-keth-83,0.805502,0.692089,0.88501,0.843237,0.920725,Routeline diverges through stone bridge joints while retaining tek meaning.
83,Marketline,marketline-vonn-83,0.837502,0.681849,0.87225,0.847237,0.870025,Marketline diverges through measure weights while retaining melo meaning.
83,Ledgerline,ledgerline-sova-83,0.869502,0.662009,0.88349,0.839237,0.930525,Ledgerline diverges through seed ledgers while retaining nari meaning.
83,Orchardline,orchardline-tek-83,0.901502,0.658169,0.85873,0.851237,0.864225,Orchardline diverges through water terraces while retaining lum meaning.
83,Rainline,rainline-nari-83,0.92,0.6424,0.8694,0.841237,0.9215,Rainline diverges through weather bells while retaining sova meaning.
84,Hearthline,hearthline-lum-84,0.788993,0.715823,0.889981,0.801932,0.88415,Hearthline diverges through hearth ceramics while retaining lum meaning.
84,Routeline,routeline-tek-84,0.820993,0.685583,0.882221,0.780932,0.91995,Routeline diverges through stone bridge joints while retaining tek meaning.
84,Marketline,marketline-melo-84,0.852993,0.675343,0.869461,0.784932,0.86925,Marketline diverges through measure weights while retaining melo meaning.
84,Ledgerline,ledgerline-nari-84,0.884993,0.655503,0.880701,0.776932,0.92975,Ledgerline diverges through seed ledgers while retaining nari meaning.
84,Orchardline,orchardline-lum-84,0.916993,0.651663,0.855941,0.788932,0.86345,Orchardline diverges through water terraces while retaining lum meaning.
84,Rainline,rainline-sova-84,0.92,0.6424,0.8694,0.778932,0.9215,Rainline diverges through weather bells while retaining sova meaning.
