tick_id,day,session_id,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,delta_label,ui_delta_visible,task_step_executed,material_consumed,no_magic_inventory
0,1,session-001,moss_ward,Milo,4f19e26857,dry clay,760,758,copy root ledger progress marker,0,1,-2 dry clay; +1 marker,True,True,True,True
1807,101,session-017,cinder_garden,Pax,9dfff354ca,shade reed,654,653,sort ember fruit progress marker,105,106,-1 shade reed; +1 marker,True,True,True,True
1808,101,session-017,lichen_bridge,Rin,48fc2b7680,bell tin,653,652,mark signal bell progress marker,104,105,-1 bell tin; +1 marker,True,True,True,True
1809,101,session-017,orchid_engine,Eli,86759406ca,orchid oil,651,650,stabilize steam kettle progress marker,102,103,-1 orchid oil; +1 marker,True,True,True,True
1810,101,session-017,moss_ward,Ari,da0f22a6f5,charcoal mark,650,649,drain rain path progress marker,102,103,-1 charcoal mark; +1 marker,True,True,True,True
1811,101,session-017,glass_harbor,Oren,9f03b2f23d,lamp oil,651,650,mend fog net progress marker,102,103,-1 lamp oil; +1 marker,True,True,True,True
1812,101,session-017,cinder_garden,Vale,58b08d67ce,ember basket,654,653,cool ash path progress marker,102,103,-1 ember basket; +1 marker,True,True,True,True
1813,101,session-017,lichen_bridge,Sol,6a6945c048,meal token,652,650,repair meal ledger progress marker,104,106,-2 meal token; +2 marker,True,True,True,True
1814,101,session-017,orchid_engine,Bea,1a39418cc8,steam seal,651,650,listen to valve pulse progress marker,105,106,-1 steam seal; +1 marker,True,True,True,True
1815,101,session-017,moss_ward,Fay,cbe617b6af,reed bundle,653,652,patch blanket loom progress marker,103,104,-1 reed bundle; +1 marker,True,True,True,True
1816,101,session-017,glass_harbor,Puck,19e61c2da4,glass bead,653,652,seal fog catcher progress marker,102,103,-1 glass bead; +1 marker,True,True,True,True
1817,101,session-017,cinder_garden,Wren,b1df32837e,cool stone,650,649,repair seed calendar progress marker,102,103,-1 cool stone; +1 marker,True,True,True,True
1818,102,session-017,orchid_engine,Eli,a3b8dc6d55,orchid oil,650,649,listen to valve pulse progress marker,106,107,-1 orchid oil; +1 marker,True,True,True,True
1819,102,session-017,moss_ward,Ari,2378d81ec8,charcoal mark,649,647,patch blanket loom progress marker,104,105,-2 charcoal mark; +1 marker,True,True,True,True
1820,102,session-017,glass_harbor,Oren,d2b7153668,lamp oil,650,649,seal fog catcher progress marker,103,104,-1 lamp oil; +1 marker,True,True,True,True
1821,102,session-017,cinder_garden,Vale,b4da23a954,ember basket,653,652,repair seed calendar progress marker,103,104,-1 ember basket; +1 marker,True,True,True,True
1822,102,session-017,lichen_bridge,Sol,85cb036eb5,meal token,650,649,test rope bridge progress marker,102,103,-1 meal token; +1 marker,True,True,True,True
1823,102,session-017,orchid_engine,Bea,3935fa5efe,steam seal,650,648,clean gear wash progress marker,102,104,-2 steam seal; +2 marker,True,True,True,True
1824,102,session-017,moss_ward,Fay,6a7b5adb25,reed bundle,652,651,copy root ledger progress marker,106,107,-1 reed bundle; +1 marker,True,True,True,True
1825,102,session-017,glass_harbor,Puck,c10ea1470a,glass bead,652,651,mark crossing rope progress marker,106,107,-1 glass bead; +1 marker,True,True,True,True
1826,102,session-017,cinder_garden,Wren,81aa359945,cool stone,649,648,shade seed rows progress marker,103,104,-1 cool stone; +1 marker,True,True,True,True
1827,102,session-017,lichen_bridge,Kio,ebef679159,lichen glue,650,649,weave spare rope progress marker,103,104,-1 lichen glue; +1 marker,True,True,True,True
1828,102,session-017,orchid_engine,Cai,2fe151eb17,valve grease,652,651,tend orchid lamp progress marker,103,104,-1 valve grease; +1 marker,True,True,True,True
1829,102,session-017,moss_ward,Milo,b03af16c10,dry clay,653,652,raise warm-cup shelf progress marker,103,104,-1 dry clay; +1 marker,True,True,True,True
1830,102,session-017,glass_harbor,Sera,768a4d2ad8,net fiber,651,649,relight public lamp progress marker,105,107,-2 net fiber; +2 marker,True,True,True,True
1831,102,session-017,cinder_garden,Juno,2b1e35e8a1,seed ink,648,647,sort ember fruit progress marker,106,107,-1 seed ink; +1 marker,True,True,True,True
1832,102,session-017,lichen_bridge,Luma,450c18baea,rope fiber,651,650,mark signal bell progress marker,105,106,-1 rope fiber; +1 marker,True,True,True,True
1833,102,session-017,orchid_engine,Dax,363676d602,gear cloth,653,652,stabilize steam kettle progress marker,103,104,-1 gear cloth; +1 marker,True,True,True,True
1834,102,session-017,moss_ward,Tala,572744cec7,moss cord,648,647,drain rain path progress marker,103,104,-1 moss cord; +1 marker,True,True,True,True
1835,102,session-017,glass_harbor,Nia,2c46e6f05e,salt chalk,649,648,mend fog net progress marker,103,104,-1 salt chalk; +1 marker,True,True,True,True
1836,103,session-018,lichen_bridge,Kio,096f63fbc9,lichen glue,649,647,mark signal bell progress marker,106,107,-2 lichen glue; +1 marker,True,True,True,True
1837,103,session-018,orchid_engine,Cai,7b17b6bca2,valve grease,651,650,stabilize steam kettle progress marker,104,105,-1 valve grease; +1 marker,True,True,True,True
1838,103,session-018,moss_ward,Milo,42164b006a,dry clay,652,651,drain rain path progress marker,104,105,-1 dry clay; +1 marker,True,True,True,True
1839,103,session-018,glass_harbor,Sera,b557cb5ab1,net fiber,649,648,mend fog net progress marker,104,105,-1 net fiber; +1 marker,True,True,True,True
1840,103,session-018,cinder_garden,Juno,f754fc777c,seed ink,647,645,cool ash path progress marker,103,105,-2 seed ink; +2 marker,True,True,True,True
1841,103,session-018,lichen_bridge,Luma,7017cc792d,rope fiber,650,649,repair meal ledger progress marker,106,107,-1 rope fiber; +1 marker,True,True,True,True
1842,103,session-018,orchid_engine,Dax,947f5c8b39,gear cloth,652,651,listen to valve pulse progress marker,107,108,-1 gear cloth; +1 marker,True,True,True,True
1843,103,session-018,moss_ward,Tala,f91d6085d8,moss cord,647,646,patch blanket loom progress marker,105,106,-1 moss cord; +1 marker,True,True,True,True
1844,103,session-018,glass_harbor,Nia,7d03d3d3f1,salt chalk,648,647,seal fog catcher progress marker,104,105,-1 salt chalk; +1 marker,True,True,True,True
1845,103,session-018,cinder_garden,Pax,2ac4db2919,shade reed,653,652,repair seed calendar progress marker,104,105,-1 shade reed; +1 marker,True,True,True,True
1846,103,session-018,lichen_bridge,Rin,b522b59c7e,bell tin,652,651,test rope bridge progress marker,103,104,-1 bell tin; +1 marker,True,True,True,True
1847,103,session-018,orchid_engine,Eli,e4ebf8a5c3,orchid oil,649,647,clean gear wash progress marker,104,106,-2 orchid oil; +2 marker,True,True,True,True
1848,103,session-018,moss_ward,Ari,acb2c21249,charcoal mark,647,646,copy root ledger progress marker,107,108,-1 charcoal mark; +1 marker,True,True,True,True
1849,103,session-018,glass_harbor,Oren,65ab173ea1,lamp oil,649,648,mark crossing rope progress marker,107,108,-1 lamp oil; +1 marker,True,True,True,True
1850,103,session-018,cinder_garden,Vale,7525471538,ember basket,652,651,shade seed rows progress marker,104,105,-1 ember basket; +1 marker,True,True,True,True
1851,103,session-018,lichen_bridge,Sol,032f2286f3,meal token,649,648,weave spare rope progress marker,104,105,-1 meal token; +1 marker,True,True,True,True
1852,103,session-018,orchid_engine,Bea,a0d3597080,steam seal,648,647,tend orchid lamp progress marker,104,105,-1 steam seal; +1 marker,True,True,True,True
1853,103,session-018,moss_ward,Fay,72cfe9f03b,reed bundle,651,649,raise warm-cup shelf progress marker,104,105,-2 reed bundle; +1 marker,True,True,True,True
1854,104,session-018,cinder_garden,Pax,cfb8cd3fed,shade reed,652,651,shade seed rows progress marker,105,106,-1 shade reed; +1 marker,True,True,True,True
1855,104,session-018,lichen_bridge,Rin,d21d02a5bc,bell tin,651,650,weave spare rope progress marker,105,106,-1 bell tin; +1 marker,True,True,True,True
1856,104,session-018,orchid_engine,Eli,3f711d3e3b,orchid oil,647,646,tend orchid lamp progress marker,105,106,-1 orchid oil; +1 marker,True,True,True,True
1857,104,session-018,moss_ward,Ari,808faa30ed,charcoal mark,646,644,raise warm-cup shelf progress marker,105,107,-2 charcoal mark; +2 marker,True,True,True,True
1858,104,session-018,glass_harbor,Oren,f949aa8fd3,lamp oil,648,647,relight public lamp progress marker,107,108,-1 lamp oil; +1 marker,True,True,True,True
1859,104,session-018,cinder_garden,Vale,6b0dbec2ed,ember basket,651,650,sort ember fruit progress marker,107,108,-1 ember basket; +1 marker,True,True,True,True
1860,104,session-018,lichen_bridge,Sol,910495b9ec,meal token,648,647,mark signal bell progress marker,107,108,-1 meal token; +1 marker,True,True,True,True
1861,104,session-018,orchid_engine,Bea,d5a5690d8e,steam seal,647,646,stabilize steam kettle progress marker,105,106,-1 steam seal; +1 marker,True,True,True,True
1862,104,session-018,moss_ward,Fay,9c82c8d116,reed bundle,649,648,drain rain path progress marker,105,106,-1 reed bundle; +1 marker,True,True,True,True
1863,104,session-018,glass_harbor,Puck,4a73f95e3d,glass bead,651,650,mend fog net progress marker,105,106,-1 glass bead; +1 marker,True,True,True,True
1864,104,session-018,cinder_garden,Wren,9ee5bba78b,cool stone,648,646,cool ash path progress marker,105,107,-2 cool stone; +2 marker,True,True,True,True
1865,104,session-018,lichen_bridge,Kio,1356a31e8d,lichen glue,647,646,repair meal ledger progress marker,107,108,-1 lichen glue; +1 marker,True,True,True,True
1866,104,session-018,orchid_engine,Cai,aa06bc447d,valve grease,650,649,listen to valve pulse progress marker,108,109,-1 valve grease; +1 marker,True,True,True,True
1867,104,session-018,moss_ward,Milo,214b5191fa,dry clay,651,650,patch blanket loom progress marker,106,107,-1 dry clay; +1 marker,True,True,True,True
1868,104,session-018,glass_harbor,Sera,35df557118,net fiber,648,647,seal fog catcher progress marker,105,106,-1 net fiber; +1 marker,True,True,True,True
1869,104,session-018,cinder_garden,Juno,a3cdbd8180,seed ink,645,644,repair seed calendar progress marker,105,106,-1 seed ink; +1 marker,True,True,True,True
1870,104,session-018,lichen_bridge,Luma,a72c4caf94,rope fiber,649,647,test rope bridge progress marker,104,105,-2 rope fiber; +1 marker,True,True,True,True
1871,104,session-018,orchid_engine,Dax,e5be4a3317,gear cloth,651,649,clean gear wash progress marker,106,108,-2 gear cloth; +2 marker,True,True,True,True
1872,105,session-018,glass_harbor,Puck,19e61c2da4,glass bead,650,649,seal fog catcher progress marker,106,107,-1 glass bead; +1 marker,True,True,True,True
1873,105,session-018,cinder_garden,Wren,b1df32837e,cool stone,646,645,repair seed calendar progress marker,106,107,-1 cool stone; +1 marker,True,True,True,True
1874,105,session-018,lichen_bridge,Kio,0c14394478,lichen glue,646,644,test rope bridge progress marker,105,107,-2 lichen glue; +2 marker,True,True,True,True
1875,105,session-018,orchid_engine,Cai,80ecb7dbcd,valve grease,649,648,clean gear wash progress marker,108,109,-1 valve grease; +1 marker,True,True,True,True
1876,105,session-018,moss_ward,Milo,4f19e26857,dry clay,650,649,copy root ledger progress marker,108,109,-1 dry clay; +1 marker,True,True,True,True
1877,105,session-018,glass_harbor,Sera,ee1d01c438,net fiber,647,646,mark crossing rope progress marker,108,109,-1 net fiber; +1 marker,True,True,True,True
1878,105,session-018,cinder_garden,Juno,9c5554028b,seed ink,644,643,shade seed rows progress marker,106,107,-1 seed ink; +1 marker,True,True,True,True
1879,105,session-018,lichen_bridge,Luma,5fbf6bf7bd,rope fiber,647,646,weave spare rope progress marker,106,107,-1 rope fiber; +1 marker,True,True,True,True
1880,105,session-018,orchid_engine,Dax,8d36ca6708,gear cloth,649,648,tend orchid lamp progress marker,106,107,-1 gear cloth; +1 marker,True,True,True,True
1881,105,session-018,moss_ward,Tala,690cd7241e,moss cord,646,644,raise warm-cup shelf progress marker,107,109,-2 moss cord; +2 marker,True,True,True,True
1882,105,session-018,glass_harbor,Nia,24a6670b6c,salt chalk,647,646,relight public lamp progress marker,108,109,-1 salt chalk; +1 marker,True,True,True,True
1883,105,session-018,cinder_garden,Pax,9dfff354ca,shade reed,651,650,sort ember fruit progress marker,108,109,-1 shade reed; +1 marker,True,True,True,True
1884,105,session-018,lichen_bridge,Rin,48fc2b7680,bell tin,650,649,mark signal bell progress marker,108,109,-1 bell tin; +1 marker,True,True,True,True
1885,105,session-018,orchid_engine,Eli,86759406ca,orchid oil,646,645,stabilize steam kettle progress marker,106,107,-1 orchid oil; +1 marker,True,True,True,True
1886,105,session-018,moss_ward,Ari,da0f22a6f5,charcoal mark,644,643,drain rain path progress marker,106,107,-1 charcoal mark; +1 marker,True,True,True,True
1887,105,session-018,glass_harbor,Oren,9f03b2f23d,lamp oil,647,645,mend fog net progress marker,106,107,-2 lamp oil; +1 marker,True,True,True,True
1888,105,session-018,cinder_garden,Vale,58b08d67ce,ember basket,650,648,cool ash path progress marker,107,109,-2 ember basket; +2 marker,True,True,True,True
1889,105,session-018,lichen_bridge,Sol,6a6945c048,meal token,647,646,repair meal ledger progress marker,108,109,-1 meal token; +1 marker,True,True,True,True
1890,106,session-018,moss_ward,Tala,572744cec7,moss cord,644,643,drain rain path progress marker,107,108,-1 moss cord; +1 marker,True,True,True,True
1891,106,session-018,glass_harbor,Nia,2c46e6f05e,salt chalk,646,644,mend fog net progress marker,107,109,-2 salt chalk; +2 marker,True,True,True,True
1892,106,session-018,cinder_garden,Pax,1e5830ef22,shade reed,650,649,cool ash path progress marker,109,110,-1 shade reed; +1 marker,True,True,True,True
1893,106,session-018,lichen_bridge,Rin,9611f49c07,bell tin,649,648,repair meal ledger progress marker,109,110,-1 bell tin; +1 marker,True,True,True,True
1894,106,session-018,orchid_engine,Eli,a3b8dc6d55,orchid oil,645,644,listen to valve pulse progress marker,109,110,-1 orchid oil; +1 marker,True,True,True,True
1895,106,session-018,moss_ward,Ari,2378d81ec8,charcoal mark,643,642,patch blanket loom progress marker,107,108,-1 charcoal mark; +1 marker,True,True,True,True
1896,106,session-018,glass_harbor,Oren,d2b7153668,lamp oil,645,644,seal fog catcher progress marker,107,108,-1 lamp oil; +1 marker,True,True,True,True
1897,106,session-018,cinder_garden,Vale,b4da23a954,ember basket,648,647,repair seed calendar progress marker,107,108,-1 ember basket; +1 marker,True,True,True,True
1898,106,session-018,lichen_bridge,Sol,85cb036eb5,meal token,646,644,test rope bridge progress marker,107,109,-2 meal token; +2 marker,True,True,True,True
1899,106,session-018,orchid_engine,Bea,3935fa5efe,steam seal,646,645,clean gear wash progress marker,109,110,-1 steam seal; +1 marker,True,True,True,True
1900,106,session-018,moss_ward,Fay,6a7b5adb25,reed bundle,648,647,copy root ledger progress marker,109,110,-1 reed bundle; +1 marker,True,True,True,True
1901,106,session-018,glass_harbor,Puck,c10ea1470a,glass bead,649,648,mark crossing rope progress marker,109,110,-1 glass bead; +1 marker,True,True,True,True
1902,106,session-018,cinder_garden,Wren,81aa359945,cool stone,645,644,shade seed rows progress marker,107,108,-1 cool stone; +1 marker,True,True,True,True
1903,106,session-018,lichen_bridge,Kio,ebef679159,lichen glue,644,643,weave spare rope progress marker,107,108,-1 lichen glue; +1 marker,True,True,True,True
1904,106,session-018,orchid_engine,Cai,2fe151eb17,valve grease,648,646,tend orchid lamp progress marker,107,108,-2 valve grease; +1 marker,True,True,True,True
1905,106,session-018,moss_ward,Milo,b03af16c10,dry clay,649,647,raise warm-cup shelf progress marker,109,111,-2 dry clay; +2 marker,True,True,True,True
1906,106,session-018,glass_harbor,Sera,768a4d2ad8,net fiber,646,645,relight public lamp progress marker,109,110,-1 net fiber; +1 marker,True,True,True,True
1907,106,session-018,cinder_garden,Juno,2b1e35e8a1,seed ink,643,642,sort ember fruit progress marker,109,110,-1 seed ink; +1 marker,True,True,True,True
1908,107,session-018,orchid_engine,Bea,a0d3597080,steam seal,645,643,tend orchid lamp progress marker,108,110,-2 steam seal; +2 marker,True,True,True,True
1909,107,session-018,moss_ward,Fay,72cfe9f03b,reed bundle,647,646,raise warm-cup shelf progress marker,111,112,-1 reed bundle; +1 marker,True,True,True,True
1910,107,session-018,glass_harbor,Puck,d99abac1ce,glass bead,648,647,relight public lamp progress marker,110,111,-1 glass bead; +1 marker,True,True,True,True
1911,107,session-018,cinder_garden,Wren,efccb1106a,cool stone,644,643,sort ember fruit progress marker,110,111,-1 cool stone; +1 marker,True,True,True,True
1912,107,session-018,lichen_bridge,Kio,096f63fbc9,lichen glue,643,642,mark signal bell progress marker,109,110,-1 lichen glue; +1 marker,True,True,True,True
1913,107,session-018,orchid_engine,Cai,7b17b6bca2,valve grease,646,645,stabilize steam kettle progress marker,107,108,-1 valve grease; +1 marker,True,True,True,True
1914,107,session-018,moss_ward,Milo,42164b006a,dry clay,647,646,drain rain path progress marker,108,109,-1 dry clay; +1 marker,True,True,True,True
1915,107,session-018,glass_harbor,Sera,b557cb5ab1,net fiber,645,643,mend fog net progress marker,109,111,-2 net fiber; +2 marker,True,True,True,True
1916,107,session-018,cinder_garden,Juno,f754fc777c,seed ink,642,641,cool ash path progress marker,110,111,-1 seed ink; +1 marker,True,True,True,True
1917,107,session-018,lichen_bridge,Luma,7017cc792d,rope fiber,646,645,repair meal ledger progress marker,110,111,-1 rope fiber; +1 marker,True,True,True,True
1918,107,session-018,orchid_engine,Dax,947f5c8b39,gear cloth,648,647,listen to valve pulse progress marker,110,111,-1 gear cloth; +1 marker,True,True,True,True
1919,107,session-018,moss_ward,Tala,f91d6085d8,moss cord,643,642,patch blanket loom progress marker,108,109,-1 moss cord; +1 marker,True,True,True,True
1920,107,session-018,glass_harbor,Nia,7d03d3d3f1,salt chalk,644,643,seal fog catcher progress marker,108,109,-1 salt chalk; +1 marker,True,True,True,True
1921,107,session-018,cinder_garden,Pax,2ac4db2919,shade reed,649,647,repair seed calendar progress marker,108,109,-2 shade reed; +1 marker,True,True,True,True
1922,107,session-018,lichen_bridge,Rin,b522b59c7e,bell tin,648,646,test rope bridge progress marker,109,111,-2 bell tin; +2 marker,True,True,True,True
1923,107,session-018,orchid_engine,Eli,e4ebf8a5c3,orchid oil,644,643,clean gear wash progress marker,110,111,-1 orchid oil; +1 marker,True,True,True,True
1924,107,session-018,moss_ward,Ari,acb2c21249,charcoal mark,642,641,copy root ledger progress marker,110,111,-1 charcoal mark; +1 marker,True,True,True,True
1925,107,session-018,glass_harbor,Oren,65ab173ea1,lamp oil,644,643,mark crossing rope progress marker,110,111,-1 lamp oil; +1 marker,True,True,True,True
1926,108,session-018,lichen_bridge,Luma,a72c4caf94,rope fiber,645,644,test rope bridge progress marker,111,112,-1 rope fiber; +1 marker,True,True,True,True
1927,108,session-018,orchid_engine,Dax,e5be4a3317,gear cloth,647,646,clean gear wash progress marker,111,112,-1 gear cloth; +1 marker,True,True,True,True
1928,108,session-018,moss_ward,Tala,ab7eb655b8,moss cord,642,641,copy root ledger progress marker,111,112,-1 moss cord; +1 marker,True,True,True,True
1929,108,session-018,glass_harbor,Nia,35100ce116,salt chalk,643,642,mark crossing rope progress marker,111,112,-1 salt chalk; +1 marker,True,True,True,True
1930,108,session-018,cinder_garden,Pax,cfb8cd3fed,shade reed,647,646,shade seed rows progress marker,108,109,-1 shade reed; +1 marker,True,True,True,True
1931,108,session-018,lichen_bridge,Rin,d21d02a5bc,bell tin,646,645,weave spare rope progress marker,108,109,-1 bell tin; +1 marker,True,True,True,True
1932,108,session-018,orchid_engine,Eli,3f711d3e3b,orchid oil,643,641,tend orchid lamp progress marker,110,112,-2 orchid oil; +2 marker,True,True,True,True
1933,108,session-018,moss_ward,Ari,808faa30ed,charcoal mark,641,640,raise warm-cup shelf progress marker,112,113,-1 charcoal mark; +1 marker,True,True,True,True
1934,108,session-018,glass_harbor,Oren,f949aa8fd3,lamp oil,643,642,relight public lamp progress marker,111,112,-1 lamp oil; +1 marker,True,True,True,True
1935,108,session-018,cinder_garden,Vale,6b0dbec2ed,ember basket,647,646,sort ember fruit progress marker,111,112,-1 ember basket; +1 marker,True,True,True,True
1936,108,session-018,lichen_bridge,Sol,910495b9ec,meal token,644,643,mark signal bell progress marker,110,111,-1 meal token; +1 marker,True,True,True,True
1937,108,session-018,orchid_engine,Bea,d5a5690d8e,steam seal,643,642,stabilize steam kettle progress marker,108,109,-1 steam seal; +1 marker,True,True,True,True
1938,108,session-018,moss_ward,Fay,9c82c8d116,reed bundle,646,644,drain rain path progress marker,109,110,-2 reed bundle; +1 marker,True,True,True,True
1939,108,session-018,glass_harbor,Puck,4a73f95e3d,glass bead,647,645,mend fog net progress marker,111,113,-2 glass bead; +2 marker,True,True,True,True
1940,108,session-018,cinder_garden,Wren,9ee5bba78b,cool stone,643,642,cool ash path progress marker,111,112,-1 cool stone; +1 marker,True,True,True,True
1941,108,session-018,lichen_bridge,Kio,1356a31e8d,lichen glue,642,641,repair meal ledger progress marker,111,112,-1 lichen glue; +1 marker,True,True,True,True
1942,108,session-018,orchid_engine,Cai,aa06bc447d,valve grease,645,644,listen to valve pulse progress marker,111,112,-1 valve grease; +1 marker,True,True,True,True
1943,108,session-018,moss_ward,Milo,214b5191fa,dry clay,646,645,patch blanket loom progress marker,109,110,-1 dry clay; +1 marker,True,True,True,True
1944,109,session-019,cinder_garden,Vale,58b08d67ce,ember basket,646,645,cool ash path progress marker,112,113,-1 ember basket; +1 marker,True,True,True,True
1945,109,session-019,lichen_bridge,Sol,6a6945c048,meal token,643,642,repair meal ledger progress marker,112,113,-1 meal token; +1 marker,True,True,True,True
1946,109,session-019,orchid_engine,Bea,1a39418cc8,steam seal,642,641,listen to valve pulse progress marker,112,113,-1 steam seal; +1 marker,True,True,True,True
1947,109,session-019,moss_ward,Fay,cbe617b6af,reed bundle,644,643,patch blanket loom progress marker,110,111,-1 reed bundle; +1 marker,True,True,True,True
1948,109,session-019,glass_harbor,Puck,19e61c2da4,glass bead,645,644,seal fog catcher progress marker,109,110,-1 glass bead; +1 marker,True,True,True,True
1949,109,session-019,cinder_garden,Wren,b1df32837e,cool stone,642,640,repair seed calendar progress marker,109,111,-2 cool stone; +2 marker,True,True,True,True
1950,109,session-019,lichen_bridge,Kio,0c14394478,lichen glue,641,640,test rope bridge progress marker,112,113,-1 lichen glue; +1 marker,True,True,True,True
1951,109,session-019,orchid_engine,Cai,80ecb7dbcd,valve grease,644,643,clean gear wash progress marker,112,113,-1 valve grease; +1 marker,True,True,True,True
1952,109,session-019,moss_ward,Milo,4f19e26857,dry clay,645,644,copy root ledger progress marker,112,113,-1 dry clay; +1 marker,True,True,True,True
1953,109,session-019,glass_harbor,Sera,ee1d01c438,net fiber,643,642,mark crossing rope progress marker,112,113,-1 net fiber; +1 marker,True,True,True,True
1954,109,session-019,cinder_garden,Juno,9c5554028b,seed ink,641,640,shade seed rows progress marker,109,110,-1 seed ink; +1 marker,True,True,True,True
1955,109,session-019,lichen_bridge,Luma,5fbf6bf7bd,rope fiber,644,642,weave spare rope progress marker,109,110,-2 rope fiber; +1 marker,True,True,True,True
1956,109,session-019,orchid_engine,Dax,8d36ca6708,gear cloth,646,644,tend orchid lamp progress marker,112,114,-2 gear cloth; +2 marker,True,True,True,True
1957,109,session-019,moss_ward,Tala,690cd7241e,moss cord,641,640,raise warm-cup shelf progress marker,113,114,-1 moss cord; +1 marker,True,True,True,True
1958,109,session-019,glass_harbor,Nia,24a6670b6c,salt chalk,642,641,relight public lamp progress marker,112,113,-1 salt chalk; +1 marker,True,True,True,True
1959,109,session-019,cinder_garden,Pax,9dfff354ca,shade reed,646,645,sort ember fruit progress marker,112,113,-1 shade reed; +1 marker,True,True,True,True
1960,109,session-019,lichen_bridge,Rin,48fc2b7680,bell tin,645,644,mark signal bell progress marker,111,112,-1 bell tin; +1 marker,True,True,True,True
1961,109,session-019,orchid_engine,Eli,86759406ca,orchid oil,641,640,stabilize steam kettle progress marker,109,110,-1 orchid oil; +1 marker,True,True,True,True
1962,110,session-019,glass_harbor,Sera,768a4d2ad8,net fiber,642,641,relight public lamp progress marker,113,114,-1 net fiber; +1 marker,True,True,True,True
1963,110,session-019,cinder_garden,Juno,2b1e35e8a1,seed ink,640,639,sort ember fruit progress marker,113,114,-1 seed ink; +1 marker,True,True,True,True
1964,110,session-019,lichen_bridge,Luma,450c18baea,rope fiber,642,641,mark signal bell progress marker,112,113,-1 rope fiber; +1 marker,True,True,True,True
1965,110,session-019,orchid_engine,Dax,363676d602,gear cloth,644,643,stabilize steam kettle progress marker,110,111,-1 gear cloth; +1 marker,True,True,True,True
1966,110,session-019,moss_ward,Tala,572744cec7,moss cord,640,638,drain rain path progress marker,110,112,-2 moss cord; +2 marker,True,True,True,True
1967,110,session-019,glass_harbor,Nia,2c46e6f05e,salt chalk,641,640,mend fog net progress marker,113,114,-1 salt chalk; +1 marker,True,True,True,True
1968,110,session-019,cinder_garden,Pax,1e5830ef22,shade reed,645,644,cool ash path progress marker,113,114,-1 shade reed; +1 marker,True,True,True,True
1969,110,session-019,lichen_bridge,Rin,9611f49c07,bell tin,644,643,repair meal ledger progress marker,113,114,-1 bell tin; +1 marker,True,True,True,True
1970,110,session-019,orchid_engine,Eli,a3b8dc6d55,orchid oil,640,639,listen to valve pulse progress marker,113,114,-1 orchid oil; +1 marker,True,True,True,True
1971,110,session-019,moss_ward,Ari,2378d81ec8,charcoal mark,640,639,patch blanket loom progress marker,111,112,-1 charcoal mark; +1 marker,True,True,True,True
1972,110,session-019,glass_harbor,Oren,d2b7153668,lamp oil,642,640,seal fog catcher progress marker,110,111,-2 lamp oil; +1 marker,True,True,True,True
1973,110,session-019,cinder_garden,Vale,b4da23a954,ember basket,645,643,repair seed calendar progress marker,111,113,-2 ember basket; +2 marker,True,True,True,True
1974,110,session-019,lichen_bridge,Sol,85cb036eb5,meal token,642,641,test rope bridge progress marker,113,114,-1 meal token; +1 marker,True,True,True,True
1975,110,session-019,orchid_engine,Bea,3935fa5efe,steam seal,641,640,clean gear wash progress marker,113,114,-1 steam seal; +1 marker,True,True,True,True
1976,110,session-019,moss_ward,Fay,6a7b5adb25,reed bundle,643,642,copy root ledger progress marker,113,114,-1 reed bundle; +1 marker,True,True,True,True
1977,110,session-019,glass_harbor,Puck,c10ea1470a,glass bead,644,643,mark crossing rope progress marker,113,114,-1 glass bead; +1 marker,True,True,True,True
1978,110,session-019,cinder_garden,Wren,81aa359945,cool stone,640,639,shade seed rows progress marker,110,111,-1 cool stone; +1 marker,True,True,True,True
1979,110,session-019,lichen_bridge,Kio,ebef679159,lichen glue,640,639,weave spare rope progress marker,110,111,-1 lichen glue; +1 marker,True,True,True,True
1980,111,session-019,moss_ward,Ari,acb2c21249,charcoal mark,639,638,copy root ledger progress marker,114,115,-1 charcoal mark; +1 marker,True,True,True,True
1981,111,session-019,glass_harbor,Oren,65ab173ea1,lamp oil,640,639,mark crossing rope progress marker,114,115,-1 lamp oil; +1 marker,True,True,True,True
1982,111,session-019,cinder_garden,Vale,7525471538,ember basket,643,642,shade seed rows progress marker,111,112,-1 ember basket; +1 marker,True,True,True,True
1983,111,session-019,lichen_bridge,Sol,032f2286f3,meal token,641,639,weave spare rope progress marker,111,113,-2 meal token; +2 marker,True,True,True,True
1984,111,session-019,orchid_engine,Bea,a0d3597080,steam seal,640,639,tend orchid lamp progress marker,114,115,-1 steam seal; +1 marker,True,True,True,True
1985,111,session-019,moss_ward,Fay,72cfe9f03b,reed bundle,642,641,raise warm-cup shelf progress marker,114,115,-1 reed bundle; +1 marker,True,True,True,True
1986,111,session-019,glass_harbor,Puck,d99abac1ce,glass bead,643,642,relight public lamp progress marker,114,115,-1 glass bead; +1 marker,True,True,True,True
1987,111,session-019,cinder_garden,Wren,efccb1106a,cool stone,639,638,sort ember fruit progress marker,114,115,-1 cool stone; +1 marker,True,True,True,True
1988,111,session-019,lichen_bridge,Kio,096f63fbc9,lichen glue,639,638,mark signal bell progress marker,113,114,-1 lichen glue; +1 marker,True,True,True,True
1989,111,session-019,orchid_engine,Cai,7b17b6bca2,valve grease,643,641,stabilize steam kettle progress marker,111,112,-2 valve grease; +1 marker,True,True,True,True
