tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_animation
447,38,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
448,38,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,flower-node,True
449,38,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
450,38,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
451,38,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
452,38,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
453,38,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
454,38,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
455,38,central_repair_ring,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
456,39,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
457,39,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
458,39,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
459,39,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
460,39,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,flower-node,True
461,39,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
462,39,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
463,39,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
464,39,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
465,39,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
466,39,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
467,39,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
468,40,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
469,40,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
470,40,archive_signal,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
471,40,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
472,40,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
473,40,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
474,40,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
475,40,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
476,40,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
477,40,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
478,40,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
479,40,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
480,41,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
481,41,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
482,41,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
483,41,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,open forward lean,animation-pulse,True
484,41,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,flower-node,True
485,41,central_repair_ring,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
486,41,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
487,41,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
488,41,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
489,41,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
490,41,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
491,41,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
492,42,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
493,42,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
494,42,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
495,42,orchard_riverbend,idle route poses,map room hum,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
496,42,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,flower-node,True
497,42,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
498,42,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
499,42,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
500,42,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,cool shared-session air,dry floor,route-board reach,flower-node,True
501,42,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
502,42,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
503,42,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,relieved reset stance,animation-pulse,True
504,43,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
505,43,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
506,43,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
507,43,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
508,43,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,flower-node,True
509,43,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
510,43,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
511,43,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
512,43,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,listening tilt,flower-node,True
513,43,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
514,43,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
515,43,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
516,44,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,flower-node,True
517,44,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
518,44,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
519,44,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,ambient-rate,True
520,44,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,flower-node,True
521,44,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,ambient-rate,True
522,44,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
523,44,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
524,44,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,route-board reach,flower-node,True
525,44,orchard_riverbend,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
526,44,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
527,44,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,ambient-rate,True
528,45,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,flower-node,True
529,45,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
530,45,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
531,45,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
532,45,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
533,45,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
534,45,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
535,45,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
536,45,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,open forward lean,flower-node,True
537,45,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
538,45,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
539,45,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
540,46,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
541,46,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
542,46,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
543,46,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
544,46,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
545,46,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
546,46,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
547,46,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
548,46,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
549,46,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
550,46,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
551,46,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,relieved reset stance,animation-pulse,True
552,47,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
553,47,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
554,47,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
555,47,orchard_riverbend,idle route poses,map room hum,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
556,47,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
557,47,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
558,47,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
559,47,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
560,47,signal_orchard,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,relieved reset stance,flower-node,True
561,47,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
562,47,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
563,47,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,relieved reset stance,animation-pulse,True
564,48,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
565,48,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
566,48,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
567,48,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,ambient-rate,True
568,48,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,flower-node,True
569,48,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
570,48,archive_signal,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
571,48,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
572,48,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,listening tilt,flower-node,True
573,48,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
574,48,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
575,48,roofward_archive,idle route poses,map room hum,warm wire,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
576,49,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
577,49,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
578,49,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
579,49,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,cool shared-session air,dry floor,careful pointing,animation-pulse,True
580,49,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,flower-node,True
581,49,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
582,49,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
583,49,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
584,49,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,flower-node,True
585,49,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
586,49,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
587,49,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
588,50,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
589,50,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
590,50,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
591,50,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,careful pointing,animation-pulse,True
592,50,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
593,50,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
594,50,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
595,50,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
596,50,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,cool shared-session air,damp route cue,relieved reset stance,flower-node,True
597,50,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
598,50,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
599,50,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
600,51,archive_signal,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
601,51,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
602,51,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
603,51,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,careful pointing,animation-pulse,True
604,51,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,flower-node,True
605,51,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
606,51,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
607,51,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
608,51,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,guarded crossed arms,flower-node,True
609,51,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
610,51,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
611,51,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
612,52,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,flower-node,True
613,52,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
614,52,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
615,52,central_repair_ring,idle route poses,map room hum,warm wire,cool shared-session air,dry floor,careful pointing,animation-pulse,True
616,52,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,flower-node,True
617,52,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,ambient-rate,True
618,52,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
619,52,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
620,52,orchard_riverbend,idle route poses,map room hum,wet wood,cool shared-session air,damp route cue,relieved reset stance,flower-node,True
621,52,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
622,52,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
623,52,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,open forward lean,animation-pulse,True
624,53,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,flower-node,True
625,53,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
626,53,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
627,53,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,careful pointing,animation-pulse,True
628,53,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,flower-node,True
629,53,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
630,53,archive_signal,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
631,53,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
632,53,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,careful pointing,flower-node,True
633,53,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
634,53,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
635,53,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,cool shared-session air,dry floor,route-board reach,animation-pulse,True
636,54,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
637,54,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
638,54,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
639,54,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,cool shared-session air,damp route cue,careful pointing,animation-pulse,True
640,54,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,flower-node,True
641,54,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
642,54,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
643,54,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
644,54,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
645,54,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,animation-pulse,True
646,54,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
647,54,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
648,55,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
649,55,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
650,55,central_repair_ring,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
651,55,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,route-board reach,animation-pulse,True
652,55,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
653,55,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
654,55,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
655,55,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
656,55,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
657,55,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
658,55,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
659,55,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
660,56,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,relieved reset stance,flower-node,True
661,56,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
662,56,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
663,56,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
664,56,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
665,56,archive_signal,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
666,56,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
667,56,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
668,56,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,flower-node,True
669,56,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
