tick,day,lineage,agent,public_state,avatar_state,sleep_panel,rehearsal_panel,reentry_panel,welfare_panel,sensory_marker,private_trace_visible,local_storage_key,trace_integrity_token
116,20,Routeline,Keth,day 20: Keth recovered; avatar=present_passive; weather=orchard mild,avatar present/passive; sleep routines remain agent-led,Keth wakes recovered; interruptions=0; avatar=present_passive.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=297.4,False,ssrm251_browser_world_v11_sleep_reentry,93b482a627cfc530c3
117,20,Marketline,Melo,day 20: Melo recovered; avatar=present_passive; weather=orchard mild,avatar present/passive; sleep routines remain agent-led,Melo wakes recovered; interruptions=0; avatar=present_passive.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=306.7,False,ssrm251_browser_world_v11_sleep_reentry,aa6b10336a2fdbf769
118,20,Ledgerline,Nari,day 20: Nari recovered; avatar=present_passive; weather=orchard mild,avatar present/passive; sleep routines remain agent-led,Nari wakes recovered; interruptions=0; avatar=present_passive.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=294.0,False,ssrm251_browser_world_v11_sleep_reentry,c7921c7eba65486767
119,20,Orchardline,Ori,day 20: Ori recovered; avatar=present_passive; weather=orchard mild,avatar present/passive; sleep routines remain agent-led,Ori wakes recovered; interruptions=0; avatar=present_passive.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=304.6,False,ssrm251_browser_world_v11_sleep_reentry,d4b999e600b728a891
120,20,Rainline,Vonn,day 20: Vonn recovered; avatar=present_passive; weather=orchard mild,avatar present/passive; sleep routines remain agent-led,Vonn wakes recovered; interruptions=0; avatar=present_passive.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=295.9,False,ssrm251_browser_world_v11_sleep_reentry,90be64368360741b87
121,21,Hearthline,Sova,day 21: Sova recovered; avatar=idle_nearby; weather=storm edge,avatar present/passive; sleep routines remain agent-led,Sova wakes recovered; interruptions=1; avatar=idle_nearby.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=79.3,False,ssrm251_browser_world_v11_sleep_reentry,01c979fe383406303a
122,21,Routeline,Keth,day 21: Keth recovered; avatar=idle_nearby; weather=storm edge,avatar present/passive; sleep routines remain agent-led,Keth wakes recovered; interruptions=1; avatar=idle_nearby.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=74.9,False,ssrm251_browser_world_v11_sleep_reentry,4566a6e3a4b23f3341
123,21,Marketline,Melo,day 21: Melo recovered; avatar=idle_nearby; weather=storm edge,avatar present/passive; sleep routines remain agent-led,Melo wakes recovered; interruptions=1; avatar=idle_nearby.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=84.2,False,ssrm251_browser_world_v11_sleep_reentry,56ff4305a48f9c0f21
124,21,Ledgerline,Nari,day 21: Nari recovered; avatar=idle_nearby; weather=storm edge,avatar present/passive; sleep routines remain agent-led,Nari wakes recovered; interruptions=1; avatar=idle_nearby.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=71.5,False,ssrm251_browser_world_v11_sleep_reentry,a7e8f594f26b90bca5
125,21,Orchardline,Ori,day 21: Ori recovered; avatar=idle_nearby; weather=storm edge,avatar present/passive; sleep routines remain agent-led,Ori wakes recovered; interruptions=1; avatar=idle_nearby.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=82.1,False,ssrm251_browser_world_v11_sleep_reentry,355eabbc9e0608c6e0
126,21,Rainline,Vonn,day 21: Vonn recovered; avatar=idle_nearby; weather=storm edge,avatar present/passive; sleep routines remain agent-led,Vonn wakes recovered; interruptions=1; avatar=idle_nearby.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=73.4,False,ssrm251_browser_world_v11_sleep_reentry,69a3020fa5278f874f
127,22,Hearthline,Sova,day 22: Sova recovered; avatar=idle_nearby; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Sova wakes recovered; interruptions=0; avatar=idle_nearby.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=216.8,False,ssrm251_browser_world_v11_sleep_reentry,6bca16581a4602280d
128,22,Routeline,Keth,day 22: Keth recovered; avatar=idle_nearby; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Keth wakes recovered; interruptions=0; avatar=idle_nearby.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=212.4,False,ssrm251_browser_world_v11_sleep_reentry,59bbc27da9035301fd
129,22,Marketline,Melo,day 22: Melo recovered; avatar=idle_nearby; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Melo wakes recovered; interruptions=0; avatar=idle_nearby.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=221.7,False,ssrm251_browser_world_v11_sleep_reentry,a318cfea85fb18b9b3
130,22,Ledgerline,Nari,day 22: Nari recovered; avatar=idle_nearby; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Nari wakes recovered; interruptions=0; avatar=idle_nearby.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=209.0,False,ssrm251_browser_world_v11_sleep_reentry,c5d5fc2d46b691a1eb
131,22,Orchardline,Ori,day 22: Ori recovered; avatar=idle_nearby; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Ori wakes recovered; interruptions=0; avatar=idle_nearby.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=219.6,False,ssrm251_browser_world_v11_sleep_reentry,03e5bbea9b271a80a6
132,22,Rainline,Vonn,day 22: Vonn recovered; avatar=idle_nearby; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Vonn wakes recovered; interruptions=0; avatar=idle_nearby.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=210.9,False,ssrm251_browser_world_v11_sleep_reentry,dd13347be78ceb51b7
133,23,Hearthline,Sova,day 23: Sova recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Sova wakes recovered; interruptions=1; avatar=idle_nearby.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=354.3,False,ssrm251_browser_world_v11_sleep_reentry,2c4346b67c00a6b832
134,23,Routeline,Keth,day 23: Keth recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Keth wakes recovered; interruptions=1; avatar=idle_nearby.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=349.9,False,ssrm251_browser_world_v11_sleep_reentry,53ff4b89e044f92858
135,23,Marketline,Melo,day 23: Melo recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Melo wakes recovered; interruptions=1; avatar=idle_nearby.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=359.2,False,ssrm251_browser_world_v11_sleep_reentry,f740f8d5fa8047ec07
136,23,Ledgerline,Nari,day 23: Nari recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Nari wakes recovered; interruptions=1; avatar=idle_nearby.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=346.5,False,ssrm251_browser_world_v11_sleep_reentry,d3b80ad90b75304e8a
137,23,Orchardline,Ori,day 23: Ori recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Ori wakes recovered; interruptions=1; avatar=idle_nearby.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=357.1,False,ssrm251_browser_world_v11_sleep_reentry,d7f788c0c228405583
138,23,Rainline,Vonn,day 23: Vonn recovered; avatar=idle_nearby; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Vonn wakes recovered; interruptions=1; avatar=idle_nearby.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=idle_nearby.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=348.4,False,ssrm251_browser_world_v11_sleep_reentry,081e81faf9330084b1
139,24,Hearthline,Sova,day 24: Sova recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.19; flower=131.8,False,ssrm251_browser_world_v11_sleep_reentry,1f5ae82085f6dc0322
140,24,Routeline,Keth,day 24: Keth recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.19; flower=127.5,False,ssrm251_browser_world_v11_sleep_reentry,35b19325efca4d5a02
141,24,Marketline,Melo,day 24: Melo recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.19; flower=136.8,False,ssrm251_browser_world_v11_sleep_reentry,4cfdf755ba2397008a
142,24,Ledgerline,Nari,day 24: Nari recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.19; flower=124.0,False,ssrm251_browser_world_v11_sleep_reentry,6c5f8a44b7dbabacb6
143,24,Orchardline,Ori,day 24: Ori recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.19; flower=134.6,False,ssrm251_browser_world_v11_sleep_reentry,80725da53fd35a61cd
144,24,Rainline,Vonn,day 24: Vonn recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.19; flower=125.9,False,ssrm251_browser_world_v11_sleep_reentry,0d19bb5173676fb417
145,25,Hearthline,Sova,day 25: Sova recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.22; flower=269.3,False,ssrm251_browser_world_v11_sleep_reentry,5fb0b3f4501619f775
146,25,Routeline,Keth,day 25: Keth recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.22; flower=265.0,False,ssrm251_browser_world_v11_sleep_reentry,b8d9ef582f71d87288
147,25,Marketline,Melo,day 25: Melo recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.22; flower=274.3,False,ssrm251_browser_world_v11_sleep_reentry,99f5bea9802173e327
148,25,Ledgerline,Nari,day 25: Nari recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.22; flower=261.6,False,ssrm251_browser_world_v11_sleep_reentry,46cb98d90376489d3d
149,25,Orchardline,Ori,day 25: Ori recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.22; flower=272.1,False,ssrm251_browser_world_v11_sleep_reentry,28fac0ab90dde986ea
150,25,Rainline,Vonn,day 25: Vonn recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.22; flower=263.4,False,ssrm251_browser_world_v11_sleep_reentry,d8483386f27d582e57
151,26,Hearthline,Sova,day 26: Sova recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.25; flower=46.8,False,ssrm251_browser_world_v11_sleep_reentry,808e375fb556e7eebb
152,26,Routeline,Keth,day 26: Keth recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.25; flower=42.5,False,ssrm251_browser_world_v11_sleep_reentry,52f5d44593a1eef1fc
153,26,Marketline,Melo,day 26: Melo recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.25; flower=51.8,False,ssrm251_browser_world_v11_sleep_reentry,d82b3b5270d389b36d
154,26,Ledgerline,Nari,day 26: Nari recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.25; flower=39.1,False,ssrm251_browser_world_v11_sleep_reentry,bc0884320a244e61b3
155,26,Orchardline,Ori,day 26: Ori recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.25; flower=49.6,False,ssrm251_browser_world_v11_sleep_reentry,47e2f0d45ae1bcbd32
156,26,Rainline,Vonn,day 26: Vonn recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.25; flower=40.9,False,ssrm251_browser_world_v11_sleep_reentry,21d9f33c911345504d
157,27,Hearthline,Sova,day 27: Sova recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.28; flower=184.3,False,ssrm251_browser_world_v11_sleep_reentry,8ebfd5267213111075
158,27,Routeline,Keth,day 27: Keth recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.28; flower=180.0,False,ssrm251_browser_world_v11_sleep_reentry,943b395a50b9c1e8ca
159,27,Marketline,Melo,day 27: Melo recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.28; flower=189.3,False,ssrm251_browser_world_v11_sleep_reentry,7ec6b04fda3ac8f965
160,27,Ledgerline,Nari,day 27: Nari recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.28; flower=176.6,False,ssrm251_browser_world_v11_sleep_reentry,8ce27ec2d2ac76f929
161,27,Orchardline,Ori,day 27: Ori recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.28; flower=187.1,False,ssrm251_browser_world_v11_sleep_reentry,cc110ddf8af36d72df
162,27,Rainline,Vonn,day 27: Vonn recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.28; flower=178.4,False,ssrm251_browser_world_v11_sleep_reentry,d95d2e428ee3fa7b63
163,28,Hearthline,Sova,day 28: Sova recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=1; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.31; flower=321.8,False,ssrm251_browser_world_v11_sleep_reentry,e66b3a2d3110b0b4a1
164,28,Routeline,Keth,day 28: Keth recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=1; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.31; flower=317.5,False,ssrm251_browser_world_v11_sleep_reentry,a89e4bfa3c6608fca8
165,28,Marketline,Melo,day 28: Melo recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=1; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.31; flower=326.8,False,ssrm251_browser_world_v11_sleep_reentry,96f13c929a42593131
166,28,Ledgerline,Nari,day 28: Nari recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=1; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.31; flower=314.1,False,ssrm251_browser_world_v11_sleep_reentry,59e13f21a2e13d24ba
167,28,Orchardline,Ori,day 28: Ori recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=1; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.31; flower=324.6,False,ssrm251_browser_world_v11_sleep_reentry,c40fb76c2c04598685
168,28,Rainline,Vonn,day 28: Vonn recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=1; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.31; flower=315.9,False,ssrm251_browser_world_v11_sleep_reentry,d8be218d708bf08862
169,29,Hearthline,Sova,day 29: Sova recovered; avatar=reentry; weather=clear cold,avatar re-enters through public summary,Sova wakes recovered; interruptions=1; avatar=reentry.,"Sova rehearsed a public plan, not private workspace content.",accepts public summary and reopens routine,Sova sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=99.3,False,ssrm251_browser_world_v11_sleep_reentry,25df3f0dc1d09531a3
170,29,Routeline,Keth,day 29: Keth recovered; avatar=reentry; weather=clear cold,avatar re-enters through public summary,Keth wakes recovered; interruptions=0; avatar=reentry.,"Keth rehearsed a public plan, not private workspace content.",accepts public summary and reopens routine,Keth sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=95.0,False,ssrm251_browser_world_v11_sleep_reentry,7821b17f081f042245
171,29,Marketline,Melo,day 29: Melo recovered; avatar=reentry; weather=clear cold,avatar re-enters through public summary,Melo wakes recovered; interruptions=0; avatar=reentry.,"Melo rehearsed a public plan, not private workspace content.",accepts public summary and reopens routine,Melo sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=104.3,False,ssrm251_browser_world_v11_sleep_reentry,63bff41c1b2015d727
172,29,Ledgerline,Nari,day 29: Nari recovered; avatar=reentry; weather=clear cold,avatar re-enters through public summary,Nari wakes recovered; interruptions=1; avatar=reentry.,"Nari rehearsed a public plan, not private workspace content.",accepts public summary and reopens routine,Nari sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=91.6,False,ssrm251_browser_world_v11_sleep_reentry,c95015465bed12a993
173,29,Orchardline,Ori,day 29: Ori recovered; avatar=reentry; weather=clear cold,avatar re-enters through public summary,Ori wakes recovered; interruptions=0; avatar=reentry.,"Ori rehearsed a public plan, not private workspace content.",accepts public summary and reopens routine,Ori sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=102.1,False,ssrm251_browser_world_v11_sleep_reentry,880ef49ca013458c9d
