tick_id,day,agent,region_id,routine_before,routine_after,trigger,routine_changed,later_visible,rollback_option
635,40,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
636,40,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
637,40,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
638,40,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
639,40,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
640,41,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
641,41,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
642,41,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
643,41,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
644,41,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
645,41,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
646,41,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
647,41,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
648,41,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
649,41,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
650,41,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
651,41,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
652,41,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
653,41,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
654,41,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
655,41,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
656,42,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
657,42,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
658,42,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
659,42,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
660,42,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
661,42,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
662,42,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
663,42,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
664,42,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
665,42,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
666,42,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
667,42,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
668,42,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
669,42,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
670,42,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
671,42,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
672,43,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
673,43,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
674,43,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
675,43,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
676,43,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
677,43,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
678,43,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
679,43,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
680,43,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
681,43,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
682,43,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
683,43,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
684,43,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
685,43,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
686,43,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
687,43,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
688,44,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
689,44,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
690,44,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
691,44,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
692,44,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
693,44,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
694,44,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
695,44,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
696,44,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
697,44,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
698,44,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
699,44,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
700,44,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
701,44,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
702,44,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
703,44,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
704,45,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
705,45,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
706,45,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
707,45,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
708,45,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
709,45,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
710,45,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
711,45,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
712,45,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
713,45,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
714,45,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
715,45,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
716,45,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
717,45,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
718,45,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
719,45,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
720,46,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
721,46,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
722,46,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
723,46,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
724,46,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
725,46,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
726,46,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
727,46,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
728,46,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
729,46,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
730,46,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
731,46,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
732,46,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
733,46,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
734,46,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
735,46,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
736,47,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
737,47,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
738,47,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
739,47,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
740,47,Nia,archive_quarter,weather notices,regional weather notices with Sera,collapse fallback,False,True,fallback to household route if collapse returns
741,47,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
742,47,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
743,47,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
744,47,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
745,47,Nia,archive_quarter,weather notices,regional weather notices with Sera,collapse fallback,False,True,fallback to household route if collapse returns
746,47,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
747,47,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
748,47,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
749,47,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
750,47,Nia,archive_quarter,weather notices,regional weather notices with Sera,collapse fallback,False,True,fallback to household route if collapse returns
751,47,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
752,48,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
753,48,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
754,48,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
755,48,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
756,48,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
757,48,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
758,48,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
759,48,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
760,48,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
761,48,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
762,48,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
763,48,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
764,48,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
765,48,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
766,48,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
767,48,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
768,49,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
769,49,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
770,49,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
771,49,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
772,49,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
773,49,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
774,49,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
775,49,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
776,49,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
777,49,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
778,49,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
779,49,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
780,49,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
781,49,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
782,49,Ari,riverbend,market crossing,regional market crossing with Toma,supply route blocked,False,True,fallback to household route if collapse returns
783,49,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,seasonal migration,False,True,fallback to household route if collapse returns
784,50,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
785,50,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
786,50,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
787,50,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
788,50,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
789,50,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
790,50,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
791,50,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
792,50,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
793,50,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
794,50,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
795,50,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
796,50,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
797,50,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
798,50,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
799,50,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
800,51,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
801,51,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
802,51,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
803,51,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
804,51,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
805,51,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
806,51,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
807,51,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
808,51,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
809,51,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
810,51,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
811,51,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
812,51,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
813,51,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
814,51,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
815,51,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
816,52,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
817,52,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
818,52,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
819,52,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
820,52,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
821,52,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
822,52,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
823,52,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
824,52,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
825,52,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
826,52,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
827,52,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
828,52,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
829,52,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
830,52,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
831,52,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
832,53,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
833,53,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
834,53,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
835,53,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
836,53,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
837,53,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
838,53,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
839,53,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
840,53,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
841,53,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
842,53,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
843,53,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
844,53,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
845,53,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
846,53,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
847,53,Ari,riverbend,market crossing,regional market crossing with Toma,seasonal migration,False,True,fallback to household route if collapse returns
848,54,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
849,54,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
850,54,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
851,54,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
852,54,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
853,54,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
854,54,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
855,54,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
856,54,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
857,54,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
858,54,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
859,54,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
860,54,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
861,54,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
862,54,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
863,54,Nia,archive_quarter,weather notices,regional weather notices with Sera,seasonal migration,False,True,fallback to household route if collapse returns
864,55,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
865,55,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
866,55,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
867,55,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
868,55,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
869,55,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
870,55,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
871,55,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
872,55,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
873,55,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
874,55,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
875,55,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,none,False,True,fallback to household route if collapse returns
876,55,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
877,55,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
878,55,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
879,55,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,seasonal migration,False,True,fallback to household route if collapse returns
880,56,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
881,56,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
882,56,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
883,56,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
884,56,Milo,signal_ridge,dusk signals,regional dusk signals with Ren,none,False,True,fallback to household route if collapse returns
885,56,Ivo,orchard_fen,seasonal planting,regional seasonal planting with Mara,seasonal migration,False,True,fallback to household route if collapse returns
886,56,Ari,riverbend,market crossing,regional market crossing with Toma,none,False,True,fallback to household route if collapse returns
887,56,Fay,roofward,greenhouse tending,regional greenhouse tending with Lio,none,False,True,fallback to household route if collapse returns
888,56,Nia,archive_quarter,weather notices,regional weather notices with Sera,none,False,True,fallback to household route if collapse returns
