tick_id,day,tick,route_id,speaker,listener,dialogue_choice_id,choice_label,selected,choice_valid,consequence_kind,public_text,private_workspace_sealed,visible_choice_button
341,25,5,signal_orchard,Ivo,Milo,choice:signal_orchard:25:5:Ivo,ask to merge detour,False,False,none,none,True,False
342,25,6,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:25:6:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
343,25,7,central_repair_ring,Pax,Juno,choice:central_repair_ring:25:7:Pax,ask to keep direct route,False,False,none,none,True,False
344,25,8,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:25:8:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
345,25,9,roofward_archive,Nia,Fay,choice:roofward_archive:25:9:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
346,25,10,archive_signal,Nia,Milo,choice:archive_signal:25:10:Nia,ask to keep direct route,False,False,none,none,True,False
347,25,11,signal_orchard,Ivo,Milo,choice:signal_orchard:25:11:Ivo,ask to merge detour,False,False,none,none,True,False
348,25,12,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:25:12:Ivo,ask to merge detour,False,False,none,none,True,True
349,25,13,central_repair_ring,Pax,Juno,choice:central_repair_ring:25:13:Pax,ask to keep direct route,False,False,none,none,True,False
350,26,0,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:26:0:Ari,ask to keep direct route,False,False,none,none,True,False
351,26,1,roofward_archive,Nia,Fay,choice:roofward_archive:26:1:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
352,26,2,archive_signal,Nia,Milo,choice:archive_signal:26:2:Nia,ask to merge detour,False,False,none,none,True,False
353,26,3,signal_orchard,Ivo,Milo,choice:signal_orchard:26:3:Ivo,ask to merge detour,False,False,none,none,True,False
354,26,4,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:26:4:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose market plank route for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
355,26,5,central_repair_ring,Pax,Juno,choice:central_repair_ring:26:5:Pax,ask to keep direct route,False,False,none,none,True,False
356,26,6,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:26:6:Ari,ask to keep direct route,False,False,none,none,True,False
357,26,7,roofward_archive,Nia,Fay,choice:roofward_archive:26:7:Nia,ask to keep direct route,False,False,none,none,True,False
358,26,8,archive_signal,Nia,Milo,choice:archive_signal:26:8:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
359,26,9,signal_orchard,Ivo,Milo,choice:signal_orchard:26:9:Ivo,ask to merge detour,False,False,none,none,True,False
360,26,10,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:26:10:Ivo,ask to keep direct route,False,False,none,none,True,False
361,26,11,central_repair_ring,Pax,Juno,choice:central_repair_ring:26:11:Pax,ask to keep direct route,False,False,none,none,True,False
362,26,12,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:26:12:Ari,ask to merge detour,True,True,support_detour,"Ari: I saw the avatar choose orchard ridge detour for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
363,26,13,roofward_archive,Nia,Fay,choice:roofward_archive:26:13:Nia,ask to keep direct route,False,False,none,none,True,False
364,27,0,archive_signal,Nia,Milo,choice:archive_signal:27:0:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
365,27,1,signal_orchard,Ivo,Milo,choice:signal_orchard:27:1:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose river lantern loop for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
366,27,2,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:27:2:Ivo,ask to merge detour,False,False,none,none,True,False
367,27,3,central_repair_ring,Pax,Juno,choice:central_repair_ring:27:3:Pax,ask to keep direct route,True,True,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
368,27,4,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:27:4:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
369,27,5,roofward_archive,Nia,Fay,choice:roofward_archive:27:5:Nia,ask to keep direct route,False,False,none,none,True,False
370,27,6,archive_signal,Nia,Milo,choice:archive_signal:27:6:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
371,27,7,signal_orchard,Ivo,Milo,choice:signal_orchard:27:7:Ivo,ask to keep direct route,False,False,none,none,True,False
372,27,8,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:27:8:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
373,27,9,central_repair_ring,Pax,Juno,choice:central_repair_ring:27:9:Pax,ask to keep direct route,True,True,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
374,27,10,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:27:10:Ari,ask to keep direct route,False,False,none,none,True,False
375,27,11,roofward_archive,Nia,Fay,choice:roofward_archive:27:11:Nia,ask to keep direct route,False,False,none,none,True,False
376,27,12,archive_signal,Nia,Milo,choice:archive_signal:27:12:Nia,ask to merge detour,True,True,support_detour,"Nia: I saw the avatar choose stone kiosk path for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
377,27,13,signal_orchard,Ivo,Milo,choice:signal_orchard:27:13:Ivo,ask to keep direct route,False,False,none,none,True,False
378,28,0,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:28:0:Ivo,ask to keep direct route,False,False,none,none,True,False
379,28,1,central_repair_ring,Pax,Juno,choice:central_repair_ring:28:1:Pax,ask to keep direct route,True,True,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
380,28,2,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:28:2:Ari,ask to keep direct route,False,False,none,none,True,False
381,28,3,roofward_archive,Nia,Fay,choice:roofward_archive:28:3:Nia,ask to keep direct route,False,False,none,none,True,False
382,28,4,archive_signal,Nia,Milo,choice:archive_signal:28:4:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
383,28,5,signal_orchard,Ivo,Milo,choice:signal_orchard:28:5:Ivo,ask to keep direct route,False,False,none,none,True,False
384,28,6,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:28:6:Ivo,ask to keep direct route,False,False,none,none,True,False
385,28,7,central_repair_ring,Pax,Juno,choice:central_repair_ring:28:7:Pax,ask to keep direct route,False,False,none,none,True,False
386,28,8,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:28:8:Ari,ask to merge detour,True,True,support_detour,"Ari: I saw the avatar choose orchard ridge detour for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
387,28,9,roofward_archive,Nia,Fay,choice:roofward_archive:28:9:Nia,ask to keep direct route,False,False,none,none,True,False
388,28,10,archive_signal,Nia,Milo,choice:archive_signal:28:10:Nia,ask to keep direct route,False,False,none,none,True,False
389,28,11,signal_orchard,Ivo,Milo,choice:signal_orchard:28:11:Ivo,ask to keep direct route,False,False,none,none,True,False
390,28,12,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:28:12:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose market plank route for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
391,28,13,central_repair_ring,Pax,Juno,choice:central_repair_ring:28:13:Pax,ask to keep direct route,False,False,none,none,True,False
392,29,0,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:29:0:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
393,29,1,roofward_archive,Nia,Fay,choice:roofward_archive:29:1:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
394,29,2,archive_signal,Nia,Milo,choice:archive_signal:29:2:Nia,ask to merge detour,False,False,none,none,True,False
395,29,3,signal_orchard,Ivo,Milo,choice:signal_orchard:29:3:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
396,29,4,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:29:4:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
397,29,5,central_repair_ring,Pax,Juno,choice:central_repair_ring:29:5:Pax,ask to keep direct route,False,False,none,none,True,False
398,29,6,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:29:6:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose river ford for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
399,29,7,roofward_archive,Nia,Fay,choice:roofward_archive:29:7:Nia,ask to keep direct route,False,False,none,none,True,False
400,29,8,archive_signal,Nia,Milo,choice:archive_signal:29:8:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
401,29,9,signal_orchard,Ivo,Milo,choice:signal_orchard:29:9:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Milo, can we agree on the recovery branch?",True,True
402,29,10,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:29:10:Ivo,ask to keep direct route,False,False,none,none,True,False
403,29,11,central_repair_ring,Pax,Juno,choice:central_repair_ring:29:11:Pax,ask to keep direct route,False,False,none,none,True,False
404,29,12,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:29:12:Ari,ask to merge detour,True,True,support_detour,"Ari: I saw the avatar choose orchard ridge detour for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
405,29,13,roofward_archive,Nia,Fay,choice:roofward_archive:29:13:Nia,ask to keep direct route,False,False,none,none,True,False
406,30,0,signal_orchard,Milo,Ivo,choice:signal_orchard:30:0:Milo,ask to keep direct route,False,False,none,none,True,False
407,30,1,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:30:1:Ari,ask to merge detour,True,True,support_detour,"Ari: I saw the avatar choose market plank route for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
408,30,2,central_repair_ring,Juno,Pax,choice:central_repair_ring:30:2:Juno,ask to keep direct route,False,False,none,none,True,False
409,30,3,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:30:3:Fay,ask to keep direct route,False,False,none,none,True,False
410,30,4,roofward_archive,Fay,Nia,choice:roofward_archive:30:4:Fay,ask to keep direct route,True,False,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
411,30,5,archive_signal,Milo,Nia,choice:archive_signal:30:5:Milo,ask to keep direct route,False,False,none,none,True,False
412,30,6,signal_orchard,Milo,Ivo,choice:signal_orchard:30:6:Milo,ask to keep direct route,False,False,none,none,True,False
413,30,7,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:30:7:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
414,30,8,central_repair_ring,Juno,Pax,choice:central_repair_ring:30:8:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
415,30,9,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:30:9:Fay,ask to keep direct route,False,False,none,none,True,False
416,30,10,roofward_archive,Fay,Nia,choice:roofward_archive:30:10:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
417,30,11,archive_signal,Milo,Nia,choice:archive_signal:30:11:Milo,ask to keep direct route,False,False,none,none,True,False
418,30,12,signal_orchard,Milo,Ivo,choice:signal_orchard:30:12:Milo,ask to merge detour,True,True,support_detour,"Milo: I saw the avatar choose river lantern loop for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
419,30,13,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:30:13:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
420,31,0,central_repair_ring,Juno,Pax,choice:central_repair_ring:31:0:Juno,ask to keep direct route,False,False,none,none,True,False
421,31,1,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:31:1:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
422,31,2,roofward_archive,Fay,Nia,choice:roofward_archive:31:2:Fay,ask to merge detour,False,False,none,none,True,False
423,31,3,archive_signal,Milo,Nia,choice:archive_signal:31:3:Milo,ask to keep direct route,False,False,none,none,True,False
424,31,4,signal_orchard,Milo,Ivo,choice:signal_orchard:31:4:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
425,31,5,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:31:5:Ari,ask to keep direct route,False,False,none,none,True,False
426,31,6,central_repair_ring,Juno,Pax,choice:central_repair_ring:31:6:Juno,ask to keep direct route,False,False,none,none,True,False
427,31,7,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:31:7:Fay,ask to keep direct route,False,False,none,none,True,False
428,31,8,roofward_archive,Fay,Nia,choice:roofward_archive:31:8:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
429,31,9,archive_signal,Milo,Nia,choice:archive_signal:31:9:Milo,ask to keep direct route,False,False,none,none,True,False
430,31,10,signal_orchard,Milo,Ivo,choice:signal_orchard:31:10:Milo,ask to keep direct route,False,False,none,none,True,False
431,31,11,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:31:11:Ari,ask to keep direct route,False,False,none,none,True,False
432,31,12,central_repair_ring,Juno,Pax,choice:central_repair_ring:31:12:Juno,ask to merge detour,True,True,support_detour,"Juno: I saw the avatar choose outer bell path for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
433,31,13,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:31:13:Fay,ask to keep direct route,False,False,none,none,True,False
434,32,0,roofward_archive,Fay,Nia,choice:roofward_archive:32:0:Fay,ask to keep direct route,False,False,none,none,True,False
435,32,1,archive_signal,Milo,Nia,choice:archive_signal:32:1:Milo,ask to keep direct route,False,False,none,none,True,True
436,32,2,signal_orchard,Milo,Ivo,choice:signal_orchard:32:2:Milo,ask to merge detour,False,False,none,none,True,False
437,32,3,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:32:3:Ari,ask to keep direct route,False,False,none,none,True,False
438,32,4,central_repair_ring,Juno,Pax,choice:central_repair_ring:32:4:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
439,32,5,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:32:5:Fay,ask to keep direct route,False,False,none,none,True,False
440,32,6,roofward_archive,Fay,Nia,choice:roofward_archive:32:6:Fay,ask to keep direct route,False,False,none,none,True,False
441,32,7,archive_signal,Milo,Nia,choice:archive_signal:32:7:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
442,32,8,signal_orchard,Milo,Ivo,choice:signal_orchard:32:8:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
443,32,9,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:32:9:Ari,ask to keep direct route,False,False,none,none,True,False
444,32,10,central_repair_ring,Juno,Pax,choice:central_repair_ring:32:10:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
445,32,11,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:32:11:Fay,ask to keep direct route,False,False,none,none,True,False
446,32,12,roofward_archive,Fay,Nia,choice:roofward_archive:32:12:Fay,ask to merge detour,True,True,support_detour,"Fay: I saw the avatar choose cool archive lane for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
447,32,13,archive_signal,Milo,Nia,choice:archive_signal:32:13:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
448,33,0,signal_orchard,Milo,Ivo,choice:signal_orchard:33:0:Milo,ask to keep direct route,False,False,none,none,True,False
449,33,1,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:33:1:Ari,ask to keep direct route,True,True,support_direct,"Ari: I saw the avatar choose fen track for orchard_fen->riverbend. Ivo, can we agree on the recovery branch?",True,True
450,33,2,central_repair_ring,Juno,Pax,choice:central_repair_ring:33:2:Juno,ask to merge detour,False,False,none,none,True,False
451,33,3,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:33:3:Fay,ask to keep direct route,False,False,none,none,True,False
452,33,4,roofward_archive,Fay,Nia,choice:roofward_archive:33:4:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
453,33,5,archive_signal,Milo,Nia,choice:archive_signal:33:5:Milo,ask to keep direct route,False,False,none,none,True,False
454,33,6,signal_orchard,Milo,Ivo,choice:signal_orchard:33:6:Milo,ask to keep direct route,False,False,none,none,True,False
455,33,7,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:33:7:Ari,ask to keep direct route,False,False,none,none,True,False
456,33,8,central_repair_ring,Juno,Pax,choice:central_repair_ring:33:8:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
457,33,9,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:33:9:Fay,ask to keep direct route,False,False,none,none,True,False
458,33,10,roofward_archive,Fay,Nia,choice:roofward_archive:33:10:Fay,ask to keep direct route,False,False,none,none,True,False
459,33,11,archive_signal,Milo,Nia,choice:archive_signal:33:11:Milo,ask to keep direct route,False,False,none,none,True,False
460,33,12,signal_orchard,Milo,Ivo,choice:signal_orchard:33:12:Milo,ask to merge detour,True,True,support_detour,"Milo: I saw the avatar choose river lantern loop for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
461,33,13,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:33:13:Ari,ask to keep direct route,False,False,none,none,True,False
462,34,0,central_repair_ring,Juno,Pax,choice:central_repair_ring:34:0:Juno,ask to keep direct route,False,False,none,none,True,False
463,34,1,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:34:1:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
464,34,2,roofward_archive,Fay,Nia,choice:roofward_archive:34:2:Fay,ask to merge detour,False,False,none,none,True,False
465,34,3,archive_signal,Milo,Nia,choice:archive_signal:34:3:Milo,ask to keep direct route,False,False,none,none,True,False
466,34,4,signal_orchard,Milo,Ivo,choice:signal_orchard:34:4:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
467,34,5,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:34:5:Ari,ask to keep direct route,False,False,none,none,True,False
468,34,6,central_repair_ring,Juno,Pax,choice:central_repair_ring:34:6:Juno,ask to keep direct route,False,False,none,none,True,False
469,34,7,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:34:7:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
470,34,8,roofward_archive,Fay,Nia,choice:roofward_archive:34:8:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose glass stair for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
471,34,9,archive_signal,Milo,Nia,choice:archive_signal:34:9:Milo,ask to keep direct route,False,False,none,none,True,False
472,34,10,signal_orchard,Milo,Ivo,choice:signal_orchard:34:10:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
473,34,11,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:34:11:Ari,ask to keep direct route,False,False,none,none,True,False
474,34,12,central_repair_ring,Juno,Pax,choice:central_repair_ring:34:12:Juno,ask to merge detour,True,True,support_detour,"Juno: I saw the avatar choose outer bell path for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
475,34,13,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:34:13:Fay,ask to keep direct route,True,True,support_direct,"Fay: I saw the avatar choose river ford for riverbend->roofward. Ari, can we agree on the recovery branch?",True,True
476,35,0,roofward_archive,Fay,Nia,choice:roofward_archive:35:0:Fay,ask to keep direct route,False,False,none,none,True,False
477,35,1,archive_signal,Milo,Nia,choice:archive_signal:35:1:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Nia, can we agree on the recovery branch?",True,True
478,35,2,signal_orchard,Milo,Ivo,choice:signal_orchard:35:2:Milo,ask to merge detour,False,False,none,none,True,False
479,35,3,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:35:3:Ari,ask to keep direct route,False,False,none,none,True,False
480,35,4,central_repair_ring,Juno,Pax,choice:central_repair_ring:35:4:Juno,ask to keep direct route,True,True,support_direct,"Juno: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Pax, can we agree on the recovery branch?",True,True
481,35,5,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:35:5:Fay,ask to keep direct route,False,False,none,none,True,False
482,35,6,roofward_archive,Fay,Nia,choice:roofward_archive:35:6:Fay,ask to keep direct route,False,False,none,none,True,False
483,35,7,archive_signal,Milo,Nia,choice:archive_signal:35:7:Milo,ask to keep direct route,False,False,none,none,True,False
484,35,8,signal_orchard,Milo,Ivo,choice:signal_orchard:35:8:Milo,ask to keep direct route,True,True,support_direct,"Milo: I saw the avatar choose dusk road for signal_ridge->orchard_fen. Ivo, can we agree on the recovery branch?",True,True
485,35,9,orchard_riverbend,Ari,Ivo,choice:orchard_riverbend:35:9:Ari,ask to keep direct route,False,False,none,none,True,False
486,35,10,central_repair_ring,Juno,Pax,choice:central_repair_ring:35:10:Juno,ask to keep direct route,False,False,none,none,True,False
487,35,11,riverbend_roofward,Fay,Ari,choice:riverbend_roofward:35:11:Fay,ask to keep direct route,False,False,none,none,True,False
488,35,12,roofward_archive,Fay,Nia,choice:roofward_archive:35:12:Fay,ask to merge detour,True,True,support_detour,"Fay: I saw the avatar choose cool archive lane for roofward->archive_quarter. Nia, can we agree on the recovery branch?",True,True
489,35,13,archive_signal,Milo,Nia,choice:archive_signal:35:13:Milo,ask to keep direct route,False,False,none,none,True,False
490,36,0,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:36:0:Ivo,ask to keep direct route,False,False,none,none,True,False
491,36,1,central_repair_ring,Pax,Juno,choice:central_repair_ring:36:1:Pax,ask to merge detour,True,True,support_detour,"Pax: I saw the avatar choose outer bell path for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
492,36,2,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:36:2:Ari,ask to keep direct route,False,False,none,none,True,False
493,36,3,roofward_archive,Nia,Fay,choice:roofward_archive:36:3:Nia,ask to keep direct route,False,False,none,none,True,False
494,36,4,archive_signal,Nia,Milo,choice:archive_signal:36:4:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose paper lane for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
495,36,5,signal_orchard,Ivo,Milo,choice:signal_orchard:36:5:Ivo,ask to keep direct route,False,False,none,none,True,False
496,36,6,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:36:6:Ivo,ask to keep direct route,False,False,none,none,True,False
497,36,7,central_repair_ring,Pax,Juno,choice:central_repair_ring:36:7:Pax,ask to keep direct route,False,False,none,none,True,False
498,36,8,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:36:8:Ari,ask to merge detour,True,True,support_detour,"Ari: I saw the avatar choose orchard ridge detour for riverbend->roofward. Fay, can we agree on the recovery branch?",True,True
499,36,9,roofward_archive,Nia,Fay,choice:roofward_archive:36:9:Nia,ask to keep direct route,False,False,none,none,True,False
500,36,10,archive_signal,Nia,Milo,choice:archive_signal:36:10:Nia,ask to keep direct route,False,False,none,none,True,False
501,36,11,signal_orchard,Ivo,Milo,choice:signal_orchard:36:11:Ivo,ask to keep direct route,False,False,none,none,True,False
502,36,12,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:36:12:Ivo,ask to merge detour,True,True,support_detour,"Ivo: I saw the avatar choose market plank route for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
503,36,13,central_repair_ring,Pax,Juno,choice:central_repair_ring:36:13:Pax,ask to keep direct route,False,False,none,none,True,False
504,37,0,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:37:0:Ari,ask to keep direct route,False,False,none,none,True,False
505,37,1,roofward_archive,Nia,Fay,choice:roofward_archive:37:1:Nia,ask to keep direct route,True,True,support_direct,"Nia: I saw the avatar choose glass stair for roofward->archive_quarter. Fay, can we agree on the recovery branch?",True,True
506,37,2,archive_signal,Nia,Milo,choice:archive_signal:37:2:Nia,ask to merge detour,True,True,support_detour,"Nia: I saw the avatar choose stone kiosk path for archive_quarter->signal_ridge. Milo, can we agree on the recovery branch?",True,True
507,37,3,signal_orchard,Ivo,Milo,choice:signal_orchard:37:3:Ivo,ask to keep direct route,False,False,none,none,True,False
508,37,4,orchard_riverbend,Ivo,Ari,choice:orchard_riverbend:37:4:Ivo,ask to keep direct route,True,True,support_direct,"Ivo: I saw the avatar choose fen track for orchard_fen->riverbend. Ari, can we agree on the recovery branch?",True,True
509,37,5,central_repair_ring,Pax,Juno,choice:central_repair_ring:37:5:Pax,ask to keep direct route,True,True,support_direct,"Pax: I saw the avatar choose inner repair yard for central_exchange->repair_hall. Juno, can we agree on the recovery branch?",True,True
510,37,6,riverbend_roofward,Ari,Fay,choice:riverbend_roofward:37:6:Ari,ask to keep direct route,False,False,none,none,True,False
511,37,7,roofward_archive,Nia,Fay,choice:roofward_archive:37:7:Nia,ask to keep direct route,False,False,none,none,True,False
