tick_id,day,settlement_id,resident_id,public_summary,memory_delta,continuity_before,continuity_after,history_hash_before,history_hash_after,private_workspace_sealed,no_private_memory_dump,no_llm_call,memory_safe
1537,86,lichen_bridge,Sol,Sol heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1538,86,orchid_engine,Bea,Bea heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1539,86,moss_ward,Fay,Fay heard 'I wait' and answered 'warm cup first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1540,86,glass_harbor,Puck,Puck heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1541,86,cinder_garden,Wren,Wren heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1542,86,lichen_bridge,Kio,Kio heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1543,86,orchid_engine,Cai,Cai heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1544,86,moss_ward,Milo,Milo heard 'I wait' and answered 'warm cup first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1545,86,glass_harbor,Sera,Sera heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1546,86,cinder_garden,Juno,Juno heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1547,86,lichen_bridge,Luma,Luma heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1548,87,moss_ward,Ari,Ari heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1549,87,glass_harbor,Oren,Oren heard 'I do not dim lamp' and answered 'fog catcher closed',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1550,87,cinder_garden,Vale,Vale heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1551,87,lichen_bridge,Sol,Sol heard 'I touch rope post' and answered 'signal hush first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1552,87,orchid_engine,Bea,Bea heard 'I ask valve custom' and answered 'orchid lamp rests',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1553,87,moss_ward,Fay,Fay heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1554,87,glass_harbor,Puck,Puck heard 'I do not dim lamp' and answered 'fog catcher closed',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1555,87,cinder_garden,Wren,Wren heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1556,87,lichen_bridge,Kio,Kio heard 'I touch rope post' and answered 'signal hush first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1557,87,orchid_engine,Cai,Cai heard 'I ask valve custom' and answered 'orchid lamp rests',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1558,87,moss_ward,Milo,Milo heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1559,87,glass_harbor,Sera,Sera heard 'I do not dim lamp' and answered 'fog catcher closed',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1560,87,cinder_garden,Juno,Juno heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1561,87,lichen_bridge,Luma,Luma heard 'I touch rope post' and answered 'signal hush first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1562,87,orchid_engine,Dax,Dax heard 'I ask valve custom' and answered 'orchid lamp rests',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1563,87,moss_ward,Tala,Tala heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1564,87,glass_harbor,Nia,Nia heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1565,87,cinder_garden,Pax,Pax heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1566,88,orchid_engine,Bea,Bea heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1567,88,moss_ward,Fay,Fay heard 'I need translation' and answered 'speak slower',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1568,88,glass_harbor,Puck,Puck heard 'I wait by lamp' and answered 'tea before crossing',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1569,88,cinder_garden,Wren,Wren heard 'I ask seed path' and answered 'seed rows sleep',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1570,88,lichen_bridge,Kio,Kio heard 'I offer rope help' and answered 'meal room welcomes',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1571,88,orchid_engine,Cai,Cai heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1572,88,moss_ward,Milo,Milo heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1573,88,glass_harbor,Sera,Sera heard 'I wait by lamp' and answered 'tea before crossing',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1574,88,cinder_garden,Juno,Juno heard 'I ask seed path' and answered 'seed rows sleep',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1575,88,lichen_bridge,Luma,Luma heard 'I offer rope help' and answered 'meal room welcomes',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1576,88,orchid_engine,Dax,Dax heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1577,88,moss_ward,Tala,Tala heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1578,88,glass_harbor,Nia,Nia heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1579,88,cinder_garden,Pax,Pax heard 'I ask seed path' and answered 'seed rows sleep',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1580,88,lichen_bridge,Rin,Rin heard 'I offer rope help' and answered 'meal room welcomes',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1581,88,orchid_engine,Eli,Eli heard 'I do not turn key' and answered 'cup before engine',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1582,88,moss_ward,Ari,Ari heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1583,88,glass_harbor,Oren,Oren heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1584,89,lichen_bridge,Kio,Kio heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1585,89,orchid_engine,Cai,Cai heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1586,89,moss_ward,Milo,Milo heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1587,89,glass_harbor,Sera,Sera heard 'I offer salt token' and answered 'net has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1588,89,cinder_garden,Juno,Juno heard 'I do not cross rows' and answered 'ash path open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1589,89,lichen_bridge,Luma,Luma heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1590,89,orchid_engine,Dax,Dax heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1591,89,moss_ward,Tala,Tala heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1592,89,glass_harbor,Nia,Nia heard 'I offer salt token' and answered 'net has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1593,89,cinder_garden,Pax,Pax heard 'I do not cross rows' and answered 'ash path open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1594,89,lichen_bridge,Rin,Rin heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1595,89,orchid_engine,Eli,Eli heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1596,89,moss_ward,Ari,Ari heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1597,89,glass_harbor,Oren,Oren heard 'I offer salt token' and answered 'net has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1598,89,cinder_garden,Vale,Vale heard 'I do not cross rows' and answered 'ash path open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1599,89,lichen_bridge,Sol,Sol heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1600,89,orchid_engine,Bea,Bea heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1601,89,moss_ward,Fay,Fay heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1602,90,cinder_garden,Juno,Juno heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1603,90,lichen_bridge,Luma,Luma heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1604,90,orchid_engine,Dax,Dax heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1605,90,moss_ward,Tala,Tala heard 'I do not touch' and answered 'trade can wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1606,90,glass_harbor,Nia,Nia heard 'I need translation' and answered 'repeat with bell',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1607,90,cinder_garden,Pax,Pax heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1608,90,lichen_bridge,Rin,Rin heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1609,90,orchid_engine,Eli,Eli heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1610,90,moss_ward,Ari,Ari heard 'I do not touch' and answered 'trade can wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1611,90,glass_harbor,Oren,Oren heard 'I need translation' and answered 'repeat with bell',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1612,90,cinder_garden,Vale,Vale heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1613,90,lichen_bridge,Sol,Sol heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1614,90,orchid_engine,Bea,Bea heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1615,90,moss_ward,Fay,Fay heard 'I do not touch' and answered 'trade can wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1616,90,glass_harbor,Puck,Puck heard 'I need translation' and answered 'repeat with bell',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1617,90,cinder_garden,Wren,Wren heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1618,90,lichen_bridge,Kio,Kio heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1619,90,orchid_engine,Cai,Cai heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1620,91,glass_harbor,Nia,Nia heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1621,91,cinder_garden,Pax,Pax heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1622,91,lichen_bridge,Rin,Rin heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1623,91,orchid_engine,Eli,Eli heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1624,91,moss_ward,Ari,Ari heard 'I wait' and answered 'warm cup first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1625,91,glass_harbor,Oren,Oren heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1626,91,cinder_garden,Vale,Vale heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1627,91,lichen_bridge,Sol,Sol heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1628,91,orchid_engine,Bea,Bea heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1629,91,moss_ward,Fay,Fay heard 'I wait' and answered 'warm cup first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1630,91,glass_harbor,Puck,Puck heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1631,91,cinder_garden,Wren,Wren heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1632,91,lichen_bridge,Kio,Kio heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1633,91,orchid_engine,Cai,Cai heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1634,91,moss_ward,Milo,Milo heard 'I wait' and answered 'warm cup first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1635,91,glass_harbor,Sera,Sera heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1636,91,cinder_garden,Juno,Juno heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1637,91,lichen_bridge,Luma,Luma heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1638,92,moss_ward,Ari,Ari heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1639,92,glass_harbor,Oren,Oren heard 'I do not dim lamp' and answered 'fog catcher closed',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1640,92,cinder_garden,Vale,Vale heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1641,92,lichen_bridge,Sol,Sol heard 'I touch rope post' and answered 'signal hush first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1642,92,orchid_engine,Bea,Bea heard 'I ask valve custom' and answered 'orchid lamp rests',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1643,92,moss_ward,Fay,Fay heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1644,92,glass_harbor,Puck,Puck heard 'I do not dim lamp' and answered 'fog catcher closed',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1645,92,cinder_garden,Wren,Wren heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1646,92,lichen_bridge,Kio,Kio heard 'I touch rope post' and answered 'signal hush first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1647,92,orchid_engine,Cai,Cai heard 'I ask valve custom' and answered 'orchid lamp rests',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1648,92,moss_ward,Milo,Milo heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1649,92,glass_harbor,Sera,Sera heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1650,92,cinder_garden,Juno,Juno heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1651,92,lichen_bridge,Luma,Luma heard 'I touch rope post' and answered 'signal hush first',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1652,92,orchid_engine,Dax,Dax heard 'I ask valve custom' and answered 'orchid lamp rests',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1653,92,moss_ward,Tala,Tala heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1654,92,glass_harbor,Nia,Nia heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1655,92,cinder_garden,Pax,Pax heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1656,93,orchid_engine,Bea,Bea heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1657,93,moss_ward,Fay,Fay heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1658,93,glass_harbor,Puck,Puck heard 'I wait by lamp' and answered 'tea before crossing',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1659,93,cinder_garden,Wren,Wren heard 'I ask seed path' and answered 'seed rows sleep',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1660,93,lichen_bridge,Kio,Kio heard 'I offer rope help' and answered 'meal room welcomes',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1661,93,orchid_engine,Cai,Cai heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1662,93,moss_ward,Milo,Milo heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1663,93,glass_harbor,Sera,Sera heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1664,93,cinder_garden,Juno,Juno heard 'I ask seed path' and answered 'seed rows sleep',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1665,93,lichen_bridge,Luma,Luma heard 'I offer rope help' and answered 'meal room welcomes',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1666,93,orchid_engine,Dax,Dax heard 'I do not turn key' and answered 'cup before engine',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1667,93,moss_ward,Tala,Tala heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1668,93,glass_harbor,Nia,Nia heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1669,93,cinder_garden,Pax,Pax heard 'I ask seed path' and answered 'seed rows sleep',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1670,93,lichen_bridge,Rin,Rin heard 'I offer rope help' and answered 'meal room welcomes',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1671,93,orchid_engine,Eli,Eli heard 'I do not turn key' and answered 'cup before engine',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1672,93,moss_ward,Ari,Ari heard 'I need translation' and answered 'speak slower',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1673,93,glass_harbor,Oren,Oren heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1674,94,lichen_bridge,Kio,Kio heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1675,94,orchid_engine,Cai,Cai heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1676,94,moss_ward,Milo,Milo heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1677,94,glass_harbor,Sera,Sera heard 'I offer salt token' and answered 'net has keeper',phrase repair remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1678,94,cinder_garden,Juno,Juno heard 'I do not cross rows' and answered 'ash path open',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
1679,94,lichen_bridge,Luma,Luma heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.95,0.95,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
