tick_id,day,settlement_id,resident_id,object_id,avatar_choice,remembered_debt,remembered_default,prompt,resident_reply,debt_before,debt_after,trust_before,trust_after,choice_visible,choice_affects_state,private_memory_not_dumped
1677,94,roofward,Fay,herb ledger,absent,0.74,not due,ask debt status,Fay: The herb ledger debt is remembered by role and witness.,0.74,0.739,0.128,0.128,True,True,True
1679,94,signal,Kesh,wind wrap,offer_return_help,0.76,not due,offer return help,"Kesh: Help with returning wind wrap, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
1680,94,orchard,Suf,seed satchel,choose_repay,0.76,defaulted,repay remembered object debt,Suf: Repayment lowers the seed satchel debt.,0.76,0.74,0.12,0.128,True,True,True
1681,94,repair_ring,Juno,copper wire,choose_ignore,0.76,defaulted,ignore remembered debt,Juno: Ignoring the copper wire debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1682,94,riverbend,Lio,binding cord,offer_return_help,0.76,defaulted,offer return help,"Lio: Help with returning binding cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1683,94,roofward,Orr,shade cloth,choose_repay,0.76,defaulted,repay remembered object debt,Orr: Repayment lowers the shade cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1684,94,archive,Rin,signal spool,choose_ignore,0.76,defaulted,ignore remembered debt,Rin: Ignoring the signal spool debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1686,94,orchard,Mara,dry cord,listen_later,0.76,defaulted,ask debt status,Mara: The dry cord debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1687,94,repair_ring,Vale,cool cloth,offer_return_help,0.76,defaulted,offer return help,"Vale: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1689,94,roofward,Fay,herb ledger,listen_later,0.739,not due,ask debt status,Fay: The herb ledger debt is remembered by role and witness.,0.739,0.738,0.128,0.128,True,True,True
1690,94,archive,Toma,memory tag,offer_return_help,0.746,not due,offer return help,"Toma: Help with returning memory tag, not with erasing the debt.",0.746,0.732,0.135,0.141,True,True,True
1691,94,signal,Kesh,wind wrap,choose_repay,0.758,not due,repay remembered object debt,Kesh: Repayment lowers the wind wrap debt.,0.758,0.738,0.137,0.145,True,True,True
1692,95,repair_ring,Pax,cool cloth,listen_later,0.76,defaulted,ask debt status,Pax: The cool cloth debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1693,95,riverbend,Cee,cedar plank,choose_ignore,0.76,defaulted,ignore remembered debt,Cee: Ignoring the cedar plank debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1695,95,archive,Nia,memory tag,listen_later,0.76,not due,ask debt status,Nia: The memory tag debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1696,95,signal,Ren,wind wrap,offer_return_help,0.76,defaulted,offer return help,"Ren: Help with returning wind wrap, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
1697,95,orchard,Pim,seed satchel,choose_repay,0.76,defaulted,repay remembered object debt,Pim: Repayment lowers the seed satchel debt.,0.76,0.74,0.12,0.128,True,True,True
1698,95,repair_ring,Wren,copper wire,choose_ignore,0.76,defaulted,ignore remembered debt,Wren: Ignoring the copper wire debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1699,95,riverbend,Ari,binding cord,offer_return_help,0.76,defaulted,offer return help,"Ari: Help with returning binding cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1700,95,roofward,Sera,shade cloth,choose_repay,0.76,defaulted,repay remembered object debt,Sera: Repayment lowers the shade cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1701,95,archive,Vell,signal spool,choose_ignore,0.76,defaulted,ignore remembered debt,Vell: Ignoring the signal spool debt keeps it on the board.,0.76,0.76,0.124,0.121,True,True,True
1704,95,repair_ring,Pax,cool cloth,offer_return_help,0.76,defaulted,offer return help,"Pax: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1707,95,archive,Nia,memory tag,offer_return_help,0.759,not due,offer return help,"Nia: Help with returning memory tag, not with erasing the debt.",0.759,0.745,0.13,0.136,True,True,True
1708,95,signal,Ren,wind wrap,choose_repay,0.758,defaulted,repay remembered object debt,Ren: Repayment lowers the wind wrap debt.,0.758,0.738,0.137,0.145,True,True,True
1709,95,orchard,Pim,seed satchel,choose_ignore,0.76,defaulted,ignore remembered debt,Pim: Ignoring the seed satchel debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1710,96,riverbend,Lio,cedar plank,choose_ignore,0.746,not due,ignore remembered debt,Lio: Ignoring the cedar plank debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
1713,96,signal,Milo,wind wrap,offer_return_help,0.76,defaulted,offer return help,"Milo: Help with returning wind wrap, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1714,96,orchard,Mara,seed satchel,choose_repay,0.76,defaulted,repay remembered object debt,Mara: Repayment lowers the seed satchel debt.,0.76,0.74,0.12,0.128,True,True,True
1715,96,repair_ring,Vale,copper wire,choose_ignore,0.76,defaulted,ignore remembered debt,Vale: Ignoring the copper wire debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1716,96,riverbend,Nox,binding cord,offer_return_help,0.76,not due,offer return help,"Nox: Help with returning binding cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1717,96,roofward,Fay,shade cloth,choose_repay,0.76,defaulted,repay remembered object debt,Fay: Repayment lowers the shade cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1718,96,archive,Toma,signal spool,choose_ignore,0.76,defaulted,ignore remembered debt,Toma: Ignoring the signal spool debt keeps it on the board.,0.76,0.76,0.123,0.12,True,True,True
1719,96,signal,Kesh,oil lantern,absent,0.76,defaulted,ask debt status,Kesh: The oil lantern debt is remembered by role and witness.,0.76,0.759,0.133,0.133,True,True,True
1721,96,repair_ring,Juno,cool cloth,offer_return_help,0.76,defaulted,offer return help,"Juno: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1722,96,riverbend,Lio,cedar plank,absent,0.752,not due,ask debt status,Lio: The cedar plank debt is remembered by role and witness.,0.752,0.751,0.133,0.133,True,True,True
1724,96,archive,Rin,memory tag,offer_return_help,0.76,not due,offer return help,"Rin: Help with returning memory tag, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1725,96,signal,Milo,wind wrap,choose_repay,0.76,defaulted,repay remembered object debt,Milo: Repayment lowers the wind wrap debt.,0.76,0.74,0.124,0.132,True,True,True
1726,96,orchard,Mara,seed satchel,choose_ignore,0.76,defaulted,ignore remembered debt,Mara: Ignoring the seed satchel debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1728,97,roofward,Sera,herb ledger,absent,0.76,defaulted,ask debt status,Sera: The herb ledger debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1730,97,signal,Oda,wind wrap,offer_return_help,0.76,defaulted,offer return help,"Oda: Help with returning wind wrap, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1731,97,orchard,Ivo,seed satchel,choose_repay,0.76,defaulted,repay remembered object debt,Ivo: Repayment lowers the seed satchel debt.,0.76,0.74,0.12,0.128,True,True,True
1732,97,repair_ring,Pax,copper wire,choose_ignore,0.746,not due,ignore remembered debt,Pax: Ignoring the copper wire debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
1733,97,riverbend,Cee,binding cord,offer_return_help,0.76,not due,offer return help,"Cee: Help with returning binding cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1734,97,roofward,Bex,shade cloth,choose_repay,0.76,defaulted,repay remembered object debt,Bex: Repayment lowers the shade cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1735,97,archive,Nia,signal spool,choose_ignore,0.76,defaulted,ignore remembered debt,Nia: Ignoring the signal spool debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1737,97,orchard,Pim,dry cord,listen_later,0.76,defaulted,ask debt status,Pim: The dry cord debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1738,97,repair_ring,Wren,cool cloth,offer_return_help,0.76,not due,offer return help,"Wren: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1740,97,roofward,Sera,herb ledger,listen_later,0.76,defaulted,ask debt status,Sera: The herb ledger debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1741,97,archive,Vell,memory tag,offer_return_help,0.76,defaulted,offer return help,"Vell: Help with returning memory tag, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1742,97,signal,Oda,wind wrap,choose_repay,0.76,defaulted,repay remembered object debt,Oda: Repayment lowers the wind wrap debt.,0.76,0.74,0.12,0.128,True,True,True
1743,97,orchard,Ivo,seed satchel,choose_ignore,0.76,defaulted,ignore remembered debt,Ivo: Ignoring the seed satchel debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1745,97,riverbend,Cee,binding cord,choose_repay,0.758,not due,repay remembered object debt,Cee: Repayment lowers the binding cord debt.,0.758,0.738,0.13,0.138,True,True,True
1746,98,archive,Toma,memory tag,listen_later,0.76,defaulted,ask debt status,Toma: The memory tag debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1747,98,signal,Kesh,wind wrap,offer_return_help,0.76,defaulted,offer return help,"Kesh: Help with returning wind wrap, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1748,98,orchard,Suf,seed satchel,choose_repay,0.76,defaulted,repay remembered object debt,Suf: Repayment lowers the seed satchel debt.,0.76,0.74,0.12,0.128,True,True,True
1749,98,repair_ring,Juno,copper wire,choose_ignore,0.746,not due,ignore remembered debt,Juno: Ignoring the copper wire debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
1750,98,riverbend,Lio,binding cord,offer_return_help,0.76,defaulted,offer return help,"Lio: Help with returning binding cord, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
1751,98,roofward,Orr,shade cloth,choose_repay,0.76,defaulted,repay remembered object debt,Orr: Repayment lowers the shade cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1752,98,archive,Rin,signal spool,choose_ignore,0.76,defaulted,ignore remembered debt,Rin: Ignoring the signal spool debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1755,98,repair_ring,Vale,cool cloth,offer_return_help,0.76,not due,offer return help,"Vale: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1758,98,archive,Toma,memory tag,offer_return_help,0.76,defaulted,offer return help,"Toma: Help with returning memory tag, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1759,98,signal,Kesh,wind wrap,choose_repay,0.76,defaulted,repay remembered object debt,Kesh: Repayment lowers the wind wrap debt.,0.76,0.74,0.12,0.128,True,True,True
1760,98,orchard,Suf,seed satchel,choose_ignore,0.74,not due,ignore remembered debt,Suf: Ignoring the seed satchel debt keeps it on the board.,0.74,0.746,0.128,0.125,True,True,True
1761,98,repair_ring,Juno,copper wire,absent,0.752,not due,ask debt status,Juno: The copper wire debt is remembered by role and witness.,0.752,0.751,0.133,0.133,True,True,True
1762,98,riverbend,Lio,binding cord,choose_repay,0.758,defaulted,repay remembered object debt,Lio: Repayment lowers the binding cord debt.,0.758,0.738,0.137,0.145,True,True,True
1763,98,roofward,Orr,shade cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Orr: Ignoring the shade cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1764,99,signal,Ren,wind wrap,offer_return_help,0.76,defaulted,offer return help,"Ren: Help with returning wind wrap, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1765,99,orchard,Pim,seed satchel,choose_repay,0.759,not due,repay remembered object debt,Pim: Repayment lowers the seed satchel debt.,0.759,0.739,0.12,0.128,True,True,True
1766,99,repair_ring,Wren,copper wire,choose_ignore,0.758,not due,ignore remembered debt,Wren: Ignoring the copper wire debt keeps it on the board.,0.758,0.76,0.13,0.127,True,True,True
1767,99,riverbend,Ari,binding cord,offer_return_help,0.76,defaulted,offer return help,"Ari: Help with returning binding cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1768,99,roofward,Sera,shade cloth,choose_repay,0.76,defaulted,repay remembered object debt,Sera: Repayment lowers the shade cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1769,99,archive,Vell,signal spool,choose_ignore,0.76,defaulted,ignore remembered debt,Vell: Ignoring the signal spool debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1770,99,signal,Oda,oil lantern,absent,0.76,defaulted,ask debt status,Oda: The oil lantern debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1772,99,repair_ring,Pax,cool cloth,offer_return_help,0.76,not due,offer return help,"Pax: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
1773,99,riverbend,Cee,cedar plank,absent,0.76,defaulted,ask debt status,Cee: The cedar plank debt is remembered by role and witness.,0.76,0.759,0.126,0.126,True,True,True
1775,99,archive,Nia,memory tag,offer_return_help,0.76,defaulted,offer return help,"Nia: Help with returning memory tag, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1776,99,signal,Ren,wind wrap,choose_repay,0.76,defaulted,repay remembered object debt,Ren: Repayment lowers the wind wrap debt.,0.76,0.74,0.12,0.128,True,True,True
1777,99,orchard,Pim,seed satchel,choose_ignore,0.739,not due,ignore remembered debt,Pim: Ignoring the seed satchel debt keeps it on the board.,0.739,0.745,0.128,0.125,True,True,True
1779,99,riverbend,Ari,binding cord,choose_repay,0.76,defaulted,repay remembered object debt,Ari: Repayment lowers the binding cord debt.,0.76,0.74,0.124,0.132,True,True,True
1780,99,roofward,Sera,shade cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Sera: Ignoring the shade cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1782,100,orchard,Mara,seed satchel,choose_repay,0.76,not due,repay remembered object debt,Mara: Repayment lowers the seed satchel debt.,0.76,0.74,0.12,0.128,True,True,True
1783,100,repair_ring,Vale,copper wire,choose_ignore,0.758,defaulted,ignore remembered debt,Vale: Ignoring the copper wire debt keeps it on the board.,0.758,0.76,0.13,0.127,True,True,True
1784,100,riverbend,Nox,binding cord,offer_return_help,0.76,defaulted,offer return help,"Nox: Help with returning binding cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1785,100,roofward,Fay,shade cloth,choose_repay,0.76,defaulted,repay remembered object debt,Fay: Repayment lowers the shade cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1786,100,archive,Toma,signal spool,choose_ignore,0.76,defaulted,ignore remembered debt,Toma: Ignoring the signal spool debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1788,100,orchard,Suf,dry cord,listen_later,0.746,not due,ask debt status,Suf: The dry cord debt is remembered by role and witness.,0.746,0.745,0.125,0.125,True,True,True
1789,100,repair_ring,Juno,cool cloth,offer_return_help,0.76,defaulted,offer return help,"Juno: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
1791,100,roofward,Orr,herb ledger,listen_later,0.76,defaulted,ask debt status,Orr: The herb ledger debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1792,100,archive,Rin,memory tag,offer_return_help,0.76,defaulted,offer return help,"Rin: Help with returning memory tag, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1793,100,signal,Milo,wind wrap,choose_repay,0.76,defaulted,repay remembered object debt,Milo: Repayment lowers the wind wrap debt.,0.76,0.74,0.12,0.128,True,True,True
1794,100,orchard,Mara,seed satchel,choose_ignore,0.74,not due,ignore remembered debt,Mara: Ignoring the seed satchel debt keeps it on the board.,0.74,0.746,0.128,0.125,True,True,True
1796,100,riverbend,Nox,binding cord,choose_repay,0.76,defaulted,repay remembered object debt,Nox: Repayment lowers the binding cord debt.,0.76,0.74,0.12,0.128,True,True,True
1797,100,roofward,Fay,shade cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Fay: Ignoring the shade cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1800,101,repair_ring,Pax,copper wire,choose_ignore,0.76,defaulted,ignore remembered debt,Pax: Ignoring the copper wire debt keeps it on the board.,0.76,0.76,0.131,0.128,True,True,True
1801,101,riverbend,Cee,binding cord,offer_return_help,0.76,defaulted,offer return help,"Cee: Help with returning binding cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1802,101,roofward,Bex,shade cloth,choose_repay,0.76,defaulted,repay remembered object debt,Bex: Repayment lowers the shade cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1803,101,archive,Nia,signal spool,choose_ignore,0.76,defaulted,ignore remembered debt,Nia: Ignoring the signal spool debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1806,101,repair_ring,Wren,cool cloth,offer_return_help,0.76,defaulted,offer return help,"Wren: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1809,101,archive,Vell,memory tag,offer_return_help,0.76,defaulted,offer return help,"Vell: Help with returning memory tag, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1810,101,signal,Oda,wind wrap,choose_repay,0.76,defaulted,repay remembered object debt,Oda: Repayment lowers the wind wrap debt.,0.76,0.74,0.12,0.128,True,True,True
1811,101,orchard,Ivo,seed satchel,choose_ignore,0.76,not due,ignore remembered debt,Ivo: Ignoring the seed satchel debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1812,101,repair_ring,Pax,copper wire,absent,0.76,defaulted,ask debt status,Pax: The copper wire debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1813,101,riverbend,Cee,binding cord,choose_repay,0.76,defaulted,repay remembered object debt,Cee: Repayment lowers the binding cord debt.,0.76,0.74,0.12,0.128,True,True,True
1814,101,roofward,Bex,shade cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Bex: Ignoring the shade cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1815,101,archive,Nia,signal spool,absent,0.76,not due,ask debt status,Nia: The signal spool debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1817,101,orchard,Pim,dry cord,offer_return_help,0.76,not due,offer return help,"Pim: Help with returning dry cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1818,102,riverbend,Lio,binding cord,offer_return_help,0.76,defaulted,offer return help,"Lio: Help with returning binding cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1819,102,roofward,Orr,shade cloth,choose_repay,0.76,defaulted,repay remembered object debt,Orr: Repayment lowers the shade cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1820,102,archive,Rin,signal spool,choose_ignore,0.758,not due,ignore remembered debt,Rin: Ignoring the signal spool debt keeps it on the board.,0.758,0.76,0.13,0.127,True,True,True
1821,102,signal,Milo,oil lantern,absent,0.74,not due,ask debt status,Milo: The oil lantern debt is remembered by role and witness.,0.74,0.739,0.128,0.128,True,True,True
1823,102,repair_ring,Vale,cool cloth,offer_return_help,0.76,defaulted,offer return help,"Vale: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1824,102,riverbend,Nox,cedar plank,absent,0.76,defaulted,ask debt status,Nox: The cedar plank debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1826,102,archive,Toma,memory tag,offer_return_help,0.76,not due,offer return help,"Toma: Help with returning memory tag, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1827,102,signal,Kesh,wind wrap,choose_repay,0.76,defaulted,repay remembered object debt,Kesh: Repayment lowers the wind wrap debt.,0.76,0.74,0.12,0.128,True,True,True
1828,102,orchard,Suf,seed satchel,choose_ignore,0.757,defaulted,ignore remembered debt,Suf: Ignoring the seed satchel debt keeps it on the board.,0.757,0.76,0.12,0.12,True,True,True
1830,102,riverbend,Lio,binding cord,choose_repay,0.76,defaulted,repay remembered object debt,Lio: Repayment lowers the binding cord debt.,0.76,0.74,0.12,0.128,True,True,True
1831,102,roofward,Orr,shade cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Orr: Ignoring the shade cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1833,102,signal,Milo,oil lantern,listen_later,0.739,not due,ask debt status,Milo: The oil lantern debt is remembered by role and witness.,0.739,0.738,0.128,0.128,True,True,True
1834,102,orchard,Mara,dry cord,offer_return_help,0.76,defaulted,offer return help,"Mara: Help with returning dry cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1835,102,repair_ring,Vale,cool cloth,choose_repay,0.76,defaulted,repay remembered object debt,Vale: Repayment lowers the cool cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1836,103,roofward,Sera,shade cloth,choose_repay,0.76,defaulted,repay remembered object debt,Sera: Repayment lowers the shade cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1837,103,archive,Vell,signal spool,choose_ignore,0.746,not due,ignore remembered debt,Vell: Ignoring the signal spool debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
1839,103,orchard,Ivo,dry cord,listen_later,0.76,defaulted,ask debt status,Ivo: The dry cord debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1840,103,repair_ring,Pax,cool cloth,offer_return_help,0.76,defaulted,offer return help,"Pax: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1842,103,roofward,Bex,herb ledger,listen_later,0.76,defaulted,ask debt status,Bex: The herb ledger debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1843,103,archive,Nia,memory tag,offer_return_help,0.759,not due,offer return help,"Nia: Help with returning memory tag, not with erasing the debt.",0.759,0.745,0.13,0.136,True,True,True
1844,103,signal,Ren,wind wrap,choose_repay,0.76,defaulted,repay remembered object debt,Ren: Repayment lowers the wind wrap debt.,0.76,0.74,0.12,0.128,True,True,True
1845,103,orchard,Pim,seed satchel,choose_ignore,0.76,defaulted,ignore remembered debt,Pim: Ignoring the seed satchel debt keeps it on the board.,0.76,0.76,0.124,0.121,True,True,True
1847,103,riverbend,Ari,binding cord,choose_repay,0.76,defaulted,repay remembered object debt,Ari: Repayment lowers the binding cord debt.,0.76,0.74,0.12,0.128,True,True,True
1848,103,roofward,Sera,shade cloth,choose_ignore,0.74,not due,ignore remembered debt,Sera: Ignoring the shade cloth debt keeps it on the board.,0.74,0.746,0.128,0.125,True,True,True
1851,103,orchard,Ivo,dry cord,offer_return_help,0.76,defaulted,offer return help,"Ivo: Help with returning dry cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1852,103,repair_ring,Pax,cool cloth,choose_repay,0.76,defaulted,repay remembered object debt,Pax: Repayment lowers the cool cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1854,104,archive,Toma,signal spool,choose_ignore,0.746,not due,ignore remembered debt,Toma: Ignoring the signal spool debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
1857,104,repair_ring,Juno,cool cloth,offer_return_help,0.76,defaulted,offer return help,"Juno: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1860,104,archive,Rin,memory tag,offer_return_help,0.76,not due,offer return help,"Rin: Help with returning memory tag, not with erasing the debt.",0.76,0.746,0.131,0.137,True,True,True
1861,104,signal,Milo,wind wrap,choose_repay,0.76,defaulted,repay remembered object debt,Milo: Repayment lowers the wind wrap debt.,0.76,0.74,0.12,0.128,True,True,True
1862,104,orchard,Mara,seed satchel,choose_ignore,0.76,defaulted,ignore remembered debt,Mara: Ignoring the seed satchel debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1863,104,repair_ring,Vale,copper wire,absent,0.76,defaulted,ask debt status,Vale: The copper wire debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1864,104,riverbend,Nox,binding cord,choose_repay,0.76,defaulted,repay remembered object debt,Nox: Repayment lowers the binding cord debt.,0.76,0.74,0.12,0.128,True,True,True
1865,104,roofward,Fay,shade cloth,choose_ignore,0.76,not due,ignore remembered debt,Fay: Ignoring the shade cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1866,104,archive,Toma,signal spool,absent,0.752,not due,ask debt status,Toma: The signal spool debt is remembered by role and witness.,0.752,0.751,0.133,0.133,True,True,True
1868,104,orchard,Suf,dry cord,offer_return_help,0.76,defaulted,offer return help,"Suf: Help with returning dry cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1869,104,repair_ring,Juno,cool cloth,choose_repay,0.76,defaulted,repay remembered object debt,Juno: Repayment lowers the cool cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1871,104,roofward,Orr,herb ledger,offer_return_help,0.76,not due,offer return help,"Orr: Help with returning herb ledger, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1872,105,signal,Ren,oil lantern,absent,0.76,defaulted,ask debt status,Ren: The oil lantern debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1874,105,repair_ring,Wren,cool cloth,offer_return_help,0.76,defaulted,offer return help,"Wren: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1875,105,riverbend,Ari,cedar plank,absent,0.74,not due,ask debt status,Ari: The cedar plank debt is remembered by role and witness.,0.74,0.739,0.128,0.128,True,True,True
1877,105,archive,Vell,memory tag,offer_return_help,0.76,not due,offer return help,"Vell: Help with returning memory tag, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
1878,105,signal,Oda,wind wrap,choose_repay,0.76,defaulted,repay remembered object debt,Oda: Repayment lowers the wind wrap debt.,0.76,0.74,0.12,0.128,True,True,True
1879,105,orchard,Ivo,seed satchel,choose_ignore,0.76,defaulted,ignore remembered debt,Ivo: Ignoring the seed satchel debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1881,105,riverbend,Cee,binding cord,choose_repay,0.76,defaulted,repay remembered object debt,Cee: Repayment lowers the binding cord debt.,0.76,0.74,0.12,0.128,True,True,True
1882,105,roofward,Bex,shade cloth,choose_ignore,0.76,defaulted,ignore remembered debt,Bex: Ignoring the shade cloth debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1884,105,signal,Ren,oil lantern,listen_later,0.76,defaulted,ask debt status,Ren: The oil lantern debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1885,105,orchard,Pim,dry cord,offer_return_help,0.76,defaulted,offer return help,"Pim: Help with returning dry cord, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1886,105,repair_ring,Wren,cool cloth,choose_repay,0.76,defaulted,repay remembered object debt,Wren: Repayment lowers the cool cloth debt.,0.76,0.74,0.12,0.128,True,True,True
1887,105,riverbend,Ari,cedar plank,listen_later,0.739,not due,ask debt status,Ari: The cedar plank debt is remembered by role and witness.,0.739,0.738,0.128,0.128,True,True,True
1888,105,roofward,Sera,herb ledger,offer_return_help,0.746,not due,offer return help,"Sera: Help with returning herb ledger, not with erasing the debt.",0.746,0.732,0.135,0.141,True,True,True
1889,105,archive,Vell,memory tag,choose_repay,0.758,not due,repay remembered object debt,Vell: Repayment lowers the memory tag debt.,0.758,0.738,0.137,0.145,True,True,True
1890,106,orchard,Mara,dry cord,listen_later,0.76,defaulted,ask debt status,Mara: The dry cord debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1891,106,repair_ring,Vale,cool cloth,offer_return_help,0.76,defaulted,offer return help,"Vale: Help with returning cool cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
