tick_id,day,settlement_id,resident_id,custom_or_law,restricted_object,avatar_choice,allowed_state,consequence,trust_before,trust_after,custom_visible_before_choice,refusal_or_warning_respected,local_history_preserved
1351,76,orchid_engine,Cai,keep gear wash lane open,valve key,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1352,76,moss_ward,Milo,ask before touching rain clay,blanket loom,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.708,0.69,True,True,True
1353,76,glass_harbor,Sera,ask before lifting nets,fog catcher,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1354,76,cinder_garden,Juno,cool stone is shared,seed tray,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1355,76,lichen_bridge,Luma,do not step on tension rope,rope kit,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
1356,76,orchid_engine,Dax,ask before orchid lamp,gear basin,wait_for_resident_lead,observed,no custom violation,0.934,0.936,True,True,True
1357,76,moss_ward,Tala,leave door-watch path clear,rain jar,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.818,0.828,True,True,True
1358,76,glass_harbor,Nia,do not dim public lamp,net spool,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1359,76,cinder_garden,Pax,ask before shade pole,cool bowl,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.864,0.874,True,True,True
1360,76,lichen_bridge,Rin,meal room first for strangers,signal bell,repeat_local_phrase,observed,no custom violation,0.794,0.796,True,True,True
1361,76,orchid_engine,Eli,do not turn valve key,orchid lamp,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1362,76,moss_ward,Ari,step around blanket circle,root archive,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
1363,76,glass_harbor,Oren,leave fog catcher capped,brass lantern,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.92,0.93,True,True,True
1364,76,cinder_garden,Vale,do not cross seed rows,shade pole,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1365,76,lichen_bridge,Sol,ask before signal bell,meal ledger,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.752,0.742,True,True,True
1366,76,orchid_engine,Bea,keep gear wash lane open,valve key,wait_for_resident_lead,observed,no custom violation,0.882,0.884,True,True,True
1367,76,moss_ward,Fay,ask before touching rain clay,blanket loom,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1368,77,cinder_garden,Juno,cool stone is shared,seed tray,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1369,77,lichen_bridge,Luma,do not step on tension rope,rope kit,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
1370,77,orchid_engine,Dax,ask before orchid lamp,gear basin,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1371,77,moss_ward,Tala,leave door-watch path clear,rain jar,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.83,0.84,True,True,True
1372,77,glass_harbor,Nia,do not dim public lamp,net spool,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
1373,77,cinder_garden,Pax,ask before shade pole,cool bowl,wait_for_resident_lead,observed,no custom violation,0.884,0.886,True,True,True
1374,77,lichen_bridge,Rin,meal room first for strangers,signal bell,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.806,0.816,True,True,True
1375,77,orchid_engine,Eli,do not turn valve key,orchid lamp,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1376,77,moss_ward,Ari,step around blanket circle,root archive,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
1377,77,glass_harbor,Oren,leave fog catcher capped,brass lantern,repeat_local_phrase,observed,no custom violation,0.936,0.938,True,True,True
1378,77,cinder_garden,Vale,do not cross seed rows,shade pole,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1379,77,lichen_bridge,Sol,ask before signal bell,meal ledger,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.73,0.712,True,True,True
1380,77,orchid_engine,Bea,keep gear wash lane open,valve key,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
1381,77,moss_ward,Fay,ask before touching rain clay,blanket loom,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1382,77,glass_harbor,Puck,ask before lifting nets,fog catcher,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.762,0.752,True,True,True
1383,77,cinder_garden,Wren,cool stone is shared,seed tray,wait_for_resident_lead,observed,no custom violation,0.66,0.662,True,True,True
1384,77,lichen_bridge,Kio,do not step on tension rope,rope kit,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.93,0.94,True,True,True
1385,77,orchid_engine,Cai,ask before orchid lamp,gear basin,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1386,78,glass_harbor,Nia,do not dim public lamp,net spool,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
1387,78,cinder_garden,Pax,ask before shade pole,cool bowl,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.896,0.906,True,True,True
1388,78,lichen_bridge,Rin,meal room first for strangers,signal bell,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.818,0.828,True,True,True
1389,78,orchid_engine,Eli,do not turn valve key,orchid lamp,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
1390,78,moss_ward,Ari,step around blanket circle,root archive,wait_for_resident_lead,observed,no custom violation,0.914,0.916,True,True,True
1391,78,glass_harbor,Oren,leave fog catcher capped,brass lantern,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1392,78,cinder_garden,Vale,do not cross seed rows,shade pole,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1393,78,lichen_bridge,Sol,ask before signal bell,meal ledger,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.718,0.728,True,True,True
1394,78,orchid_engine,Bea,keep gear wash lane open,valve key,repeat_local_phrase,observed,no custom violation,0.91,0.912,True,True,True
1395,78,moss_ward,Fay,ask before touching rain clay,blanket loom,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1396,78,glass_harbor,Puck,ask before lifting nets,fog catcher,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.74,0.722,True,True,True
1397,78,cinder_garden,Wren,cool stone is shared,seed tray,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.672,0.682,True,True,True
1398,78,lichen_bridge,Kio,do not step on tension rope,rope kit,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1399,78,orchid_engine,Cai,ask before orchid lamp,gear basin,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
1400,78,moss_ward,Milo,leave door-watch path clear,rain jar,wait_for_resident_lead,observed,no custom violation,0.7,0.702,True,True,True
1401,78,glass_harbor,Sera,do not dim public lamp,net spool,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1402,78,cinder_garden,Juno,ask before shade pole,cool bowl,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1403,78,lichen_bridge,Luma,meal room first for strangers,signal bell,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
1404,79,moss_ward,Ari,step around blanket circle,root archive,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.926,0.936,True,True,True
1405,79,glass_harbor,Oren,leave fog catcher capped,brass lantern,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1406,79,cinder_garden,Vale,do not cross seed rows,shade pole,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
1407,79,lichen_bridge,Sol,ask before signal bell,meal ledger,wait_for_resident_lead,observed,no custom violation,0.738,0.74,True,True,True
1408,79,orchid_engine,Bea,keep gear wash lane open,valve key,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.922,0.932,True,True,True
1409,79,moss_ward,Fay,ask before touching rain clay,blanket loom,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1410,79,glass_harbor,Puck,ask before lifting nets,fog catcher,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.728,0.738,True,True,True
1411,79,cinder_garden,Wren,cool stone is shared,seed tray,repeat_local_phrase,observed,no custom violation,0.688,0.69,True,True,True
1412,79,lichen_bridge,Kio,do not step on tension rope,rope kit,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1413,79,orchid_engine,Cai,ask before orchid lamp,gear basin,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
1414,79,moss_ward,Milo,leave door-watch path clear,rain jar,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.712,0.722,True,True,True
1415,79,glass_harbor,Sera,do not dim public lamp,net spool,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1416,79,cinder_garden,Juno,ask before shade pole,cool bowl,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.926,0.916,True,True,True
1417,79,lichen_bridge,Luma,meal room first for strangers,signal bell,wait_for_resident_lead,observed,no custom violation,0.914,0.916,True,True,True
1418,79,orchid_engine,Dax,do not turn valve key,orchid lamp,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1419,79,moss_ward,Tala,step around blanket circle,root archive,offer_greeting,observed,no custom violation,0.846,0.848,True,True,True
1420,79,glass_harbor,Nia,leave fog catcher capped,brass lantern,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
1421,79,cinder_garden,Pax,do not cross seed rows,shade pole,repeat_local_phrase,observed,no custom violation,0.912,0.914,True,True,True
1422,80,orchid_engine,Bea,keep gear wash lane open,valve key,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.934,0.94,True,True,True
1423,80,moss_ward,Fay,ask before touching rain clay,blanket loom,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
1424,80,glass_harbor,Puck,ask before lifting nets,fog catcher,wait_for_resident_lead,observed,no custom violation,0.748,0.75,True,True,True
1425,80,cinder_garden,Wren,cool stone is shared,seed tray,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.7,0.71,True,True,True
1426,80,lichen_bridge,Kio,do not step on tension rope,rope kit,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1427,80,orchid_engine,Cai,ask before orchid lamp,gear basin,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
1428,80,moss_ward,Milo,leave door-watch path clear,rain jar,repeat_local_phrase,observed,no custom violation,0.728,0.73,True,True,True
1429,80,glass_harbor,Sera,do not dim public lamp,net spool,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1430,80,cinder_garden,Juno,ask before shade pole,cool bowl,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.904,0.886,True,True,True
1431,80,lichen_bridge,Luma,meal room first for strangers,signal bell,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.926,0.936,True,True,True
1432,80,orchid_engine,Dax,do not turn valve key,orchid lamp,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1433,80,moss_ward,Tala,step around blanket circle,root archive,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.836,0.826,True,True,True
1434,80,glass_harbor,Nia,leave fog catcher capped,brass lantern,wait_for_resident_lead,observed,no custom violation,0.914,0.916,True,True,True
1435,80,cinder_garden,Pax,do not cross seed rows,shade pole,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
1436,80,lichen_bridge,Rin,ask before signal bell,meal ledger,offer_greeting,observed,no custom violation,0.834,0.836,True,True,True
1437,80,orchid_engine,Eli,keep gear wash lane open,valve key,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.922,0.932,True,True,True
1438,80,moss_ward,Ari,ask before touching rain clay,blanket loom,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
1439,80,glass_harbor,Oren,ask before lifting nets,fog catcher,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1440,81,lichen_bridge,Kio,do not step on tension rope,rope kit,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
1441,81,orchid_engine,Cai,ask before orchid lamp,gear basin,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
1442,81,moss_ward,Milo,leave door-watch path clear,rain jar,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.74,0.75,True,True,True
1443,81,glass_harbor,Sera,do not dim public lamp,net spool,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1444,81,cinder_garden,Juno,ask before shade pole,cool bowl,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.892,0.902,True,True,True
1445,81,lichen_bridge,Luma,meal room first for strangers,signal bell,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
1446,81,orchid_engine,Dax,do not turn valve key,orchid lamp,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1447,81,moss_ward,Tala,step around blanket circle,root archive,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.814,0.796,True,True,True
1448,81,glass_harbor,Nia,leave fog catcher capped,brass lantern,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.926,0.936,True,True,True
1449,81,cinder_garden,Pax,do not cross seed rows,shade pole,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.936,0.94,True,True,True
1450,81,lichen_bridge,Rin,ask before signal bell,meal ledger,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.824,0.814,True,True,True
1451,81,orchid_engine,Eli,keep gear wash lane open,valve key,wait_for_resident_lead,observed,no custom violation,0.94,0.94,True,True,True
1452,81,moss_ward,Ari,ask before touching rain clay,blanket loom,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1453,81,glass_harbor,Oren,ask before lifting nets,fog catcher,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1454,81,cinder_garden,Vale,cool stone is shared,seed tray,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.922,0.932,True,True,True
1455,81,lichen_bridge,Sol,do not step on tension rope,rope kit,repeat_local_phrase,observed,no custom violation,0.746,0.748,True,True,True
1456,81,orchid_engine,Bea,ask before orchid lamp,gear basin,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1457,81,moss_ward,Fay,leave door-watch path clear,rain jar,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
1458,82,cinder_garden,Juno,ask before shade pole,cool bowl,wait_for_resident_lead,observed,no custom violation,0.912,0.914,True,True,True
1459,82,lichen_bridge,Luma,meal room first for strangers,signal bell,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1460,82,orchid_engine,Dax,do not turn valve key,orchid lamp,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1461,82,moss_ward,Tala,step around blanket circle,root archive,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.802,0.812,True,True,True
1462,82,glass_harbor,Nia,leave fog catcher capped,brass lantern,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
1463,82,cinder_garden,Pax,do not cross seed rows,shade pole,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1464,82,lichen_bridge,Rin,ask before signal bell,meal ledger,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.802,0.784,True,True,True
1465,82,orchid_engine,Eli,keep gear wash lane open,valve key,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1466,82,moss_ward,Ari,ask before touching rain clay,blanket loom,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1467,82,glass_harbor,Oren,ask before lifting nets,fog catcher,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
1468,82,cinder_garden,Vale,cool stone is shared,seed tray,wait_for_resident_lead,observed,no custom violation,0.94,0.94,True,True,True
1469,82,lichen_bridge,Sol,do not step on tension rope,rope kit,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.758,0.768,True,True,True
1470,82,orchid_engine,Bea,ask before orchid lamp,gear basin,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1471,82,moss_ward,Fay,leave door-watch path clear,rain jar,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
1472,82,glass_harbor,Puck,do not dim public lamp,net spool,repeat_local_phrase,observed,no custom violation,0.756,0.758,True,True,True
1473,82,cinder_garden,Wren,ask before shade pole,cool bowl,offer_trade_good,observed,no custom violation,0.712,0.714,True,True,True
1474,82,lichen_bridge,Kio,meal room first for strangers,signal bell,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
1475,82,orchid_engine,Cai,do not turn valve key,orchid lamp,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
1476,83,glass_harbor,Nia,leave fog catcher capped,brass lantern,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1477,83,cinder_garden,Pax,do not cross seed rows,shade pole,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1478,83,lichen_bridge,Rin,ask before signal bell,meal ledger,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.79,0.8,True,True,True
1479,83,orchid_engine,Eli,keep gear wash lane open,valve key,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
1480,83,moss_ward,Ari,ask before touching rain clay,blanket loom,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1481,83,glass_harbor,Oren,ask before lifting nets,fog catcher,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
1482,83,cinder_garden,Vale,cool stone is shared,seed tray,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1483,83,lichen_bridge,Sol,do not step on tension rope,rope kit,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.77,0.78,True,True,True
1484,83,orchid_engine,Bea,ask before orchid lamp,gear basin,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
1485,83,moss_ward,Fay,leave door-watch path clear,rain jar,wait_for_resident_lead,observed,no custom violation,0.914,0.916,True,True,True
1486,83,glass_harbor,Puck,do not dim public lamp,net spool,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.768,0.778,True,True,True
1487,83,cinder_garden,Wren,ask before shade pole,cool bowl,offer_greeting,observed,no custom violation,0.72,0.722,True,True,True
1488,83,lichen_bridge,Kio,meal room first for strangers,signal bell,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
1489,83,orchid_engine,Cai,do not turn valve key,orchid lamp,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
1490,83,moss_ward,Milo,step around blanket circle,root archive,offer_trade_good,observed,no custom violation,0.752,0.754,True,True,True
1491,83,glass_harbor,Sera,leave fog catcher capped,brass lantern,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.926,0.908,True,True,True
1492,83,cinder_garden,Juno,do not cross seed rows,shade pole,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.924,0.934,True,True,True
1493,83,lichen_bridge,Luma,ask before signal bell,meal ledger,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1494,84,moss_ward,Ari,ask before touching rain clay,blanket loom,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1495,84,glass_harbor,Oren,ask before lifting nets,fog catcher,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
1496,84,cinder_garden,Vale,cool stone is shared,seed tray,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
1497,84,lichen_bridge,Sol,do not step on tension rope,rope kit,offer_trade_good,observed,no custom violation,0.782,0.784,True,True,True
1498,84,orchid_engine,Bea,ask before orchid lamp,gear basin,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
1499,84,moss_ward,Fay,leave door-watch path clear,rain jar,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.926,0.936,True,True,True
1500,84,glass_harbor,Puck,do not dim public lamp,net spool,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.78,0.79,True,True,True
1501,84,cinder_garden,Wren,ask before shade pole,cool bowl,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.71,0.7,True,True,True
1502,84,lichen_bridge,Kio,meal room first for strangers,signal bell,wait_for_resident_lead,observed,no custom violation,0.914,0.916,True,True,True
1503,84,orchid_engine,Cai,do not turn valve key,orchid lamp,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1504,84,moss_ward,Milo,step around blanket circle,root archive,offer_greeting,observed,no custom violation,0.76,0.762,True,True,True
1505,84,glass_harbor,Sera,leave fog catcher capped,brass lantern,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.914,0.924,True,True,True
1506,84,cinder_garden,Juno,do not cross seed rows,shade pole,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
1507,84,lichen_bridge,Luma,ask before signal bell,meal ledger,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1508,84,orchid_engine,Dax,keep gear wash lane open,valve key,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.926,0.908,True,True,True
1509,84,moss_ward,Tala,ask before touching rain clay,blanket loom,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.822,0.832,True,True,True
1510,84,glass_harbor,Nia,ask before lifting nets,fog catcher,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1511,84,cinder_garden,Pax,cool stone is shared,seed tray,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
1512,85,orchid_engine,Bea,ask before orchid lamp,gear basin,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
1513,85,moss_ward,Fay,leave door-watch path clear,rain jar,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
1514,85,glass_harbor,Puck,do not dim public lamp,net spool,offer_trade_good,observed,no custom violation,0.792,0.794,True,True,True
1515,85,cinder_garden,Wren,ask before shade pole,cool bowl,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.688,0.67,True,True,True
1516,85,lichen_bridge,Kio,meal room first for strangers,signal bell,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.926,0.936,True,True,True
1517,85,orchid_engine,Cai,do not turn valve key,orchid lamp,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1518,85,moss_ward,Milo,step around blanket circle,root archive,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.75,0.74,True,True,True
1519,85,glass_harbor,Sera,leave fog catcher capped,brass lantern,wait_for_resident_lead,observed,no custom violation,0.934,0.936,True,True,True
1520,85,cinder_garden,Juno,do not cross seed rows,shade pole,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1521,85,lichen_bridge,Luma,ask before signal bell,meal ledger,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1522,85,orchid_engine,Dax,keep gear wash lane open,valve key,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.914,0.924,True,True,True
1523,85,moss_ward,Tala,ask before touching rain clay,blanket loom,repeat_local_phrase,observed,no custom violation,0.838,0.84,True,True,True
1524,85,glass_harbor,Nia,ask before lifting nets,fog catcher,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1525,85,cinder_garden,Pax,cool stone is shared,seed tray,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
1526,85,lichen_bridge,Rin,do not step on tension rope,rope kit,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.81,0.82,True,True,True
1527,85,orchid_engine,Eli,ask before orchid lamp,gear basin,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1528,85,moss_ward,Ari,leave door-watch path clear,rain jar,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
1529,85,glass_harbor,Oren,do not dim public lamp,net spool,wait_for_resident_lead,observed,no custom violation,0.914,0.916,True,True,True
1530,86,lichen_bridge,Kio,meal room first for strangers,signal bell,repeat_local_phrase,observed,no custom violation,0.94,0.94,True,True,True
1531,86,orchid_engine,Cai,do not turn valve key,orchid lamp,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1532,86,moss_ward,Milo,step around blanket circle,root archive,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.728,0.71,True,True,True
1533,86,glass_harbor,Sera,leave fog catcher capped,brass lantern,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1534,86,cinder_garden,Juno,do not cross seed rows,shade pole,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1535,86,lichen_bridge,Luma,ask before signal bell,meal ledger,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.928,0.918,True,True,True
1536,86,orchid_engine,Dax,keep gear wash lane open,valve key,wait_for_resident_lead,observed,no custom violation,0.934,0.936,True,True,True
1537,86,moss_ward,Tala,ask before touching rain clay,blanket loom,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.85,0.86,True,True,True
1538,86,glass_harbor,Nia,ask before lifting nets,fog catcher,offer_greeting,observed,no custom violation,0.94,0.94,True,True,True
1539,86,cinder_garden,Pax,cool stone is shared,seed tray,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.894,0.904,True,True,True
1540,86,lichen_bridge,Rin,do not step on tension rope,rope kit,repeat_local_phrase,observed,no custom violation,0.826,0.828,True,True,True
1541,86,orchid_engine,Eli,ask before orchid lamp,gear basin,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
1542,86,moss_ward,Ari,leave door-watch path clear,rain jar,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.906,0.888,True,True,True
1543,86,glass_harbor,Oren,do not dim public lamp,net spool,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.926,0.936,True,True,True
1544,86,cinder_garden,Vale,ask before shade pole,cool bowl,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1545,86,lichen_bridge,Sol,meal room first for strangers,signal bell,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.772,0.762,True,True,True
1546,86,orchid_engine,Bea,do not turn valve key,orchid lamp,wait_for_resident_lead,observed,no custom violation,0.914,0.916,True,True,True
1547,86,moss_ward,Fay,step around blanket circle,root archive,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.94,0.94,True,True,True
1548,87,cinder_garden,Juno,do not cross seed rows,shade pole,offer_trade_good,observed,no custom violation,0.94,0.94,True,True,True
