tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_branch
505,34,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
506,34,archive_signal,single active branch,caravan task bell,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
507,34,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
508,34,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
509,34,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
510,35,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
511,35,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
512,35,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
513,35,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
514,35,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
515,35,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
516,35,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
517,35,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
518,35,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
519,35,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
520,35,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
521,35,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
522,35,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
523,35,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
524,35,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
525,36,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
526,36,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
527,36,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
528,36,roofward_archive,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
529,36,archive_signal,single active branch,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
530,36,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
531,36,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
532,36,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
533,36,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
534,36,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
535,36,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
536,36,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
537,36,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
538,36,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
539,36,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
540,37,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
541,37,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
542,37,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
543,37,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
544,37,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
545,37,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
546,37,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
547,37,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
548,37,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
549,37,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
550,37,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
551,37,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
552,37,roofward_archive,single active branch,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
553,37,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
554,37,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
555,38,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
556,38,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
557,38,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
558,38,roofward_archive,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
559,38,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
560,38,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
561,38,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
562,38,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
563,38,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
564,38,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
565,38,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
566,38,signal_orchard,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
567,38,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
568,38,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
569,38,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
570,39,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
571,39,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
572,39,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
573,39,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
574,39,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
575,39,riverbend_roofward,single active branch,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
576,39,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
577,39,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
578,39,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
579,39,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
580,39,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
581,39,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
582,39,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
583,39,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
584,39,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
585,40,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
586,40,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
587,40,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
588,40,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
589,40,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
590,40,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
591,40,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
592,40,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
593,40,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
594,40,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
595,40,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
596,40,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
597,40,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
598,40,riverbend_roofward,single active branch,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
599,40,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
600,41,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
601,41,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
602,41,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
603,41,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
604,41,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
605,41,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
606,41,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
607,41,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
608,41,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
609,41,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
610,41,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
611,41,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
612,41,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
613,41,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
614,41,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
615,42,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
616,42,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
617,42,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
618,42,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,avatar multitask strain,branch-pulse,True
619,42,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
620,42,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
621,42,central_repair_ring,single active branch,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
622,42,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
623,42,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
624,42,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,avatar multitask strain,branch-pulse,True
625,42,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
626,42,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
627,42,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
628,42,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
629,42,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
630,43,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
631,43,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
632,43,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
633,43,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
634,43,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
635,43,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
636,43,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
637,43,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
638,43,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
639,43,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
640,43,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
641,43,roofward_archive,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
642,43,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
643,43,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
644,43,orchard_riverbend,single active branch,map hum,wet cargo,cool route air,route damp,steady route stance,ambient-rate,True
645,44,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
646,44,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
647,44,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
648,44,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
649,44,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
650,44,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
651,44,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
652,44,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
653,44,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
654,44,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
655,44,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
656,44,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
657,44,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
658,44,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
659,44,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
660,45,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
661,45,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
662,45,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
663,45,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
664,45,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
665,45,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
666,45,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
667,45,orchard_riverbend,single active branch,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
668,45,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
669,45,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
670,45,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
671,45,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
672,45,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
673,45,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
674,45,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
675,46,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
676,46,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
677,46,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
678,46,signal_orchard,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
679,46,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
680,46,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
681,46,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
682,46,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
683,46,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
684,46,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
685,46,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
686,46,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
687,46,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
688,46,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
689,46,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,ambient-rate,True
690,47,signal_orchard,single active branch,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
691,47,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
692,47,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
693,47,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
694,47,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
695,47,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
696,47,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
697,47,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
698,47,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
699,47,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
700,47,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
701,47,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
702,47,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
703,47,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
704,47,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,ambient-rate,True
705,48,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
706,48,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
707,48,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
708,48,signal_orchard,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
709,48,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
710,48,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
711,48,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
712,48,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
713,48,archive_signal,single active branch,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
714,48,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
715,48,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
716,48,central_repair_ring,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
717,48,riverbend_roofward,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,branch-pulse,True
718,48,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
719,48,archive_signal,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
720,49,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,flower-node,True
721,49,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
722,49,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
723,49,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
724,49,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
725,49,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
726,49,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
727,49,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
728,49,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
729,49,riverbend_roofward,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
730,49,roofward_archive,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
731,49,archive_signal,branch comparison cards,dialogue chime,oil paper,cool route air,dry route board,listening posture,branch-pulse,True
732,49,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
733,49,orchard_riverbend,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
734,49,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,ambient-rate,True
735,50,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,flower-node,True
736,50,archive_signal,single active branch,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
737,50,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
738,50,orchard_riverbend,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
739,50,central_repair_ring,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
740,50,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,flower-node,True
741,50,roofward_archive,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
742,50,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
743,50,signal_orchard,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
744,50,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
745,50,central_repair_ring,branch comparison cards,caravan task bell,dry rope,cool route air,dry route board,steady route stance,flower-node,True
746,50,riverbend_roofward,branch comparison cards,dialogue chime,wet cargo,cool route air,route damp,listening posture,branch-pulse,True
747,50,roofward_archive,branch comparison cards,json editor click,dry rope,warm control room,dry route board,careful editing posture,branch-pulse,True
748,50,archive_signal,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,branch-pulse,True
749,50,signal_orchard,branch comparison cards,map hum,oil paper,cool route air,dry route board,steady route stance,ambient-rate,True
750,51,orchard_riverbend,branch comparison cards,json editor click,wet cargo,warm control room,route damp,careful editing posture,flower-node,True
751,51,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
752,51,riverbend_roofward,branch comparison cards,caravan task bell,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
753,51,roofward_archive,branch comparison cards,dialogue chime,dry rope,cool route air,dry route board,listening posture,branch-pulse,True
754,51,archive_signal,branch comparison cards,json editor click,oil paper,warm control room,dry route board,careful editing posture,branch-pulse,True
755,51,signal_orchard,branch comparison cards,caravan task bell,oil paper,cool route air,dry route board,steady route stance,flower-node,True
756,51,orchard_riverbend,branch comparison cards,map hum,wet cargo,cool route air,route damp,steady route stance,branch-pulse,True
757,51,central_repair_ring,branch comparison cards,map hum,dry rope,cool route air,dry route board,steady route stance,branch-pulse,True
