tick_id,day,settlement_id,resident_id,avatar_room,resident_room,egocentric_relation,visual_near,audible_near,smell_near,temperature_c,wetness_signal,pain_signal,tactile_signal,attention_focus,packet_source,local_not_global,private_workspace_sealed
1502,84,orchard,Ivo,seed lane,mud row,near-right,dry cord,cart creak,mud reed,14.32,0.27,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1503,84,repair_ring,Pax,bell alcove,cool corner,near-right,insulated tongs,bell hum,hot copper,17.08,0.25,0.16056,warm edge,queued work,avatar first-person local sample,True,True
1504,84,riverbend,Ari,kit alcove,plank hall,distant-behind,doorway shape,muffled lantern tick,mud thread,12.66,0.29,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1505,84,roofward,Sera,glass stair,ledger loft,distant-ahead,doorway shape,muffled hinge ticks,warm dust,18.04,0.25,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1506,84,archive,Nia,ink niche,ink niche,co-present,signal spool,page flutter,ink linen,15.72,0.23,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1507,84,signal,Ren,arrival court,lens room,distant-ahead,doorway shape,muffled rope creak,lamp oil,8.5,0.66,0.23948,wet sole,queued work,avatar first-person local sample,True,True
1508,84,orchard,Ivo,mud row,mud row,co-present,dry cord,seed rattle,dry twine,14.78,0.67,0.24236,wet sole,queued work,avatar first-person local sample,True,True
1509,84,repair_ring,Pax,cool corner,cool corner,co-present,insulated tongs,wire snap,stone chalk,18.26,0.29,0.15948,warm edge,resident boundary,avatar first-person local sample,True,True
1510,84,riverbend,Ari,arrival court,wet crossing,distant-ahead,doorway shape,muffled cedar knock,wet cedar,10.34,0.22,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1511,84,roofward,Sera,warm lane,ledger loft,near-right,brass hinge,paper hush,polished brass,19.22,0.29,0.16236,warm edge,queued work,avatar first-person local sample,True,True
1512,85,signal,Ren,lens room,lens room,co-present,oil lantern,static crickets,salt wind,10.28,0.24,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1513,85,orchard,Ivo,arrival court,mud row,distant-ahead,doorway shape,muffled seed rattle,mud reed,13.06,0.25,0.15912,neutral air,queued work,avatar first-person local sample,True,True
1514,85,repair_ring,Pax,spark lane,cool corner,distant-ahead,doorway shape,muffled wire snap,hot copper,16.54,0.68,0.24056,wet sole,resident boundary,avatar first-person local sample,True,True
1515,85,riverbend,Ari,dry ridge,dry ridge,co-present,ridge lantern,river slap,mud thread,12.12,0.22,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1516,85,roofward,Sera,arrival court,ledger loft,distant-ahead,doorway shape,muffled paper hush,warm dust,17.5,0.65,0.23912,wet sole,queued work,avatar first-person local sample,True,True
1517,85,archive,Nia,spool room,ink niche,near-right,signal spool,spool click,ink linen,15.18,0.3,0.16488,neutral air,resident boundary,avatar first-person local sample,True,True
1518,85,signal,Ren,signal perch,lens room,near-left,oil lantern,rope creak,hot glass,11.46,0.28,0.16236,neutral air,queued work,avatar first-person local sample,True,True
1519,85,orchard,Ivo,seed lane,mud row,near-right,dry cord,roof drip,dry twine,14.24,0.29,0.16056,neutral air,queued work,avatar first-person local sample,True,True
1520,85,repair_ring,Pax,bell alcove,arrival court,distant-behind,doorway shape,muffled cool fan,stone chalk,17.72,0.22,0.16164,warm edge,queued work,avatar first-person local sample,True,True
1521,85,riverbend,Ari,kit alcove,dry ridge,near-left,ridge lantern,cedar knock,warm oil,12.58,0.26,0.16236,neutral air,queued work,avatar first-person local sample,True,True
1522,85,roofward,Sera,glass stair,ledger loft,distant-ahead,doorway shape,muffled sun glass hum,polished brass,17.96,0.27,0.16056,neutral air,queued work,avatar first-person local sample,True,True
1523,85,archive,Nia,ink niche,ink niche,co-present,signal spool,stone echo,cold dust,15.64,0.25,0.16164,neutral air,queued work,avatar first-person local sample,True,True
1524,85,signal,Ren,arrival court,lens room,distant-ahead,doorway shape,muffled static crickets,salt wind,8.42,0.68,0.23912,wet sole,queued work,avatar first-person local sample,True,True
1525,85,orchard,Ivo,mud row,market plank,near-right,dry cord,cart creak,apple soil,14.7,0.64,0.242,wet sole,queued work,avatar first-person local sample,True,True
1526,85,repair_ring,Pax,cool corner,arrival court,distant-behind,doorway shape,muffled bell hum,clean cloth,18.18,0.26,0.16056,warm edge,resident boundary,avatar first-person local sample,True,True
1527,85,riverbend,Ari,arrival court,dry ridge,distant-ahead,doorway shape,muffled river slap,mud thread,10.26,0.24,0.15912,neutral air,queued work,avatar first-person local sample,True,True
1528,85,roofward,Sera,warm lane,ledger loft,near-right,brass hinge,hinge ticks,thyme paper,19.14,0.31,0.162,neutral air,queued work,avatar first-person local sample,True,True
1529,85,archive,Nia,memory desk,ink niche,near-left,signal spool,page flutter,wax seal,16.82,0.29,0.16056,warm edge,resident boundary,avatar first-person local sample,True,True
1530,86,orchard,Ivo,arrival court,satchel shed,distant-ahead,doorway shape,muffled cart creak,dry twine,12.98,0.22,0.15876,neutral air,queued work,avatar first-person local sample,True,True
1531,86,repair_ring,Pax,spark lane,arrival court,distant-behind,doorway shape,muffled bell hum,stone chalk,16.46,0.65,0.24164,wet sole,resident boundary,avatar first-person local sample,True,True
1532,86,riverbend,Ari,dry ridge,dry ridge,co-present,ridge lantern,lantern tick,warm oil,12.04,0.24,0.16056,neutral air,queued work,avatar first-person local sample,True,True
1533,86,roofward,Sera,arrival court,ledger loft,distant-ahead,doorway shape,muffled hinge ticks,polished brass,17.42,0.67,0.23876,wet sole,queued work,avatar first-person local sample,True,True
1534,86,archive,Nia,spool room,ink niche,near-right,signal spool,page flutter,cold dust,15.1,0.32,0.16164,neutral air,resident boundary,avatar first-person local sample,True,True
1535,86,signal,Ren,signal perch,signal perch,co-present,oil lantern,static crickets,lamp oil,11.38,0.25,0.16056,neutral air,queued work,avatar first-person local sample,True,True
1536,86,orchard,Ivo,seed lane,satchel shed,distant-ahead,doorway shape,muffled seed rattle,apple soil,14.16,0.26,0.1602,neutral air,queued work,avatar first-person local sample,True,True
1537,86,repair_ring,Pax,bell alcove,arrival court,distant-behind,doorway shape,muffled wire snap,clean cloth,17.64,0.24,0.16272,warm edge,queued work,avatar first-person local sample,True,True
1538,86,riverbend,Ari,kit alcove,dry ridge,near-left,ridge lantern,river slap,wet cedar,13.22,0.28,0.162,neutral air,queued work,avatar first-person local sample,True,True
1539,86,roofward,Sera,glass stair,ledger loft,distant-ahead,doorway shape,muffled paper hush,thyme paper,17.88,0.29,0.1602,neutral air,queued work,avatar first-person local sample,True,True
1540,86,archive,Nia,ink niche,memory desk,near-right,signal spool,spool click,wax seal,15.56,0.22,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1541,86,signal,Ren,arrival court,signal perch,distant-ahead,doorway shape,muffled beacon pulse,hot glass,8.34,0.65,0.2492,wet sole,queued work,avatar first-person local sample,True,True
1542,86,orchard,Ivo,mud row,satchel shed,distant-ahead,doorway shape,muffled roof drip,mud reed,14.62,0.66,0.24164,wet sole,queued work,avatar first-person local sample,True,True
1543,86,repair_ring,Pax,cool corner,arrival court,distant-behind,doorway shape,muffled cool fan,hot copper,18.1,0.28,0.16164,warm edge,resident boundary,avatar first-person local sample,True,True
1544,86,riverbend,Ari,arrival court,dry ridge,distant-ahead,doorway shape,muffled lantern tick,warm oil,10.18,0.26,0.1692,neutral air,queued work,avatar first-person local sample,True,True
1545,86,roofward,Sera,warm lane,sun sill,distant-ahead,doorway shape,muffled sun glass hum,warm dust,19.06,0.28,0.16164,neutral air,queued work,avatar first-person local sample,True,True
1546,86,archive,Nia,memory desk,memory desk,co-present,signal spool,stone echo,ink linen,16.74,0.26,0.16164,warm edge,resident boundary,avatar first-person local sample,True,True
1547,86,signal,Ren,mast base,signal perch,distant-ahead,doorway shape,muffled static crickets,lamp oil,9.52,0.27,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1548,87,repair_ring,Pax,spark lane,arrival court,distant-behind,doorway shape,muffled cool fan,clean cloth,16.38,0.67,0.24272,wet sole,resident boundary,avatar first-person local sample,True,True
1549,87,riverbend,Ari,dry ridge,dry ridge,co-present,ridge lantern,cedar knock,wet cedar,11.96,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1550,87,roofward,Sera,arrival court,arrival court,co-present,brass hinge,sun glass hum,thyme paper,17.34,0.64,0.24308,wet sole,queued work,avatar first-person local sample,True,True
1551,87,archive,Nia,spool room,memory desk,distant-ahead,doorway shape,muffled stone echo,wax seal,15.02,0.29,0.16272,neutral air,resident boundary,avatar first-person local sample,True,True
1552,87,signal,Ren,signal perch,signal perch,co-present,oil lantern,beacon pulse,salt wind,11.3,0.27,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1553,87,orchard,Ivo,seed lane,satchel shed,distant-ahead,doorway shape,muffled cart creak,mud reed,14.08,0.28,0.16308,neutral air,queued work,avatar first-person local sample,True,True
1554,87,repair_ring,Pax,bell alcove,arrival court,distant-behind,doorway shape,muffled bell hum,hot copper,17.56,0.26,0.15948,warm edge,queued work,avatar first-person local sample,True,True
1555,87,riverbend,Ari,kit alcove,kit alcove,co-present,ridge lantern,lantern tick,mud thread,13.14,0.25,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1556,87,roofward,Sera,glass stair,arrival court,near-left,brass hinge,hinge ticks,warm dust,18.52,0.26,0.15984,neutral air,queued work,avatar first-person local sample,True,True
1557,87,archive,Nia,ink niche,memory desk,near-right,signal spool,page flutter,ink linen,15.48,0.24,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1558,87,signal,Ren,arrival court,signal perch,distant-ahead,doorway shape,muffled rope creak,lamp oil,8.26,0.67,0.23948,wet sole,queued work,avatar first-person local sample,True,True
1559,87,orchard,Ivo,mud row,satchel shed,distant-ahead,doorway shape,muffled seed rattle,dry twine,14.54,0.68,0.23984,wet sole,queued work,avatar first-person local sample,True,True
1560,87,repair_ring,Pax,cool corner,wire bench,distant-behind,doorway shape,muffled wire snap,stone chalk,18.02,0.25,0.1584,warm edge,resident boundary,avatar first-person local sample,True,True
1561,87,riverbend,Ari,arrival court,kit alcove,distant-ahead,doorway shape,muffled cedar knock,wet cedar,10.1,0.23,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1562,87,roofward,Sera,warm lane,arrival court,distant-behind,doorway shape,muffled paper hush,polished brass,18.98,0.3,0.16128,neutral air,queued work,avatar first-person local sample,True,True
1563,87,archive,Nia,memory desk,memory desk,co-present,signal spool,spool click,cold dust,16.66,0.28,0.1584,warm edge,resident boundary,avatar first-person local sample,True,True
1564,87,signal,Ren,mast base,signal perch,distant-ahead,doorway shape,muffled beacon pulse,salt wind,9.44,0.29,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1565,87,orchard,Ivo,market plank,arrival court,distant-behind,doorway shape,muffled roof drip,apple soil,15.72,0.22,0.16128,warm edge,queued work,avatar first-person local sample,True,True
1566,88,riverbend,Ari,dry ridge,kit alcove,near-right,ridge lantern,river slap,mud thread,11.88,0.23,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1567,88,roofward,Sera,arrival court,arrival court,co-present,brass hinge,paper hush,warm dust,17.26,0.66,0.24272,wet sole,queued work,avatar first-person local sample,True,True
1568,88,archive,Nia,spool room,memory desk,distant-ahead,doorway shape,muffled spool click,ink linen,14.94,0.31,0.15948,neutral air,resident boundary,avatar first-person local sample,True,True
1569,88,signal,Ren,signal perch,signal perch,co-present,oil lantern,rope creak,hot glass,11.22,0.29,0.1692,neutral air,queued work,avatar first-person local sample,True,True
1570,88,orchard,Ivo,seed lane,seed lane,co-present,dry cord,roof drip,dry twine,14.0,0.25,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1571,88,repair_ring,Pax,bell alcove,wire bench,distant-behind,doorway shape,muffled cool fan,stone chalk,17.48,0.23,0.1665,warm edge,queued work,avatar first-person local sample,True,True
1572,88,riverbend,Ari,kit alcove,kit alcove,co-present,ridge lantern,cedar knock,warm oil,13.06,0.27,0.16236,neutral air,queued work,avatar first-person local sample,True,True
1573,88,roofward,Sera,glass stair,arrival court,near-left,brass hinge,sun glass hum,polished brass,18.44,0.28,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1574,88,archive,Nia,ink niche,memory desk,near-right,signal spool,stone echo,cold dust,16.12,0.26,0.16758,warm edge,queued work,avatar first-person local sample,True,True
1575,88,signal,Ren,arrival court,arrival court,co-present,oil lantern,static crickets,salt wind,8.18,0.64,0.24596,wet sole,queued work,avatar first-person local sample,True,True
1576,88,orchard,Ivo,mud row,seed lane,near-left,dry cord,cart creak,apple soil,14.46,0.65,0.23948,wet sole,queued work,avatar first-person local sample,True,True
1577,88,repair_ring,Pax,cool corner,wire bench,distant-behind,doorway shape,muffled bell hum,clean cloth,17.94,0.27,0.16542,warm edge,resident boundary,avatar first-person local sample,True,True
1578,88,riverbend,Ari,arrival court,kit alcove,distant-ahead,doorway shape,muffled river slap,mud thread,10.02,0.25,0.15912,neutral air,queued work,avatar first-person local sample,True,True
1579,88,roofward,Sera,warm lane,arrival court,distant-behind,doorway shape,muffled hinge ticks,thyme paper,18.9,0.32,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1580,88,archive,Nia,memory desk,arrival court,distant-behind,doorway shape,muffled page flutter,wax seal,16.58,0.25,0.1665,warm edge,resident boundary,avatar first-person local sample,True,True
1581,88,signal,Ren,mast base,arrival court,near-left,oil lantern,rope creak,hot glass,9.36,0.26,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1582,88,orchard,Ivo,market plank,seed lane,distant-behind,doorway shape,muffled seed rattle,mud reed,15.64,0.24,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1583,88,repair_ring,Pax,arrival court,wire bench,near-right,insulated tongs,cool fan,stone chalk,15.62,0.25,0.16218,neutral air,queued work,avatar first-person local sample,True,True
1584,89,roofward,Sera,arrival court,arrival court,co-present,brass hinge,hinge ticks,polished brass,17.18,0.68,0.24236,wet sole,queued work,avatar first-person local sample,True,True
1585,89,archive,Nia,spool room,stone stacks,near-left,signal spool,page flutter,cold dust,14.86,0.28,0.16326,neutral air,resident boundary,avatar first-person local sample,True,True
1586,89,signal,Ren,signal perch,arrival court,distant-behind,doorway shape,muffled static crickets,lamp oil,11.14,0.26,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1587,89,orchard,Ivo,seed lane,seed lane,co-present,dry cord,seed rattle,apple soil,13.92,0.27,0.16236,neutral air,queued work,avatar first-person local sample,True,True
1588,89,repair_ring,Pax,bell alcove,wire bench,distant-behind,doorway shape,muffled wire snap,clean cloth,17.4,0.25,0.1611,warm edge,queued work,avatar first-person local sample,True,True
1589,89,riverbend,Ari,kit alcove,kit alcove,co-present,ridge lantern,river slap,wet cedar,12.98,0.29,0.16056,neutral air,queued work,avatar first-person local sample,True,True
1590,89,roofward,Sera,glass stair,glass stair,co-present,brass hinge,paper hush,thyme paper,18.36,0.25,0.15912,neutral air,queued work,avatar first-person local sample,True,True
1591,89,archive,Nia,ink niche,stone stacks,distant-behind,doorway shape,muffled spool click,wax seal,16.04,0.23,0.16002,neutral air,queued work,avatar first-person local sample,True,True
1592,89,signal,Ren,arrival court,arrival court,co-present,oil lantern,beacon pulse,hot glass,8.82,0.66,0.2492,wet sole,queued work,avatar first-person local sample,True,True
1593,89,orchard,Ivo,mud row,seed lane,near-left,dry cord,roof drip,mud reed,14.38,0.67,0.23912,wet sole,queued work,avatar first-person local sample,True,True
1594,89,repair_ring,Pax,cool corner,wire bench,distant-behind,doorway shape,muffled cool fan,hot copper,17.86,0.29,0.16002,warm edge,resident boundary,avatar first-person local sample,True,True
1595,89,riverbend,Ari,arrival court,arrival court,co-present,ridge lantern,lantern tick,warm oil,9.94,0.22,0.1692,neutral air,queued work,avatar first-person local sample,True,True
1596,89,roofward,Sera,warm lane,glass stair,near-left,brass hinge,sun glass hum,warm dust,18.82,0.29,0.16056,neutral air,queued work,avatar first-person local sample,True,True
1597,89,archive,Nia,memory desk,stone stacks,distant-behind,doorway shape,muffled stone echo,ink linen,16.5,0.27,0.15894,warm edge,resident boundary,avatar first-person local sample,True,True
1598,89,signal,Ren,mast base,arrival court,near-left,oil lantern,static crickets,lamp oil,9.28,0.28,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1599,89,orchard,Ivo,market plank,seed lane,distant-behind,doorway shape,muffled cart creak,dry twine,15.56,0.26,0.16056,neutral air,queued work,avatar first-person local sample,True,True
1600,89,repair_ring,Pax,arrival court,spark lane,distant-ahead,doorway shape,muffled wire snap,clean cloth,15.54,0.22,0.1611,neutral air,queued work,avatar first-person local sample,True,True
1601,89,riverbend,Ari,plank hall,arrival court,near-left,ridge lantern,river slap,wet cedar,11.12,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1602,90,archive,Nia,spool room,stone stacks,near-left,signal spool,stone echo,wax seal,14.78,0.3,0.16002,neutral air,resident boundary,avatar first-person local sample,True,True
1603,90,signal,Ren,signal perch,arrival court,distant-behind,doorway shape,muffled beacon pulse,salt wind,11.06,0.28,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1604,90,orchard,Ivo,seed lane,seed lane,co-present,dry cord,cart creak,mud reed,13.84,0.29,0.162,neutral air,queued work,avatar first-person local sample,True,True
1605,90,repair_ring,Pax,bell alcove,bell alcove,co-present,insulated tongs,bell hum,hot copper,17.32,0.22,0.16002,warm edge,queued work,avatar first-person local sample,True,True
1606,90,riverbend,Ari,kit alcove,arrival court,distant-behind,doorway shape,muffled lantern tick,mud thread,12.9,0.26,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1607,90,roofward,Sera,glass stair,glass stair,co-present,brass hinge,hinge ticks,warm dust,18.28,0.27,0.162,neutral air,queued work,avatar first-person local sample,True,True
1608,90,archive,Nia,ink niche,stone stacks,distant-behind,doorway shape,muffled page flutter,ink linen,15.96,0.25,0.1611,neutral air,queued work,avatar first-person local sample,True,True
1609,90,signal,Ren,arrival court,arrival court,co-present,oil lantern,rope creak,lamp oil,8.74,0.68,0.23948,wet sole,queued work,avatar first-person local sample,True,True
1610,90,orchard,Ivo,mud row,mud row,co-present,dry cord,seed rattle,dry twine,15.02,0.64,0.23876,wet sole,queued work,avatar first-person local sample,True,True
1611,90,repair_ring,Pax,cool corner,bell alcove,near-left,insulated tongs,wire snap,stone chalk,17.78,0.26,0.15894,warm edge,resident boundary,avatar first-person local sample,True,True
1612,90,riverbend,Ari,arrival court,arrival court,co-present,ridge lantern,cedar knock,wet cedar,9.86,0.24,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1613,90,roofward,Sera,warm lane,glass stair,near-left,brass hinge,paper hush,polished brass,18.74,0.31,0.15876,neutral air,queued work,avatar first-person local sample,True,True
1614,90,archive,Nia,memory desk,stone stacks,distant-behind,doorway shape,muffled spool click,cold dust,16.42,0.29,0.16002,warm edge,resident boundary,avatar first-person local sample,True,True
1615,90,signal,Ren,mast base,mast base,co-present,oil lantern,beacon pulse,salt wind,9.2,0.25,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1616,90,orchard,Ivo,market plank,mud row,near-left,dry cord,roof drip,apple soil,15.48,0.23,0.1602,neutral air,queued work,avatar first-person local sample,True,True
1617,90,repair_ring,Pax,arrival court,bell alcove,distant-ahead,doorway shape,muffled bell hum,hot copper,15.46,0.24,0.16002,neutral air,queued work,avatar first-person local sample,True,True
1618,90,riverbend,Ari,plank hall,arrival court,near-left,ridge lantern,lantern tick,mud thread,11.04,0.28,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1619,90,roofward,Sera,ledger loft,glass stair,distant-behind,doorway shape,muffled sun glass hum,thyme paper,19.92,0.26,0.1602,warm edge,queued work,avatar first-person local sample,True,True
1620,91,signal,Ren,signal perch,lantern walk,distant-behind,doorway shape,muffled rope creak,hot glass,10.98,0.25,0.1692,neutral air,queued work,avatar first-person local sample,True,True
1621,91,orchard,Ivo,seed lane,mud row,near-right,dry cord,roof drip,dry twine,13.76,0.26,0.16164,neutral air,queued work,avatar first-person local sample,True,True
1622,91,repair_ring,Pax,bell alcove,bell alcove,co-present,insulated tongs,cool fan,stone chalk,17.24,0.24,0.15894,warm edge,queued work,avatar first-person local sample,True,True
1623,91,riverbend,Ari,kit alcove,arrival court,distant-behind,doorway shape,muffled cedar knock,warm oil,12.82,0.28,0.1692,neutral air,queued work,avatar first-person local sample,True,True
1624,91,roofward,Sera,glass stair,glass stair,co-present,brass hinge,sun glass hum,polished brass,18.2,0.29,0.16164,neutral air,queued work,avatar first-person local sample,True,True
1625,91,archive,Nia,ink niche,spool room,near-left,signal spool,stone echo,cold dust,15.88,0.22,0.1611,neutral air,queued work,avatar first-person local sample,True,True
1626,91,signal,Ren,arrival court,lantern walk,distant-ahead,doorway shape,muffled static crickets,salt wind,8.66,0.65,0.24596,wet sole,queued work,avatar first-person local sample,True,True
1627,91,orchard,Ivo,mud row,mud row,co-present,dry cord,cart creak,apple soil,14.94,0.66,0.24308,wet sole,queued work,avatar first-person local sample,True,True
1628,91,repair_ring,Pax,cool corner,bell alcove,near-left,insulated tongs,bell hum,clean cloth,18.42,0.28,0.15786,warm edge,resident boundary,avatar first-person local sample,True,True
1629,91,riverbend,Ari,arrival court,arrival court,co-present,ridge lantern,river slap,mud thread,9.78,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1630,91,roofward,Sera,warm lane,warm lane,co-present,brass hinge,hinge ticks,thyme paper,18.66,0.28,0.16308,neutral air,queued work,avatar first-person local sample,True,True
1631,91,archive,Nia,memory desk,spool room,distant-behind,doorway shape,muffled page flutter,wax seal,16.34,0.26,0.16002,warm edge,resident boundary,avatar first-person local sample,True,True
1632,91,signal,Ren,mast base,lantern walk,near-right,oil lantern,rope creak,hot glass,9.12,0.27,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1633,91,orchard,Ivo,market plank,mud row,near-left,dry cord,seed rattle,mud reed,15.4,0.25,0.15984,neutral air,queued work,avatar first-person local sample,True,True
1634,91,repair_ring,Pax,arrival court,bell alcove,distant-ahead,doorway shape,muffled cool fan,stone chalk,15.38,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1635,91,riverbend,Ari,plank hall,plank hall,co-present,ridge lantern,cedar knock,warm oil,10.96,0.25,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1636,91,roofward,Sera,ledger loft,warm lane,near-left,brass hinge,paper hush,warm dust,19.84,0.23,0.15984,warm edge,queued work,avatar first-person local sample,True,True
1637,91,archive,Nia,arrival court,spool room,distant-ahead,doorway shape,muffled stone echo,cold dust,14.02,0.66,0.2411,wet sole,queued work,avatar first-person local sample,True,True
1638,92,orchard,Ivo,seed lane,mud row,near-right,dry cord,seed rattle,apple soil,13.68,0.28,0.16128,neutral air,queued work,avatar first-person local sample,True,True
1639,92,repair_ring,Pax,bell alcove,bell alcove,co-present,insulated tongs,wire snap,clean cloth,17.16,0.26,0.16488,warm edge,queued work,avatar first-person local sample,True,True
1640,92,riverbend,Ari,kit alcove,wet crossing,distant-behind,doorway shape,muffled river slap,wet cedar,12.74,0.25,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1641,92,roofward,Sera,glass stair,warm lane,near-right,brass hinge,paper hush,thyme paper,18.12,0.26,0.16128,neutral air,queued work,avatar first-person local sample,True,True
1642,92,archive,Nia,ink niche,spool room,near-left,signal spool,spool click,wax seal,15.8,0.24,0.16002,neutral air,queued work,avatar first-person local sample,True,True
1643,92,signal,Ren,arrival court,lantern walk,distant-ahead,doorway shape,muffled beacon pulse,hot glass,8.58,0.67,0.23948,wet sole,queued work,avatar first-person local sample,True,True
1644,92,orchard,Ivo,mud row,mud row,co-present,dry cord,roof drip,mud reed,14.86,0.68,0.24272,wet sole,queued work,avatar first-person local sample,True,True
1645,92,repair_ring,Pax,cool corner,cool corner,co-present,insulated tongs,cool fan,hot copper,18.34,0.25,0.1638,warm edge,resident boundary,avatar first-person local sample,True,True
1646,92,riverbend,Ari,arrival court,wet crossing,distant-ahead,doorway shape,muffled lantern tick,warm oil,10.42,0.23,0.1692,neutral air,queued work,avatar first-person local sample,True,True
1647,92,roofward,Sera,warm lane,warm lane,co-present,brass hinge,sun glass hum,warm dust,18.58,0.3,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1648,92,archive,Nia,memory desk,spool room,distant-behind,doorway shape,muffled stone echo,ink linen,16.26,0.28,0.15894,warm edge,resident boundary,avatar first-person local sample,True,True
1649,92,signal,Ren,mast base,lantern walk,near-right,oil lantern,static crickets,lamp oil,9.04,0.29,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1650,92,orchard,Ivo,market plank,market plank,co-present,dry cord,cart creak,dry twine,15.32,0.22,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1651,92,repair_ring,Pax,arrival court,cool corner,distant-ahead,doorway shape,muffled wire snap,clean cloth,15.3,0.23,0.16056,neutral air,queued work,avatar first-person local sample,True,True
1652,92,riverbend,Ari,plank hall,wet crossing,near-right,ridge lantern,river slap,wet cedar,10.88,0.27,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1653,92,roofward,Sera,ledger loft,warm lane,near-left,brass hinge,hinge ticks,polished brass,19.76,0.25,0.15948,warm edge,queued work,avatar first-person local sample,True,True
1654,92,archive,Nia,arrival court,spool room,distant-ahead,doorway shape,muffled spool click,wax seal,13.94,0.68,0.24704,wet sole,queued work,avatar first-person local sample,True,True
1655,92,signal,Ren,lantern walk,lens room,near-right,oil lantern,rope creak,salt wind,10.22,0.28,0.1692,neutral air,queued work,avatar first-person local sample,True,True
1656,93,repair_ring,Pax,bell alcove,cool corner,near-right,insulated tongs,bell hum,hot copper,17.08,0.23,0.15948,warm edge,queued work,avatar first-person local sample,True,True
1657,93,riverbend,Ari,kit alcove,wet crossing,distant-behind,doorway shape,muffled lantern tick,mud thread,12.66,0.27,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1658,93,roofward,Sera,glass stair,warm lane,near-right,brass hinge,hinge ticks,warm dust,18.04,0.28,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1659,93,archive,Nia,ink niche,spool room,near-left,signal spool,page flutter,ink linen,15.72,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1660,93,signal,Ren,arrival court,signal perch,distant-ahead,doorway shape,muffled rope creak,lamp oil,8.5,0.64,0.24596,wet sole,queued work,avatar first-person local sample,True,True
1661,93,orchard,Ivo,mud row,market plank,near-right,dry cord,seed rattle,dry twine,14.78,0.65,0.24092,wet sole,queued work,avatar first-person local sample,True,True
1662,93,repair_ring,Pax,cool corner,cool corner,co-present,insulated tongs,wire snap,stone chalk,18.26,0.27,0.1584,warm edge,resident boundary,avatar first-person local sample,True,True
1663,93,riverbend,Ari,arrival court,wet crossing,distant-ahead,doorway shape,muffled cedar knock,wet cedar,10.34,0.25,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1664,93,roofward,Sera,warm lane,warm lane,co-present,brass hinge,paper hush,polished brass,19.22,0.32,0.16236,warm edge,queued work,avatar first-person local sample,True,True
1665,93,archive,Nia,memory desk,ink niche,near-left,signal spool,spool click,cold dust,16.18,0.25,0.16488,warm edge,resident boundary,avatar first-person local sample,True,True
1666,93,signal,Ren,mast base,signal perch,distant-ahead,doorway shape,muffled beacon pulse,salt wind,8.96,0.26,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1667,93,orchard,Ivo,market plank,market plank,co-present,dry cord,roof drip,apple soil,15.24,0.24,0.16236,neutral air,queued work,avatar first-person local sample,True,True
1668,93,repair_ring,Pax,arrival court,cool corner,distant-ahead,doorway shape,muffled bell hum,hot copper,15.22,0.25,0.15948,neutral air,queued work,avatar first-person local sample,True,True
