tick_id,agent_id,replay_event,payload_hash,dom_selector,expected_public_state,observed_public_state,replay_exportable,deterministic_order
682,Ivo,avatar_text_input,v35-053202,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,743
682,Ivo,click_to_talk_reply,v35-384743,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,744
684,Ari,avatar_text_input,v35-914777,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,745
684,Ari,click_to_talk_reply,v35-295648,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,746
686,Nia,avatar_text_input,v35-157402,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,747
686,Nia,click_to_talk_reply,v35-435926,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,748
687,Milo,click_to_talk_reply,v35-380838,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,749
689,Juno,avatar_text_input,v35-822580,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,750
689,Juno,click_to_talk_reply,v35-017389,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,751
691,Fay,avatar_text_input,v35-915107,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,752
691,Fay,click_to_talk_reply,v35-207215,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,753
693,Milo,click_to_talk_reply,v35-380381,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,754
694,Ivo,avatar_text_input,v35-829316,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,755
694,Ivo,click_to_talk_reply,v35-052709,#talk-Ivo,I can bring seeds if we keep them dry.,I can bring seeds if we keep them dry.,True,756
696,Ari,avatar_text_input,v35-945367,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,757
696,Ari,click_to_talk_reply,v35-920245,#talk-Ari,Gabriel waited near the ridge.,Gabriel waited near the ridge.,True,758
698,Nia,avatar_text_input,v35-050814,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,759
698,Nia,click_to_talk_reply,v35-285340,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,760
699,Milo,click_to_talk_reply,v35-381293,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,761
701,Juno,avatar_text_input,v35-965908,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,762
701,Juno,click_to_talk_reply,v35-380589,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,763
703,Fay,avatar_text_input,v35-944337,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,764
703,Fay,click_to_talk_reply,v35-083889,#talk-Fay,Gabriel slowed down after I hesitated.,Gabriel slowed down after I hesitated.,True,765
705,Milo,click_to_talk_reply,v35-379476,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,766
706,Ivo,avatar_text_input,v35-835941,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,767
706,Ivo,click_to_talk_reply,v35-384293,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,768
708,Ari,avatar_text_input,v35-797296,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,769
708,Ari,click_to_talk_reply,v35-184821,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,770
710,Nia,avatar_text_input,v35-824199,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,771
710,Nia,click_to_talk_reply,v35-465698,#talk-Nia,I can explain the pattern if you leave the spool with me.,I can explain the pattern if you leave the spool with me.,True,772
711,Milo,click_to_talk_reply,v35-379019,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,773
713,Juno,avatar_text_input,v35-182502,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,774
713,Juno,click_to_talk_reply,v35-122068,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,775
715,Fay,avatar_text_input,v35-797626,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,776
715,Fay,click_to_talk_reply,v35-098273,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,777
717,Milo,click_to_talk_reply,v35-379931,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,778
718,Ivo,avatar_text_input,v35-917284,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,779
718,Ivo,click_to_talk_reply,v35-357797,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,780
720,Ari,avatar_text_input,v35-941260,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,781
720,Ari,click_to_talk_reply,v35-353837,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.95.,Energy low but steady; comfort is 0.96 and safety is 0.95.,True,782
722,Nia,avatar_text_input,v35-832184,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,783
722,Nia,click_to_talk_reply,v35-283521,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,784
723,Milo,click_to_talk_reply,v35-379474,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,785
725,Juno,avatar_text_input,v35-075425,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,786
725,Juno,click_to_talk_reply,v35-447903,#talk-Juno,Back up. Sparks near my hands make me lose the thread.,Back up. Sparks near my hands make me lose the thread.,True,787
727,Fay,avatar_text_input,v35-942959,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,788
727,Fay,click_to_talk_reply,v35-355305,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.94.,Energy low but steady; comfort is 0.96 and safety is 0.94.,True,789
729,Milo,click_to_talk_reply,v35-380386,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,790
730,Ivo,avatar_text_input,v35-946505,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,791
730,Ivo,click_to_talk_reply,v35-034445,#talk-Ivo,Gabriel protected the seed satchel.,Gabriel protected the seed satchel.,True,792
731,Juno,avatar_text_input,v35-966361,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,793
731,Juno,click_to_talk_reply,v35-379997,#talk-Juno,Energy low but steady; comfort is 0.90 and safety is 0.88.,Energy low but steady; comfort is 0.90 and safety is 0.88.,True,794
732,Ari,avatar_text_input,v35-156834,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,795
732,Ari,click_to_talk_reply,v35-294739,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,796
734,Nia,avatar_text_input,v35-913527,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,797
734,Nia,click_to_talk_reply,v35-435017,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,798
735,Milo,click_to_talk_reply,v35-379929,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,799
736,Ivo,avatar_text_input,v35-160248,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,800
736,Ivo,click_to_talk_reply,v35-357795,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,801
737,Juno,avatar_text_input,v35-850423,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,802
737,Juno,click_to_talk_reply,v35-106708,#talk-Juno,I can finish if you give my hands room.,I can finish if you give my hands room.,True,803
739,Fay,avatar_text_input,v35-158533,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,804
739,Fay,click_to_talk_reply,v35-207675,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,805
741,Milo,click_to_talk_reply,v35-379472,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,806
742,Ivo,avatar_text_input,v35-799794,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,807
742,Ivo,click_to_talk_reply,v35-245596,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,808
744,Fay,avatar_text_input,v35-826540,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,809
744,Fay,click_to_talk_reply,v35-102899,#talk-Fay,That request is easier if we go slowly.,That request is easier if we go slowly.,True,810
746,Milo,avatar_text_input,v35-819949,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,811
746,Milo,click_to_talk_reply,v35-029460,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,812
747,Ivo,click_to_talk_reply,v35-358240,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,813
749,Ari,avatar_text_input,v35-798052,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,814
749,Ari,click_to_talk_reply,v35-185577,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,815
751,Nia,avatar_text_input,v35-824955,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,816
751,Nia,click_to_talk_reply,v35-466454,#talk-Nia,I can explain the pattern if you leave the spool with me.,I can explain the pattern if you leave the spool with me.,True,817
752,Milo,avatar_text_input,v35-937099,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,818
752,Milo,click_to_talk_reply,v35-135791,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,819
753,Ivo,click_to_talk_reply,v35-357783,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,820
754,Juno,avatar_text_input,v35-183258,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,821
754,Juno,click_to_talk_reply,v35-122824,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,822
756,Fay,avatar_text_input,v35-834525,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,823
756,Fay,click_to_talk_reply,v35-307066,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,824
757,Nia,avatar_text_input,v35-944420,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,825
757,Nia,click_to_talk_reply,v35-115420,#talk-Nia,Gabriel asked before touching my spool.,Gabriel asked before touching my spool.,True,826
758,Milo,avatar_text_input,v35-966006,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,827
758,Milo,click_to_talk_reply,v35-380687,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,828
759,Ivo,click_to_talk_reply,v35-358695,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,829
761,Ari,avatar_text_input,v35-942016,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,830
761,Ari,click_to_talk_reply,v35-354824,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,831
763,Nia,avatar_text_input,v35-832940,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,832
763,Nia,click_to_talk_reply,v35-284277,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,833
765,Ivo,click_to_talk_reply,v35-358238,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,834
766,Juno,avatar_text_input,v35-076181,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,835
766,Juno,click_to_talk_reply,v35-448659,#talk-Juno,Back up. Sparks near my hands make me lose the thread.,Back up. Sparks near my hands make me lose the thread.,True,836
768,Fay,avatar_text_input,v35-915868,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,837
768,Fay,click_to_talk_reply,v35-207976,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,838
770,Milo,avatar_text_input,v35-181231,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,839
770,Milo,click_to_talk_reply,v35-135789,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,840
771,Ivo,click_to_talk_reply,v35-357781,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,841
773,Ari,avatar_text_input,v35-157590,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,842
773,Ari,click_to_talk_reply,v35-295495,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,843
774,Fay,avatar_text_input,v35-826993,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,844
774,Fay,click_to_talk_reply,v35-103352,#talk-Fay,That request is easier if we go slowly.,That request is easier if we go slowly.,True,845
775,Nia,avatar_text_input,v35-914283,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,846
775,Nia,click_to_talk_reply,v35-435773,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,847
777,Ivo,click_to_talk_reply,v35-358693,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,848
778,Juno,avatar_text_input,v35-851179,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,849
778,Juno,click_to_talk_reply,v35-107464,#talk-Juno,I can finish if you give my hands room.,I can finish if you give my hands room.,True,850
780,Fay,avatar_text_input,v35-945089,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,851
780,Fay,click_to_talk_reply,v35-084641,#talk-Fay,Gabriel slowed down after I hesitated.,Gabriel slowed down after I hesitated.,True,852
782,Milo,avatar_text_input,v35-074154,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,853
782,Milo,click_to_talk_reply,v35-414352,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,854
783,Ivo,click_to_talk_reply,v35-358236,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,855
785,Ari,avatar_text_input,v35-051002,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,856
785,Ari,click_to_talk_reply,v35-533775,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,857
787,Nia,avatar_text_input,v35-944873,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,858
787,Nia,click_to_talk_reply,v35-115873,#talk-Nia,Gabriel asked before touching my spool.,Gabriel asked before touching my spool.,True,859
789,Ivo,click_to_talk_reply,v35-359148,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,860
790,Juno,avatar_text_input,v35-857839,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,861
790,Juno,click_to_talk_reply,v35-448200,#talk-Juno,Back up. Sparks near my hands make me lose the thread.,Back up. Sparks near my hands make me lose the thread.,True,862
791,Ari,avatar_text_input,v35-942469,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,863
791,Ari,click_to_talk_reply,v35-354237,#talk-Ari,Energy low but steady; comfort is 0.90 and safety is 0.88.,Energy low but steady; comfort is 0.90 and safety is 0.88.,True,864
792,Fay,avatar_text_input,v35-798378,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,865
792,Fay,click_to_talk_reply,v35-099025,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,866
794,Milo,avatar_text_input,v35-849152,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,867
794,Milo,click_to_talk_reply,v35-046999,#talk-Milo,I can lead if the lantern stays lit.,I can lead if the lantern stays lit.,True,868
795,Ivo,click_to_talk_reply,v35-358691,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,869
797,Ari,avatar_text_input,v35-827116,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,870
797,Ari,click_to_talk_reply,v35-045137,#talk-Ari,I can try that if we keep the kit dry.,I can try that if we keep the kit dry.,True,871
799,Nia,avatar_text_input,v35-798162,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,872
799,Nia,click_to_talk_reply,v35-323191,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,873
801,Ivo,click_to_talk_reply,v35-356874,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,874
802,Juno,avatar_text_input,v35-938215,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,875
802,Juno,click_to_talk_reply,v35-121915,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,876
804,Fay,avatar_text_input,v35-942351,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,877
804,Fay,click_to_talk_reply,v35-355159,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,878
806,Milo,avatar_text_input,v35-855821,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,879
806,Milo,click_to_talk_reply,v35-413902,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,880
807,Ivo,click_to_talk_reply,v35-357786,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,881
809,Ari,avatar_text_input,v35-833741,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,882
809,Ari,click_to_talk_reply,v35-533325,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,883
811,Nia,avatar_text_input,v35-940766,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,884
811,Nia,click_to_talk_reply,v35-353343,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.95.,Energy low but steady; comfort is 0.96 and safety is 0.95.,True,885
813,Ivo,click_to_talk_reply,v35-357329,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,886
814,Juno,avatar_text_input,v35-968955,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,887
814,Juno,click_to_talk_reply,v35-092418,#talk-Juno,Gabriel stepped back from the sparks.,Gabriel stepped back from the sparks.,True,888
816,Fay,avatar_text_input,v35-157925,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,889
816,Fay,click_to_talk_reply,v35-207067,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,890
818,Milo,avatar_text_input,v35-937557,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,891
818,Milo,click_to_talk_reply,v35-136249,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,892
819,Ivo,click_to_talk_reply,v35-358241,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,893
821,Ari,avatar_text_input,v35-913715,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,894
821,Ari,click_to_talk_reply,v35-294586,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,895
823,Nia,avatar_text_input,v35-156340,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,896
823,Nia,click_to_talk_reply,v35-434864,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,897
825,Ivo,click_to_talk_reply,v35-357784,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,898
826,Juno,avatar_text_input,v35-821518,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,899
826,Juno,click_to_talk_reply,v35-016327,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,900
828,Fay,avatar_text_input,v35-051337,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,901
828,Fay,click_to_talk_reply,v35-307067,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,902
830,Milo,avatar_text_input,v35-966928,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,903
830,Milo,click_to_talk_reply,v35-928792,#talk-Milo,Gabriel kept the lantern lit.,Gabriel kept the lantern lit.,True,904
831,Ivo,click_to_talk_reply,v35-357327,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,905
833,Ari,avatar_text_input,v35-944305,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,906
833,Ari,click_to_talk_reply,v35-919183,#talk-Ari,Gabriel waited near the ridge.,Gabriel waited near the ridge.,True,907
835,Nia,avatar_text_input,v35-049752,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,908
835,Nia,click_to_talk_reply,v35-284278,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,909
837,Ivo,click_to_talk_reply,v35-358239,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,910
838,Juno,avatar_text_input,v35-967575,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,911
838,Juno,click_to_talk_reply,v35-381792,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.94.,Energy low but steady; comfort is 0.96 and safety is 0.94.,True,912
840,Fay,avatar_text_input,v35-826082,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,913
840,Fay,click_to_talk_reply,v35-102441,#talk-Fay,That request is easier if we go slowly.,That request is easier if we go slowly.,True,914
842,Milo,avatar_text_input,v35-819491,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,915
842,Milo,click_to_talk_reply,v35-029002,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,916
843,Ivo,click_to_talk_reply,v35-357782,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,917
845,Ari,avatar_text_input,v35-797594,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,918
845,Ari,click_to_talk_reply,v35-185119,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,919
847,Nia,avatar_text_input,v35-825866,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,920
847,Nia,click_to_talk_reply,v35-467365,#talk-Nia,I can explain the pattern if you leave the spool with me.,I can explain the pattern if you leave the spool with me.,True,921
849,Ivo,click_to_talk_reply,v35-358694,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,922
850,Juno,avatar_text_input,v35-182800,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,923
850,Juno,click_to_talk_reply,v35-122366,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,924
852,Nia,avatar_text_input,v35-913675,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,925
852,Nia,click_to_talk_reply,v35-435165,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,926
854,Ivo,avatar_text_input,v35-160396,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,927
854,Ivo,click_to_talk_reply,v35-357943,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,928
855,Juno,avatar_text_input,v35-850571,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,929
855,Juno,click_to_talk_reply,v35-106856,#talk-Juno,I can finish if you give my hands room.,I can finish if you give my hands room.,True,930
857,Fay,avatar_text_input,v35-158681,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,931
857,Fay,click_to_talk_reply,v35-207823,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,932
859,Milo,avatar_text_input,v35-938313,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,933
859,Milo,click_to_talk_reply,v35-137005,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,934
861,Juno,avatar_text_input,v35-183103,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,935
861,Juno,click_to_talk_reply,v35-122669,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,936
862,Ari,avatar_text_input,v35-914471,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,937
862,Ari,click_to_talk_reply,v35-295342,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,938
864,Nia,avatar_text_input,v35-944265,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,939
864,Nia,click_to_talk_reply,v35-115265,#talk-Nia,Gabriel asked before touching my spool.,Gabriel asked before touching my spool.,True,940
866,Ivo,avatar_text_input,v35-053808,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,941
866,Ivo,click_to_talk_reply,v35-385349,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,942
867,Juno,click_to_talk_reply,v35-382557,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,943
869,Fay,avatar_text_input,v35-052093,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,944
869,Fay,click_to_talk_reply,v35-307823,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,945
871,Milo,avatar_text_input,v35-967684,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,946
871,Milo,click_to_talk_reply,v35-929548,#talk-Milo,Gabriel kept the lantern lit.,Gabriel kept the lantern lit.,True,947
872,Ivo,avatar_text_input,v35-945275,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,948
