tick_id,route_id,replay_event,event_payload_hash,replay_exportable,dom_selector,expected_state_after,observed_state_after,deterministic_order
638,archive_signal,visible_body_reaction,v34-067660,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",1395
638,archive_signal,delayed_followup_dialogue,v34-344805,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,1396
639,signal_orchard,animation_pause,v34-683154,True,#anim-signal_orchard-pause,paused,paused,1397
639,signal_orchard,visible_body_reaction,v34-079381,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1398
639,signal_orchard,delayed_followup_dialogue,v34-517686,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1399
640,orchard_riverbend,export_snapshot,v34-248921,True,#snapshot-export-box,snapshot:orchard_riverbend:d54:t4,snapshot:orchard_riverbend:d54:t4,1400
641,central_repair_ring,rollback_direct,v34-023537,True,#rollback-central_repair_ring,inner repair yard,inner repair yard,1401
641,central_repair_ring,visible_body_reaction,v34-135634,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",1402
642,riverbend_roofward,animation_play,v34-763406,True,#anim-riverbend_roofward-play,playing,playing,1403
642,riverbend_roofward,visible_body_reaction,v34-192587,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",1404
642,riverbend_roofward,delayed_followup_dialogue,v34-438283,True,#followup-riverbend_roofward,I noticed you chose the dry ridge. I can keep carrying the kit.,I noticed you chose the dry ridge. I can keep carrying the kit.,1405
643,roofward_archive,export_snapshot,v34-210670,True,#snapshot-export-box,snapshot:roofward_archive:d54:t7,snapshot:roofward_archive:d54:t7,1406
644,archive_signal,merge_detour,v34-886787,True,#merge-archive_signal,stone kiosk path,stone kiosk path,1407
644,archive_signal,visible_body_reaction,v34-067257,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",1408
644,archive_signal,delayed_followup_dialogue,v34-344402,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,1409
645,signal_orchard,animation_pause,v34-682751,True,#anim-signal_orchard-pause,paused,paused,1410
645,signal_orchard,visible_body_reaction,v34-078978,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1411
645,signal_orchard,delayed_followup_dialogue,v34-517283,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1412
646,orchard_riverbend,paste_import_snapshot,v34-388137,True,#snapshot-paste-box,imported:orchard_riverbend:d54:t10,imported:orchard_riverbend:d54:t10,1413
647,central_repair_ring,delayed_followup_dialogue,v34-564739,True,#followup-central_repair_ring,The outer path gave me room. I can finish the wire without shaking.,The outer path gave me room. I can finish the wire without shaking.,1414
648,riverbend_roofward,animation_play,v34-764210,True,#anim-riverbend_roofward-play,playing,playing,1415
648,riverbend_roofward,visible_body_reaction,v34-193391,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",1416
648,riverbend_roofward,delayed_followup_dialogue,v34-439087,True,#followup-riverbend_roofward,I noticed you chose the dry ridge. I can keep carrying the kit.,I noticed you chose the dry ridge. I can keep carrying the kit.,1417
649,roofward_archive,paste_import_snapshot,v34-337905,True,#snapshot-paste-box,imported:roofward_archive:d55:t1,imported:roofward_archive:d55:t1,1418
650,archive_signal,merge_detour,v34-886576,True,#merge-archive_signal,stone kiosk path,stone kiosk path,1419
650,archive_signal,visible_body_reaction,v34-066854,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",1420
650,archive_signal,delayed_followup_dialogue,v34-343999,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,1421
651,signal_orchard,animation_pause,v34-682348,True,#anim-signal_orchard-pause,paused,paused,1422
651,signal_orchard,visible_body_reaction,v34-078575,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1423
651,signal_orchard,delayed_followup_dialogue,v34-516880,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1424
652,orchard_riverbend,export_snapshot,v34-249526,True,#snapshot-export-box,snapshot:orchard_riverbend:d55:t4,snapshot:orchard_riverbend:d55:t4,1425
653,central_repair_ring,rollback_direct,v34-024137,True,#rollback-central_repair_ring,inner repair yard,inner repair yard,1426
653,central_repair_ring,visible_body_reaction,v34-136035,True,#body-reaction-central_repair_ring,"Juno covers the wire, exhales, then nods once","Juno covers the wire, exhales, then nods once",1427
654,riverbend_roofward,animation_play,v34-763807,True,#anim-riverbend_roofward-play,playing,playing,1428
654,riverbend_roofward,visible_body_reaction,v34-192988,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",1429
654,riverbend_roofward,delayed_followup_dialogue,v34-438684,True,#followup-riverbend_roofward,I noticed you chose the dry ridge. I can keep carrying the kit.,I noticed you chose the dry ridge. I can keep carrying the kit.,1430
655,roofward_archive,export_snapshot,v34-211273,True,#snapshot-export-box,snapshot:roofward_archive:d55:t7,snapshot:roofward_archive:d55:t7,1431
656,archive_signal,merge_detour,v34-887572,True,#merge-archive_signal,stone kiosk path,stone kiosk path,1432
656,archive_signal,visible_body_reaction,v34-067658,True,#body-reaction-archive_signal,"Nia blinks twice, then points toward the kiosk","Nia blinks twice, then points toward the kiosk",1433
656,archive_signal,delayed_followup_dialogue,v34-344803,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,1434
657,signal_orchard,animation_pause,v34-683152,True,#anim-signal_orchard-pause,paused,paused,1435
657,signal_orchard,visible_body_reaction,v34-079379,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1436
657,signal_orchard,delayed_followup_dialogue,v34-517684,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1437
658,orchard_riverbend,paste_import_snapshot,v34-388748,True,#snapshot-paste-box,imported:orchard_riverbend:d55:t10,imported:orchard_riverbend:d55:t10,1438
659,central_repair_ring,delayed_followup_dialogue,v34-279392,True,#followup-central_repair_ring,Back up. Sparks near my hands make me lose the thread.,Back up. Sparks near my hands make me lose the thread.,1439
660,roofward_archive,animation_play,v34-723994,True,#anim-roofward_archive-play,playing,playing,1440
660,roofward_archive,visible_body_reaction,v34-166306,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1441
661,archive_signal,delayed_followup_dialogue,v34-344266,True,#followup-archive_signal,That path kept the spool clean. I can explain the pattern now.,That path kept the spool clean. I can explain the pattern now.,1442
661,archive_signal,paste_import_snapshot,v34-243973,True,#snapshot-paste-box,imported:archive_signal:d56:t1,imported:archive_signal:d56:t1,1443
662,signal_orchard,merge_detour,v34-798659,True,#merge-signal_orchard,river lantern loop,river lantern loop,1444
662,signal_orchard,visible_body_reaction,v34-078842,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1445
662,signal_orchard,delayed_followup_dialogue,v34-517147,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1446
663,orchard_riverbend,animation_pause,v34-739577,True,#anim-orchard_riverbend-pause,paused,paused,1447
663,orchard_riverbend,visible_body_reaction,v34-334415,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1448
664,central_repair_ring,export_snapshot,v34-338892,True,#snapshot-export-box,snapshot:central_repair_ring:d56:t4,snapshot:central_repair_ring:d56:t4,1449
665,riverbend_roofward,rollback_direct,v34-056202,True,#rollback-riverbend_roofward,low plank crossing,low plank crossing,1450
665,riverbend_roofward,visible_body_reaction,v34-193255,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",1451
665,riverbend_roofward,delayed_followup_dialogue,v34-438951,True,#followup-riverbend_roofward,I noticed you chose the dry ridge. I can keep carrying the kit.,I noticed you chose the dry ridge. I can keep carrying the kit.,1452
666,roofward_archive,animation_play,v34-724798,True,#anim-roofward_archive-play,playing,playing,1453
666,roofward_archive,visible_body_reaction,v34-167110,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1454
666,roofward_archive,delayed_followup_dialogue,v34-478165,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1455
667,archive_signal,export_snapshot,v34-121132,True,#snapshot-export-box,snapshot:archive_signal:d56:t7,snapshot:archive_signal:d56:t7,1456
668,signal_orchard,merge_detour,v34-973150,True,#merge-signal_orchard,river lantern loop,river lantern loop,1457
668,signal_orchard,visible_body_reaction,v34-079646,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1458
668,signal_orchard,delayed_followup_dialogue,v34-517951,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1459
669,orchard_riverbend,animation_pause,v34-740381,True,#anim-orchard_riverbend-pause,paused,paused,1460
669,orchard_riverbend,visible_body_reaction,v34-335219,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1461
669,orchard_riverbend,delayed_followup_dialogue,v34-164744,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,1462
670,central_repair_ring,paste_import_snapshot,v34-479617,True,#snapshot-paste-box,imported:central_repair_ring:d56:t10,imported:central_repair_ring:d56:t10,1463
671,riverbend_roofward,delayed_followup_dialogue,v34-438548,True,#followup-riverbend_roofward,I noticed you chose the dry ridge. I can keep carrying the kit.,I noticed you chose the dry ridge. I can keep carrying the kit.,1464
672,roofward_archive,animation_play,v34-724395,True,#anim-roofward_archive-play,playing,playing,1465
672,roofward_archive,visible_body_reaction,v34-166707,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1466
672,roofward_archive,delayed_followup_dialogue,v34-477762,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1467
673,archive_signal,paste_import_snapshot,v34-244578,True,#snapshot-paste-box,imported:archive_signal:d57:t1,imported:archive_signal:d57:t1,1468
674,signal_orchard,merge_detour,v34-972943,True,#merge-signal_orchard,river lantern loop,river lantern loop,1469
674,signal_orchard,visible_body_reaction,v34-079243,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1470
674,signal_orchard,delayed_followup_dialogue,v34-517548,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1471
675,orchard_riverbend,animation_pause,v34-739978,True,#anim-orchard_riverbend-pause,paused,paused,1472
675,orchard_riverbend,visible_body_reaction,v34-334816,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1473
675,orchard_riverbend,delayed_followup_dialogue,v34-164341,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,1474
676,central_repair_ring,export_snapshot,v34-339501,True,#snapshot-export-box,snapshot:central_repair_ring:d57:t4,snapshot:central_repair_ring:d57:t4,1475
677,riverbend_roofward,rollback_direct,v34-056803,True,#rollback-riverbend_roofward,low plank crossing,low plank crossing,1476
677,riverbend_roofward,visible_body_reaction,v34-193656,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",1477
678,roofward_archive,animation_play,v34-725199,True,#anim-roofward_archive-play,playing,playing,1478
678,roofward_archive,visible_body_reaction,v34-167511,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1479
678,roofward_archive,delayed_followup_dialogue,v34-478566,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1480
679,archive_signal,export_snapshot,v34-121731,True,#snapshot-export-box,snapshot:archive_signal:d57:t7,snapshot:archive_signal:d57:t7,1481
680,signal_orchard,merge_detour,v34-972736,True,#merge-signal_orchard,river lantern loop,river lantern loop,1482
680,signal_orchard,visible_body_reaction,v34-078840,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1483
680,signal_orchard,delayed_followup_dialogue,v34-517145,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1484
681,orchard_riverbend,animation_pause,v34-739575,True,#anim-orchard_riverbend-pause,paused,paused,1485
681,orchard_riverbend,visible_body_reaction,v34-334413,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1486
681,orchard_riverbend,delayed_followup_dialogue,v34-163938,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,1487
682,central_repair_ring,paste_import_snapshot,v34-480232,True,#snapshot-paste-box,imported:central_repair_ring:d57:t10,imported:central_repair_ring:d57:t10,1488
683,riverbend_roofward,delayed_followup_dialogue,v34-299211,True,#followup-riverbend_roofward,I will not cross the wet plank while my hands are numb.,I will not cross the wet plank while my hands are numb.,1489
684,roofward_archive,animation_play,v34-724796,True,#anim-roofward_archive-play,playing,playing,1490
684,roofward_archive,visible_body_reaction,v34-167108,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1491
684,roofward_archive,delayed_followup_dialogue,v34-478163,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1492
685,archive_signal,paste_import_snapshot,v34-245183,True,#snapshot-paste-box,imported:archive_signal:d58:t1,imported:archive_signal:d58:t1,1493
686,signal_orchard,merge_detour,v34-973736,True,#merge-signal_orchard,river lantern loop,river lantern loop,1494
686,signal_orchard,visible_body_reaction,v34-079644,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1495
686,signal_orchard,delayed_followup_dialogue,v34-517949,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1496
687,orchard_riverbend,animation_pause,v34-740379,True,#anim-orchard_riverbend-pause,paused,paused,1497
687,orchard_riverbend,visible_body_reaction,v34-335217,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1498
687,orchard_riverbend,delayed_followup_dialogue,v34-164742,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,1499
688,central_repair_ring,export_snapshot,v34-340110,True,#snapshot-export-box,snapshot:central_repair_ring:d58:t4,snapshot:central_repair_ring:d58:t4,1500
689,riverbend_roofward,rollback_direct,v34-057404,True,#rollback-riverbend_roofward,low plank crossing,low plank crossing,1501
689,riverbend_roofward,visible_body_reaction,v34-194057,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",1502
690,roofward_archive,animation_play,v34-724393,True,#anim-roofward_archive-play,playing,playing,1503
690,roofward_archive,visible_body_reaction,v34-166705,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1504
690,roofward_archive,delayed_followup_dialogue,v34-477760,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1505
691,archive_signal,export_snapshot,v34-121123,True,#snapshot-export-box,snapshot:archive_signal:d58:t7,snapshot:archive_signal:d58:t7,1506
692,signal_orchard,merge_detour,v34-973529,True,#merge-signal_orchard,river lantern loop,river lantern loop,1507
692,signal_orchard,visible_body_reaction,v34-079241,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1508
692,signal_orchard,delayed_followup_dialogue,v34-517546,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1509
693,orchard_riverbend,animation_pause,v34-739976,True,#anim-orchard_riverbend-pause,paused,paused,1510
693,orchard_riverbend,visible_body_reaction,v34-334814,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1511
693,orchard_riverbend,delayed_followup_dialogue,v34-164339,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,1512
694,central_repair_ring,paste_import_snapshot,v34-480847,True,#snapshot-paste-box,imported:central_repair_ring:d58:t10,imported:central_repair_ring:d58:t10,1513
695,riverbend_roofward,delayed_followup_dialogue,v34-439350,True,#followup-riverbend_roofward,I noticed you chose the dry ridge. I can keep carrying the kit.,I noticed you chose the dry ridge. I can keep carrying the kit.,1514
696,roofward_archive,animation_play,v34-725197,True,#anim-roofward_archive-play,playing,playing,1515
696,roofward_archive,visible_body_reaction,v34-167509,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1516
696,roofward_archive,delayed_followup_dialogue,v34-478564,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1517
697,archive_signal,paste_import_snapshot,v34-245788,True,#snapshot-paste-box,imported:archive_signal:d59:t1,imported:archive_signal:d59:t1,1518
698,signal_orchard,merge_detour,v34-974529,True,#merge-signal_orchard,river lantern loop,river lantern loop,1519
698,signal_orchard,visible_body_reaction,v34-080045,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1520
698,signal_orchard,delayed_followup_dialogue,v34-518350,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1521
699,orchard_riverbend,animation_pause,v34-740780,True,#anim-orchard_riverbend-pause,paused,paused,1522
699,orchard_riverbend,visible_body_reaction,v34-335618,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1523
699,orchard_riverbend,delayed_followup_dialogue,v34-165143,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,1524
700,central_repair_ring,export_snapshot,v34-338314,True,#snapshot-export-box,snapshot:central_repair_ring:d59:t4,snapshot:central_repair_ring:d59:t4,1525
701,riverbend_roofward,rollback_direct,v34-055600,True,#rollback-riverbend_roofward,low plank crossing,low plank crossing,1526
701,riverbend_roofward,visible_body_reaction,v34-192053,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",1527
702,roofward_archive,animation_play,v34-723596,True,#anim-roofward_archive-play,playing,playing,1528
702,roofward_archive,visible_body_reaction,v34-165908,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1529
702,roofward_archive,delayed_followup_dialogue,v34-476963,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1530
703,archive_signal,export_snapshot,v34-120524,True,#snapshot-export-box,snapshot:archive_signal:d59:t7,snapshot:archive_signal:d59:t7,1531
704,signal_orchard,merge_detour,v34-971359,True,#merge-signal_orchard,river lantern loop,river lantern loop,1532
704,signal_orchard,visible_body_reaction,v34-078444,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1533
704,signal_orchard,delayed_followup_dialogue,v34-516749,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1534
705,orchard_riverbend,animation_pause,v34-739179,True,#anim-orchard_riverbend-pause,paused,paused,1535
705,orchard_riverbend,visible_body_reaction,v34-334017,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1536
705,orchard_riverbend,delayed_followup_dialogue,v34-163542,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,1537
706,central_repair_ring,paste_import_snapshot,v34-480264,True,#snapshot-paste-box,imported:central_repair_ring:d59:t10,imported:central_repair_ring:d59:t10,1538
707,riverbend_roofward,delayed_followup_dialogue,v34-438553,True,#followup-riverbend_roofward,I noticed you chose the dry ridge. I can keep carrying the kit.,I noticed you chose the dry ridge. I can keep carrying the kit.,1539
708,roofward_archive,animation_play,v34-724400,True,#anim-roofward_archive-play,playing,playing,1540
708,roofward_archive,visible_body_reaction,v34-166712,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1541
708,roofward_archive,delayed_followup_dialogue,v34-477767,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1542
709,archive_signal,paste_import_snapshot,v34-243358,True,#snapshot-paste-box,imported:archive_signal:d60:t1,imported:archive_signal:d60:t1,1543
710,signal_orchard,merge_detour,v34-971152,True,#merge-signal_orchard,river lantern loop,river lantern loop,1544
710,signal_orchard,visible_body_reaction,v34-078041,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1545
710,signal_orchard,delayed_followup_dialogue,v34-516346,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1546
711,orchard_riverbend,animation_pause,v34-738776,True,#anim-orchard_riverbend-pause,paused,paused,1547
711,orchard_riverbend,visible_body_reaction,v34-333614,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1548
711,orchard_riverbend,delayed_followup_dialogue,v34-163139,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,1549
712,central_repair_ring,export_snapshot,v34-337050,True,#snapshot-export-box,snapshot:central_repair_ring:d60:t4,snapshot:central_repair_ring:d60:t4,1550
713,riverbend_roofward,rollback_direct,v34-056201,True,#rollback-riverbend_roofward,low plank crossing,low plank crossing,1551
713,riverbend_roofward,visible_body_reaction,v34-192454,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",1552
714,roofward_archive,animation_play,v34-723997,True,#anim-roofward_archive-play,playing,playing,1553
714,roofward_archive,visible_body_reaction,v34-166309,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1554
714,roofward_archive,delayed_followup_dialogue,v34-477364,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1555
715,archive_signal,export_snapshot,v34-119340,True,#snapshot-export-box,snapshot:archive_signal:d60:t7,snapshot:archive_signal:d60:t7,1556
716,signal_orchard,merge_detour,v34-972152,True,#merge-signal_orchard,river lantern loop,river lantern loop,1557
716,signal_orchard,visible_body_reaction,v34-078845,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1558
716,signal_orchard,delayed_followup_dialogue,v34-517150,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1559
717,orchard_riverbend,animation_pause,v34-739580,True,#anim-orchard_riverbend-pause,paused,paused,1560
717,orchard_riverbend,visible_body_reaction,v34-334418,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1561
717,orchard_riverbend,delayed_followup_dialogue,v34-163943,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,1562
718,central_repair_ring,paste_import_snapshot,v34-478952,True,#snapshot-paste-box,imported:central_repair_ring:d60:t10,imported:central_repair_ring:d60:t10,1563
719,riverbend_roofward,delayed_followup_dialogue,v34-299216,True,#followup-riverbend_roofward,I will not cross the wet plank while my hands are numb.,I will not cross the wet plank while my hands are numb.,1564
720,roofward_archive,animation_play,v34-723594,True,#anim-roofward_archive-play,playing,playing,1565
720,roofward_archive,visible_body_reaction,v34-165906,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1566
720,roofward_archive,delayed_followup_dialogue,v34-476961,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1567
721,archive_signal,paste_import_snapshot,v34-242756,True,#snapshot-paste-box,imported:archive_signal:d61:t1,imported:archive_signal:d61:t1,1568
722,signal_orchard,merge_detour,v34-971945,True,#merge-signal_orchard,river lantern loop,river lantern loop,1569
722,signal_orchard,visible_body_reaction,v34-078442,True,#body-reaction-signal_orchard,Milo lifts the lantern and scans the path twice,Milo lifts the lantern and scans the path twice,1570
722,signal_orchard,delayed_followup_dialogue,v34-516747,True,#followup-signal_orchard,The loop gave us light. I trust that more than the short road tonight.,The loop gave us light. I trust that more than the short road tonight.,1571
723,orchard_riverbend,animation_pause,v34-739177,True,#anim-orchard_riverbend-pause,paused,paused,1572
723,orchard_riverbend,visible_body_reaction,v34-334015,True,#body-reaction-orchard_riverbend,"Ivo pats the satchel, then moves nearer to the dry planks","Ivo pats the satchel, then moves nearer to the dry planks",1573
723,orchard_riverbend,delayed_followup_dialogue,v34-163540,True,#followup-orchard_riverbend,The seeds stayed dry. I will remember that route.,The seeds stayed dry. I will remember that route.,1574
724,central_repair_ring,export_snapshot,v34-337659,True,#snapshot-export-box,snapshot:central_repair_ring:d61:t4,snapshot:central_repair_ring:d61:t4,1575
725,riverbend_roofward,rollback_direct,v34-056802,True,#rollback-riverbend_roofward,low plank crossing,low plank crossing,1576
725,riverbend_roofward,visible_body_reaction,v34-192855,True,#body-reaction-riverbend_roofward,"Ari shakes water from sleeves, then leans closer","Ari shakes water from sleeves, then leans closer",1577
726,roofward_archive,animation_play,v34-724398,True,#anim-roofward_archive-play,playing,playing,1578
726,roofward_archive,visible_body_reaction,v34-166710,True,#body-reaction-roofward_archive,Fay lowers her shoulders and uncurls her fingers,Fay lowers her shoulders and uncurls her fingers,1579
726,roofward_archive,delayed_followup_dialogue,v34-477765,True,#followup-roofward_archive,The warm lane helped. I remember you waited instead of rushing me.,The warm lane helped. I remember you waited instead of rushing me.,1580
727,archive_signal,export_snapshot,v34-119939,True,#snapshot-export-box,snapshot:archive_signal:d61:t7,snapshot:archive_signal:d61:t7,1581
728,signal_orchard,merge_detour,v34-972945,True,#merge-signal_orchard,river lantern loop,river lantern loop,1582
