tick_id,day,settlement_id,resident_id,task_id,task_type,priority,need_pressure,queue_before,dependencies_met,selected_action,task_started,task_completed,queue_after,blocked_reason,visible_queue_marker
1007,63,repair_ring,Juno,task:repair_ring:Juno:63:15,dialect_teach,2,1.0,10,True,dispatch_task,True,True,8,none,True
1008,64,riverbend,Ari,task:riverbend:Ari:64:0,repair_project,2,1.0,9,True,dispatch_task,True,False,8,none,True
1009,64,roofward,Sera,task:roofward:Sera:64:1,care_check,4,0.83,7,True,dispatch_task,True,True,5,none,True
1010,64,archive,Nia,task:archive:Nia:64:2,hazard_patrol,4,0.9221,8,True,dispatch_task,True,True,6,none,True
1011,64,signal,Ren,task:signal:Ren:64:3,resource_fetch,5,0.74,6,True,dispatch_task,True,True,4,none,True
1012,64,orchard,Ivo,task:orchard:Ivo:64:4,repair_project,1,0.8321,7,True,dispatch_task,True,True,5,none,True
1013,64,repair_ring,Pax,task:repair_ring:Pax:64:5,care_check,2,0.92,8,True,dispatch_task,True,True,6,none,True
1014,64,riverbend,Ari,task:riverbend:Ari:64:6,resource_fetch,3,1.0,9,True,dispatch_task,True,False,8,none,True
1015,64,roofward,Sera,task:roofward:Sera:64:7,repair_project,5,0.92,8,True,dispatch_task,True,True,7,none,True
1016,64,archive,Nia,task:archive:Nia:64:8,care_check,5,0.8321,7,True,dispatch_task,True,True,5,none,True
1017,64,signal,Ren,task:signal:Ren:64:9,hazard_patrol,1,0.74,6,True,dispatch_task,True,True,4,none,True
1018,64,orchard,Ivo,task:orchard:Ivo:64:10,resource_fetch,2,0.9214,8,True,dispatch_task,True,True,6,none,True
1019,64,repair_ring,Pax,task:repair_ring:Pax:64:11,repair_project,3,0.83,7,True,dispatch_task,True,True,5,none,True
1020,64,riverbend,Ari,task:riverbend:Ari:64:12,hazard_patrol,4,1.0,9,True,dispatch_task,True,False,8,none,True
1021,64,roofward,Sera,task:roofward:Sera:64:13,resource_fetch,1,1.0,10,True,dispatch_task,True,True,8,none,True
1022,64,archive,Nia,task:archive:Nia:64:14,repair_project,1,0.74,6,True,dispatch_task,True,True,4,none,True
1023,64,signal,Ren,task:signal:Ren:64:15,care_check,2,0.74,6,True,dispatch_task,True,True,4,none,True
1024,65,orchard,Mara,task:orchard:Mara:65:0,rest_window,4,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1025,65,repair_ring,Juno,task:repair_ring:Juno:65:1,relationship_check,5,1.0,9,True,dispatch_task,True,True,7,none,True
1026,65,riverbend,Lio,task:riverbend:Lio:65:2,dialect_teach,5,1.0,10,True,dispatch_task,True,False,9,none,True
1027,65,roofward,Fay,task:roofward:Fay:65:3,rest_window,1,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1028,65,archive,Toma,task:archive:Toma:65:4,relationship_check,3,1.0,9,True,dispatch_task,True,True,7,none,True
1029,65,signal,Milo,task:signal:Milo:65:5,craft_project,4,0.65,5,True,dispatch_task,True,True,3,none,True
1030,65,orchard,Mara,task:orchard:Mara:65:6,dialect_teach,5,0.92,8,True,dispatch_task,True,True,6,none,True
1031,65,repair_ring,Juno,task:repair_ring:Juno:65:7,rest_window,1,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1032,65,riverbend,Lio,task:riverbend:Lio:65:8,craft_project,1,1.0,10,True,dispatch_task,True,False,9,none,True
1033,65,roofward,Fay,task:roofward:Fay:65:9,dialect_teach,2,0.92,8,True,dispatch_task,True,True,6,none,True
1034,65,archive,Toma,task:archive:Toma:65:10,rest_window,4,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1035,65,signal,Milo,task:signal:Milo:65:11,relationship_check,5,0.74,6,True,dispatch_task,True,True,4,none,True
1036,65,orchard,Mara,task:orchard:Mara:65:12,craft_project,1,0.83,7,True,dispatch_task,True,True,5,none,True
1037,65,repair_ring,Juno,task:repair_ring:Juno:65:13,dialect_teach,2,1.0,9,True,dispatch_task,True,True,7,none,True
1038,65,riverbend,Lio,task:riverbend:Lio:65:14,relationship_check,2,1.0,10,True,dispatch_task,True,False,9,none,True
1039,65,roofward,Fay,task:roofward:Fay:65:15,craft_project,3,0.83,7,True,dispatch_task,True,True,5,none,True
1040,66,archive,Nia,task:archive:Nia:66:0,hazard_patrol,4,0.83,7,True,dispatch_task,True,True,5,none,True
1041,66,signal,Ren,task:signal:Ren:66:1,resource_fetch,5,0.6521,5,True,dispatch_task,True,True,3,none,True
1042,66,orchard,Ivo,task:orchard:Ivo:66:2,repair_project,1,0.9214,8,True,dispatch_task,True,True,6,none,True
1043,66,repair_ring,Pax,task:repair_ring:Pax:66:3,care_check,2,0.92,8,True,dispatch_task,True,True,6,none,True
1044,66,riverbend,Ari,task:riverbend:Ari:66:4,resource_fetch,3,0.92,8,True,dispatch_task,True,False,8,none,True
1045,66,roofward,Sera,task:roofward:Sera:66:5,repair_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
1046,66,archive,Nia,task:archive:Nia:66:6,care_check,5,0.92455,8,True,dispatch_task,True,True,6,none,True
1047,66,signal,Ren,task:signal:Ren:66:7,hazard_patrol,1,0.5621,4,True,dispatch_task,True,True,2,none,True
1048,66,orchard,Ivo,task:orchard:Ivo:66:8,resource_fetch,2,0.9214,8,True,dispatch_task,True,True,6,none,True
1049,66,repair_ring,Pax,task:repair_ring:Pax:66:9,repair_project,3,1.0,9,True,dispatch_task,True,True,7,none,True
1050,66,riverbend,Ari,task:riverbend:Ari:66:10,hazard_patrol,4,0.9221,8,True,dispatch_task,True,False,7,none,True
1051,66,roofward,Sera,task:roofward:Sera:66:11,resource_fetch,1,1.0,9,True,dispatch_task,True,True,7,none,True
1052,66,archive,Nia,task:archive:Nia:66:12,repair_project,1,1.0,9,True,dispatch_task,True,True,7,none,True
1053,66,signal,Ren,task:signal:Ren:66:13,care_check,2,0.4721,3,True,dispatch_task,True,True,1,none,True
1054,66,orchard,Ivo,task:orchard:Ivo:66:14,hazard_patrol,3,0.9235,8,True,dispatch_task,True,True,6,none,True
1055,66,repair_ring,Pax,task:repair_ring:Pax:66:15,resource_fetch,4,1.0,10,True,dispatch_task,True,True,8,none,True
1056,67,riverbend,Lio,task:riverbend:Lio:67:0,dialect_teach,5,1.0,9,True,dispatch_task,True,False,8,none,True
1057,67,roofward,Fay,task:roofward:Fay:67:1,rest_window,1,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1058,67,archive,Toma,task:archive:Toma:67:2,relationship_check,3,0.92,8,True,dispatch_task,True,True,6,none,True
1059,67,signal,Milo,task:signal:Milo:67:3,craft_project,4,0.74,6,True,dispatch_task,True,True,4,none,True
1060,67,orchard,Mara,task:orchard:Mara:67:4,dialect_teach,5,0.92,8,True,dispatch_task,True,True,6,none,True
1061,67,repair_ring,Juno,task:repair_ring:Juno:67:5,rest_window,1,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1062,67,riverbend,Lio,task:riverbend:Lio:67:6,craft_project,1,1.0,9,True,dispatch_task,True,False,8,none,True
1063,67,roofward,Fay,task:roofward:Fay:67:7,dialect_teach,2,1.0,10,True,dispatch_task,True,True,8,none,True
1064,67,archive,Toma,task:archive:Toma:67:8,rest_window,4,0.83,7,True,rest_defer,False,False,7,rest chosen before queue dispatch,True
1065,67,signal,Milo,task:signal:Milo:67:9,relationship_check,5,0.74,6,True,dispatch_task,True,True,4,none,True
1066,67,orchard,Mara,task:orchard:Mara:67:10,craft_project,1,1.0,9,True,dispatch_task,True,True,7,none,True
1067,67,repair_ring,Juno,task:repair_ring:Juno:67:11,dialect_teach,2,0.92,8,True,dispatch_task,True,True,6,none,True
1068,67,riverbend,Lio,task:riverbend:Lio:67:12,relationship_check,2,1.0,9,True,dispatch_task,True,False,8,none,True
1069,67,roofward,Fay,task:roofward:Fay:67:13,craft_project,3,1.0,10,True,dispatch_task,True,True,8,none,True
1070,67,archive,Toma,task:archive:Toma:67:14,dialect_teach,5,0.92,8,True,dispatch_task,True,True,6,none,True
1071,67,signal,Milo,task:signal:Milo:67:15,rest_window,1,0.74,6,True,rest_defer,False,False,6,rest chosen before queue dispatch,True
1072,68,orchard,Ivo,task:orchard:Ivo:68:0,repair_project,1,0.8335,7,True,dispatch_task,True,True,5,none,True
1073,68,repair_ring,Pax,task:repair_ring:Pax:68:1,care_check,2,1.0,9,True,dispatch_task,True,True,8,none,True
1074,68,riverbend,Ari,task:riverbend:Ari:68:2,resource_fetch,3,1.0,10,True,dispatch_task,True,False,9,none,True
1075,68,roofward,Sera,task:roofward:Sera:68:3,repair_project,5,0.92,8,True,dispatch_task,True,True,6,none,True
1076,68,archive,Nia,task:archive:Nia:68:4,care_check,5,1.0,9,True,dispatch_task,True,True,7,none,True
1077,68,signal,Ren,task:signal:Ren:68:5,hazard_patrol,1,0.56,4,True,dispatch_task,True,True,2,none,True
1078,68,orchard,Ivo,task:orchard:Ivo:68:6,resource_fetch,2,0.7428,6,True,dispatch_task,True,True,4,none,True
1079,68,repair_ring,Pax,task:repair_ring:Pax:68:7,repair_project,3,1.0,9,True,dispatch_task,True,True,7,none,True
1080,68,riverbend,Ari,task:riverbend:Ari:68:8,hazard_patrol,4,1.0,10,True,dispatch_task,True,False,9,none,True
1081,68,roofward,Sera,task:roofward:Sera:68:9,resource_fetch,1,0.83,7,True,dispatch_task,True,True,5,none,True
1082,68,archive,Nia,task:archive:Nia:68:10,repair_project,1,1.0,9,True,dispatch_task,True,True,7,none,True
1083,68,signal,Ren,task:signal:Ren:68:11,care_check,2,0.65,5,True,dispatch_task,True,True,3,none,True
1084,68,orchard,Ivo,task:orchard:Ivo:68:12,hazard_patrol,3,0.6528,5,True,dispatch_task,True,True,3,none,True
1085,68,repair_ring,Pax,task:repair_ring:Pax:68:13,resource_fetch,4,1.0,9,True,dispatch_task,True,True,7,none,True
1086,68,riverbend,Ari,task:riverbend:Ari:68:14,care_check,5,1.0,10,True,dispatch_task,True,False,9,none,True
1087,68,roofward,Sera,task:roofward:Sera:68:15,hazard_patrol,2,0.74,6,True,dispatch_task,True,True,4,none,True
1088,69,archive,Toma,task:archive:Toma:69:0,relationship_check,3,1.0,9,True,dispatch_task,True,True,7,none,True
1089,69,signal,Milo,task:signal:Milo:69:1,craft_project,4,0.83,7,True,dispatch_task,True,True,5,none,True
1090,69,orchard,Mara,task:orchard:Mara:69:2,dialect_teach,5,1.0,9,True,dispatch_task,True,True,7,none,True
1091,69,repair_ring,Juno,task:repair_ring:Juno:69:3,rest_window,1,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1092,69,riverbend,Lio,task:riverbend:Lio:69:4,craft_project,1,0.92,8,True,dispatch_task,True,False,7,none,True
1093,69,roofward,Fay,task:roofward:Fay:69:5,dialect_teach,2,1.0,9,True,dispatch_task,True,True,7,none,True
1094,69,archive,Toma,task:archive:Toma:69:6,rest_window,4,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
1095,69,signal,Milo,task:signal:Milo:69:7,relationship_check,5,0.74,6,True,dispatch_task,True,True,4,none,True
1096,69,orchard,Mara,task:orchard:Mara:69:8,craft_project,1,1.0,9,True,dispatch_task,True,True,7,none,True
1097,69,repair_ring,Juno,task:repair_ring:Juno:69:9,dialect_teach,2,1.0,10,True,dispatch_task,True,True,8,none,True
1098,69,riverbend,Lio,task:riverbend:Lio:69:10,relationship_check,2,0.9298,8,True,dispatch_task,True,False,7,none,True
1099,69,roofward,Fay,task:roofward:Fay:69:11,craft_project,3,1.0,9,True,dispatch_task,True,True,7,none,True
1100,69,archive,Toma,task:archive:Toma:69:12,dialect_teach,5,1.0,10,True,dispatch_task,True,True,8,none,True
1101,69,signal,Milo,task:signal:Milo:69:13,rest_window,1,0.65,5,True,rest_defer,False,False,5,rest chosen before queue dispatch,True
1102,69,orchard,Mara,task:orchard:Mara:69:14,relationship_check,2,1.0,9,True,dispatch_task,True,True,8,none,True
1103,69,repair_ring,Juno,task:repair_ring:Juno:69:15,craft_project,3,1.0,10,True,dispatch_task,True,True,8,none,True
1104,70,roofward,Fay,task:roofward:Fay:70:0,relationship_check,3,1.0,9,True,dispatch_task,True,False,8,none,True
1105,70,archive,Toma,task:archive:Toma:70:1,craft_project,5,1.0,10,True,dispatch_task,True,True,8,none,True
1106,70,signal,Milo,task:signal:Milo:70:2,dialect_teach,1,0.74,6,True,dispatch_task,True,True,4,none,True
1107,70,orchard,Mara,task:orchard:Mara:70:3,rest_window,2,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1108,70,repair_ring,Juno,task:repair_ring:Juno:70:4,relationship_check,3,1.0,10,True,dispatch_task,True,True,8,none,True
1109,70,riverbend,Lio,task:riverbend:Lio:70:5,dialect_teach,3,0.9298,8,True,dispatch_task,True,True,6,none,True
1110,70,roofward,Fay,task:roofward:Fay:70:6,rest_window,4,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1111,70,archive,Toma,task:archive:Toma:70:7,relationship_check,1,1.0,10,True,dispatch_task,True,True,8,none,True
1112,70,signal,Milo,task:signal:Milo:70:8,craft_project,2,0.65,5,True,dispatch_task,True,True,3,none,True
1113,70,orchard,Mara,task:orchard:Mara:70:9,dialect_teach,3,1.0,9,True,dispatch_task,True,True,7,none,True
1114,70,repair_ring,Juno,task:repair_ring:Juno:70:10,rest_window,4,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
1115,70,riverbend,Lio,task:riverbend:Lio:70:11,craft_project,4,0.8398,7,True,dispatch_task,True,True,5,none,True
1116,70,roofward,Fay,task:roofward:Fay:70:12,dialect_teach,5,1.0,9,True,dispatch_task,True,False,8,none,True
1117,70,archive,Toma,task:archive:Toma:70:13,rest_window,2,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
1118,70,signal,Milo,task:signal:Milo:70:14,relationship_check,3,0.56,4,True,dispatch_task,True,True,2,none,True
1119,70,orchard,Mara,task:orchard:Mara:70:15,craft_project,4,1.0,9,True,dispatch_task,True,True,7,none,True
1120,71,repair_ring,Pax,task:repair_ring:Pax:71:0,hazard_patrol,4,0.92,8,True,dispatch_task,True,True,6,none,True
1121,71,riverbend,Ari,task:riverbend:Ari:71:1,repair_project,5,1.0,9,True,dispatch_task,True,True,7,none,True
1122,71,roofward,Sera,task:roofward:Sera:71:2,care_check,2,0.83,7,True,dispatch_task,True,False,6,none,True
1123,71,archive,Nia,task:archive:Nia:71:3,hazard_patrol,2,0.92,8,True,dispatch_task,True,True,6,none,True
1124,71,signal,Ren,task:signal:Ren:71:4,resource_fetch,3,0.65,5,True,dispatch_task,True,True,3,none,True
1125,71,orchard,Ivo,task:orchard:Ivo:71:5,repair_project,4,0.7421,6,True,dispatch_task,True,True,4,none,True
1126,71,repair_ring,Pax,task:repair_ring:Pax:71:6,care_check,5,0.83,7,True,dispatch_task,True,True,5,none,True
1127,71,riverbend,Ari,task:riverbend:Ari:71:7,resource_fetch,1,1.0,9,True,dispatch_task,True,True,7,none,True
1128,71,roofward,Sera,task:roofward:Sera:71:8,repair_project,3,1.0,9,True,dispatch_task,True,False,8,none,True
1129,71,archive,Nia,task:archive:Nia:71:9,care_check,3,0.83,7,True,dispatch_task,True,True,5,none,True
1130,71,signal,Ren,task:signal:Ren:71:10,hazard_patrol,4,0.65,5,True,dispatch_task,True,True,3,none,True
1131,71,orchard,Ivo,task:orchard:Ivo:71:11,resource_fetch,5,0.8321,7,True,dispatch_task,True,True,6,none,True
1132,71,repair_ring,Pax,task:repair_ring:Pax:71:12,repair_project,1,0.74,6,True,dispatch_task,True,True,4,none,True
1133,71,riverbend,Ari,task:riverbend:Ari:71:13,hazard_patrol,2,1.0,9,True,dispatch_task,True,True,7,none,True
1134,71,roofward,Sera,task:roofward:Sera:71:14,resource_fetch,4,1.0,10,True,dispatch_task,True,False,9,none,True
1135,71,archive,Nia,task:archive:Nia:71:15,repair_project,4,0.74,6,True,dispatch_task,True,True,4,none,True
1136,72,signal,Milo,task:signal:Milo:72:0,dialect_teach,1,0.65,5,True,dispatch_task,True,True,3,none,True
1137,72,orchard,Mara,task:orchard:Mara:72:1,rest_window,2,0.92,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1138,72,repair_ring,Juno,task:repair_ring:Juno:72:2,relationship_check,3,1.0,9,True,dispatch_task,True,True,7,none,True
1139,72,riverbend,Lio,task:riverbend:Lio:72:3,dialect_teach,3,0.9298,8,True,dispatch_task,True,True,6,none,True
1140,72,roofward,Fay,task:roofward:Fay:72:4,rest_window,4,0.9221,8,True,rest_defer,False,False,8,rest chosen before queue dispatch,True
1141,72,archive,Toma,task:archive:Toma:72:5,relationship_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
1142,72,signal,Milo,task:signal:Milo:72:6,craft_project,2,0.7421,6,True,dispatch_task,True,True,4,none,True
1143,72,orchard,Mara,task:orchard:Mara:72:7,dialect_teach,3,0.92,8,True,dispatch_task,True,True,6,none,True
1144,72,repair_ring,Juno,task:repair_ring:Juno:72:8,rest_window,4,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1145,72,riverbend,Lio,task:riverbend:Lio:72:9,craft_project,4,1.0,9,True,dispatch_task,True,True,7,none,True
1146,72,roofward,Fay,task:roofward:Fay:72:10,dialect_teach,5,0.92,8,True,dispatch_task,True,False,7,none,True
1147,72,archive,Toma,task:archive:Toma:72:11,rest_window,2,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1148,72,signal,Milo,task:signal:Milo:72:12,relationship_check,3,0.8321,7,True,dispatch_task,True,True,5,none,True
1149,72,orchard,Mara,task:orchard:Mara:72:13,craft_project,4,0.83,7,True,dispatch_task,True,True,5,none,True
1150,72,repair_ring,Juno,task:repair_ring:Juno:72:14,dialect_teach,5,1.0,9,True,dispatch_task,True,True,7,none,True
1151,72,riverbend,Lio,task:riverbend:Lio:72:15,relationship_check,5,1.0,10,True,dispatch_task,True,True,8,none,True
1152,73,roofward,Sera,task:roofward:Sera:73:0,care_check,2,1.0,9,True,dispatch_task,True,False,8,none,True
1153,73,archive,Nia,task:archive:Nia:73:1,hazard_patrol,2,0.83,7,True,dispatch_task,True,True,5,none,True
1154,73,signal,Ren,task:signal:Ren:73:2,resource_fetch,3,0.56,4,True,dispatch_task,True,True,2,none,True
1155,73,orchard,Ivo,task:orchard:Ivo:73:3,repair_project,4,0.9221,8,True,dispatch_task,True,True,6,none,True
1156,73,repair_ring,Pax,task:repair_ring:Pax:73:4,care_check,5,0.83,7,True,dispatch_task,True,True,5,none,True
1157,73,riverbend,Ari,task:riverbend:Ari:73:5,resource_fetch,1,0.92,8,True,dispatch_task,True,True,6,none,True
1158,73,roofward,Sera,task:roofward:Sera:73:6,repair_project,3,1.0,9,True,dispatch_task,True,False,8,none,True
1159,73,archive,Nia,task:archive:Nia:73:7,care_check,3,0.92,8,True,dispatch_task,True,True,6,none,True
1160,73,signal,Ren,task:signal:Ren:73:8,hazard_patrol,4,0.47,3,True,dispatch_task,True,True,2,none,True
1161,73,orchard,Ivo,task:orchard:Ivo:73:9,resource_fetch,5,0.9221,8,True,dispatch_task,True,True,6,none,True
1162,73,repair_ring,Pax,task:repair_ring:Pax:73:10,repair_project,1,0.92,8,True,dispatch_task,True,True,6,none,True
1163,73,riverbend,Ari,task:riverbend:Ari:73:11,hazard_patrol,2,0.83,7,True,dispatch_task,True,True,5,none,True
1164,73,roofward,Sera,task:roofward:Sera:73:12,resource_fetch,4,1.0,9,True,dispatch_task,True,False,8,none,True
1165,73,archive,Nia,task:archive:Nia:73:13,repair_project,4,1.0,9,True,dispatch_task,True,True,7,none,True
1166,73,signal,Ren,task:signal:Ren:73:14,care_check,5,0.47,3,True,dispatch_task,True,True,1,none,True
1167,73,orchard,Ivo,task:orchard:Ivo:73:15,hazard_patrol,1,0.9221,8,True,dispatch_task,True,True,6,none,True
1168,74,repair_ring,Juno,task:repair_ring:Juno:74:0,relationship_check,3,0.9221,8,True,dispatch_task,True,True,6,none,True
1169,74,riverbend,Lio,task:riverbend:Lio:74:1,dialect_teach,3,1.0,9,True,dispatch_task,True,True,7,none,True
1170,74,roofward,Fay,task:roofward:Fay:74:2,rest_window,4,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
1171,74,archive,Toma,task:archive:Toma:74:3,relationship_check,1,0.92,8,True,dispatch_task,True,True,6,none,True
1172,74,signal,Milo,task:signal:Milo:74:4,craft_project,2,0.83,7,True,dispatch_task,True,True,5,none,True
1173,74,orchard,Mara,task:orchard:Mara:74:5,dialect_teach,3,0.92,8,True,dispatch_task,True,True,6,none,True
1174,74,repair_ring,Juno,task:repair_ring:Juno:74:6,rest_window,4,0.83,7,True,rest_defer,False,False,7,rest chosen before queue dispatch,True
1175,74,riverbend,Lio,task:riverbend:Lio:74:7,craft_project,4,1.0,9,True,dispatch_task,True,True,7,none,True
1176,74,roofward,Fay,task:roofward:Fay:74:8,dialect_teach,5,1.0,10,True,dispatch_task,True,False,9,none,True
1177,74,archive,Toma,task:archive:Toma:74:9,rest_window,2,0.83,7,True,rest_defer,False,False,7,rest chosen before queue dispatch,True
1178,74,signal,Milo,task:signal:Milo:74:10,relationship_check,3,0.83,7,True,dispatch_task,True,True,5,none,True
1179,74,orchard,Mara,task:orchard:Mara:74:11,craft_project,4,1.0,9,True,dispatch_task,True,True,7,none,True
1180,74,repair_ring,Juno,task:repair_ring:Juno:74:12,dialect_teach,5,0.92,8,True,dispatch_task,True,True,6,none,True
1181,74,riverbend,Lio,task:riverbend:Lio:74:13,relationship_check,5,1.0,9,True,dispatch_task,True,True,7,none,True
1182,74,roofward,Fay,task:roofward:Fay:74:14,craft_project,1,1.0,10,True,dispatch_task,True,False,9,none,True
1183,74,archive,Toma,task:archive:Toma:74:15,dialect_teach,3,0.92,8,True,dispatch_task,True,True,6,none,True
1184,75,signal,Ren,task:signal:Ren:75:0,resource_fetch,3,0.56,4,True,dispatch_task,True,True,2,none,True
1185,75,orchard,Ivo,task:orchard:Ivo:75:1,repair_project,4,0.8321,7,True,dispatch_task,True,True,5,none,True
1186,75,repair_ring,Pax,task:repair_ring:Pax:75:2,care_check,5,0.92,8,True,dispatch_task,True,True,6,none,True
1187,75,riverbend,Ari,task:riverbend:Ari:75:3,resource_fetch,1,0.92,8,True,dispatch_task,True,True,6,none,True
1188,75,roofward,Sera,task:roofward:Sera:75:4,repair_project,3,0.92,8,True,dispatch_task,True,False,7,none,True
1189,75,archive,Nia,task:archive:Nia:75:5,care_check,3,1.0,9,True,dispatch_task,True,True,8,none,True
1190,75,signal,Ren,task:signal:Ren:75:6,hazard_patrol,4,0.65,5,True,dispatch_task,True,True,3,none,True
1191,75,orchard,Ivo,task:orchard:Ivo:75:7,resource_fetch,5,0.7421,6,True,dispatch_task,True,True,4,none,True
1192,75,repair_ring,Pax,task:repair_ring:Pax:75:8,repair_project,1,0.92,8,True,dispatch_task,True,True,6,none,True
1193,75,riverbend,Ari,task:riverbend:Ari:75:9,hazard_patrol,2,1.0,9,True,dispatch_task,True,True,7,none,True
1194,75,roofward,Sera,task:roofward:Sera:75:10,resource_fetch,4,0.9298,8,True,dispatch_task,True,False,7,none,True
1195,75,archive,Nia,task:archive:Nia:75:11,repair_project,4,1.0,9,True,dispatch_task,True,True,7,none,True
1196,75,signal,Ren,task:signal:Ren:75:12,care_check,5,0.74,6,True,dispatch_task,True,True,4,none,True
1197,75,orchard,Ivo,task:orchard:Ivo:75:13,hazard_patrol,1,0.6521,5,True,dispatch_task,True,True,3,none,True
1198,75,repair_ring,Pax,task:repair_ring:Pax:75:14,resource_fetch,2,0.9298,8,True,dispatch_task,True,True,6,none,True
1199,75,riverbend,Ari,task:riverbend:Ari:75:15,care_check,3,1.0,10,True,dispatch_task,True,True,8,none,True
1200,76,roofward,Fay,task:roofward:Fay:76:0,rest_window,4,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1201,76,archive,Toma,task:archive:Toma:76:1,relationship_check,1,1.0,9,True,dispatch_task,True,True,7,none,True
1202,76,signal,Milo,task:signal:Milo:76:2,craft_project,2,0.74,6,True,dispatch_task,True,True,4,none,True
1203,76,orchard,Mara,task:orchard:Mara:76:3,dialect_teach,3,1.0,9,True,dispatch_task,True,True,7,none,True
1204,76,repair_ring,Juno,task:repair_ring:Juno:76:4,rest_window,4,1.0,9,True,rest_defer,False,False,9,rest chosen before queue dispatch,True
1205,76,riverbend,Lio,task:riverbend:Lio:76:5,craft_project,4,0.9298,8,True,dispatch_task,True,True,6,none,True
1206,76,roofward,Fay,task:roofward:Fay:76:6,dialect_teach,5,1.0,9,True,dispatch_task,True,False,8,none,True
1207,76,archive,Toma,task:archive:Toma:76:7,rest_window,2,1.0,10,True,rest_defer,False,False,10,rest chosen before queue dispatch,True
1208,76,signal,Milo,task:signal:Milo:76:8,relationship_check,3,0.65,5,True,dispatch_task,True,True,3,none,True
1209,76,orchard,Mara,task:orchard:Mara:76:9,craft_project,4,1.0,9,True,dispatch_task,True,True,7,none,True
1210,76,repair_ring,Juno,task:repair_ring:Juno:76:10,dialect_teach,5,1.0,10,True,dispatch_task,True,True,8,none,True
1211,76,riverbend,Lio,task:riverbend:Lio:76:11,relationship_check,5,0.8398,7,True,dispatch_task,True,True,5,none,True
1212,76,roofward,Fay,task:roofward:Fay:76:12,craft_project,1,1.0,9,True,dispatch_task,True,False,8,none,True
1213,76,archive,Toma,task:archive:Toma:76:13,dialect_teach,3,1.0,10,True,dispatch_task,True,True,8,none,True
1214,76,signal,Milo,task:signal:Milo:76:14,rest_window,4,0.56,4,True,rest_defer,False,False,4,rest chosen before queue dispatch,True
1215,76,orchard,Mara,task:orchard:Mara:76:15,relationship_check,5,1.0,9,True,dispatch_task,True,True,7,none,True
1216,77,repair_ring,Pax,task:repair_ring:Pax:77:0,care_check,5,0.8398,7,True,dispatch_task,True,True,5,none,True
1217,77,riverbend,Ari,task:riverbend:Ari:77:1,resource_fetch,1,1.0,9,True,dispatch_task,True,True,7,none,True
1218,77,roofward,Sera,task:roofward:Sera:77:2,repair_project,3,1.0,10,True,dispatch_task,True,False,10,none,True
1219,77,archive,Nia,task:archive:Nia:77:3,care_check,3,0.92,8,True,dispatch_task,True,True,6,none,True
1220,77,signal,Ren,task:signal:Ren:77:4,hazard_patrol,4,0.7421,6,True,dispatch_task,True,True,4,none,True
1221,77,orchard,Ivo,task:orchard:Ivo:77:5,resource_fetch,5,0.7421,6,True,dispatch_task,True,True,4,none,True
1222,77,repair_ring,Pax,task:repair_ring:Pax:77:6,repair_project,1,0.7414,6,True,dispatch_task,True,True,4,none,True
1223,77,riverbend,Ari,task:riverbend:Ari:77:7,hazard_patrol,2,1.0,9,True,dispatch_task,True,True,7,none,True
1224,77,roofward,Sera,task:roofward:Sera:77:8,resource_fetch,4,1.0,10,True,dispatch_task,True,False,9,none,True
1225,77,archive,Nia,task:archive:Nia:77:9,repair_project,4,0.83,7,True,dispatch_task,True,True,5,none,True
1226,77,signal,Ren,task:signal:Ren:77:10,care_check,5,0.74,6,True,dispatch_task,True,True,4,none,True
1227,77,orchard,Ivo,task:orchard:Ivo:77:11,hazard_patrol,1,0.8321,7,True,dispatch_task,True,True,5,none,True
1228,77,repair_ring,Pax,task:repair_ring:Pax:77:12,resource_fetch,2,0.6514,5,True,dispatch_task,True,True,3,none,True
1229,77,riverbend,Ari,task:riverbend:Ari:77:13,care_check,3,1.0,9,True,dispatch_task,True,True,7,none,True
1230,77,roofward,Sera,task:roofward:Sera:77:14,hazard_patrol,5,1.0,10,True,dispatch_task,True,False,9,none,True
1231,77,archive,Nia,task:archive:Nia:77:15,resource_fetch,5,0.74,6,True,dispatch_task,True,True,4,none,True
