tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_dialogue_branch
456,33,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
457,33,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
458,33,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
459,33,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
460,33,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
461,33,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
462,34,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
463,34,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
464,34,roofward_archive,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
465,34,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
466,34,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
467,34,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
468,34,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
469,34,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
470,34,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
471,34,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
472,34,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
473,34,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
474,34,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
475,34,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
476,35,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
477,35,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
478,35,signal_orchard,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
479,35,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
480,35,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
481,35,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
482,35,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
483,35,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
484,35,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
485,35,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
486,35,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
487,35,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
488,35,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
489,35,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
490,36,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
491,36,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
492,36,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
493,36,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
494,36,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
495,36,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
496,36,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
497,36,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
498,36,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
499,36,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
500,36,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
501,36,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
502,36,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
503,36,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
504,37,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
505,37,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
506,37,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
507,37,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
508,37,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
509,37,central_repair_ring,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,flower-node,True
510,37,riverbend_roofward,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
511,37,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
512,37,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
513,37,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
514,37,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
515,37,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
516,37,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
517,37,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
518,38,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
519,38,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
520,38,orchard_riverbend,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
521,38,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
522,38,riverbend_roofward,two-agent route dialogue buttons,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
523,38,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
524,38,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
525,38,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
526,38,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
527,38,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
528,38,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
529,38,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
530,38,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
531,38,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
532,39,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
533,39,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
534,39,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
535,39,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
536,39,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
537,39,signal_orchard,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,flower-node,True
538,39,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
539,39,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
540,39,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
541,39,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
542,39,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
543,39,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
544,39,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
545,39,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
546,40,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
547,40,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
548,40,archive_signal,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
549,40,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
550,40,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
551,40,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
552,40,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
553,40,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
554,40,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
555,40,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
556,40,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
557,40,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
558,40,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
559,40,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
560,41,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
561,41,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
562,41,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
563,41,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
564,41,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
565,41,roofward_archive,two-agent route dialogue buttons,rollback bell,warm wire,warm direct route air,dry route markers,relieved reset stance,flower-node,True
566,41,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
567,41,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
568,41,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
569,41,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
570,41,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
571,41,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
572,41,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
573,41,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
574,42,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
575,42,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
576,42,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
577,42,archive_signal,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
578,42,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
579,42,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
580,42,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
581,42,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
582,42,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
583,42,archive_signal,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
584,42,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
585,42,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
586,42,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
587,42,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
588,43,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
589,43,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
590,43,signal_orchard,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
591,43,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
592,43,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
593,43,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
594,43,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
595,43,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
596,43,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
597,43,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
598,43,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
599,43,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
600,43,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
601,43,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
602,44,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
603,44,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
604,44,central_repair_ring,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
605,44,riverbend_roofward,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,dialogue-pulse,True
606,44,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
607,44,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
608,44,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
609,44,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
610,44,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
611,44,riverbend_roofward,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,dialogue-pulse,True
612,44,roofward_archive,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
613,44,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
614,44,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
615,44,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
616,45,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
617,45,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
618,45,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
619,45,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
620,45,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
621,45,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
622,45,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
623,45,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
624,45,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
625,45,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
626,45,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
627,45,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
628,45,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
629,45,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
630,46,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
631,46,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
632,46,signal_orchard,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
633,46,orchard_riverbend,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,dialogue-pulse,True
634,46,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
635,46,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
636,46,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
637,46,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
638,46,signal_orchard,two-agent route dialogue buttons,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
639,46,orchard_riverbend,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,dialogue-pulse,True
640,46,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
641,46,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
642,46,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
643,46,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
644,47,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
645,47,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
646,47,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
647,47,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
648,47,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
649,47,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
650,47,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
651,47,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
652,47,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
653,47,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
654,47,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
655,47,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
656,47,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
657,47,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
658,48,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
659,48,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
660,48,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
661,48,signal_orchard,shared route board,map room hum,oil paper,cool detour air,dry route markers,open forward lean,ambient-rate,True
662,48,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
663,48,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
664,48,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
665,48,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
666,48,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
667,48,signal_orchard,shared route board,map room hum,oil paper,cool detour air,dry route markers,open forward lean,ambient-rate,True
668,48,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
669,48,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
670,48,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
671,48,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
672,49,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
673,49,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
674,49,orchard_riverbend,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
675,49,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
676,49,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
677,49,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
678,49,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
679,49,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
680,49,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
681,49,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
682,49,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,cool detour air,damp boards,open forward lean,flower-node,True
683,49,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
684,49,archive_signal,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
685,49,signal_orchard,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
686,50,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
687,50,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
688,50,riverbend_roofward,shared route board,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
689,50,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
690,50,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
