tick_id,day,settlement_id,resident_id,inherited_dialect_id,inherited_ritual,inherited_technology,inherited_memory_norm,culture_reference_visible,inheritance_hash,resident_loaded_after_avatar_entry
465,39,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
466,39,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
467,39,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
468,40,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
469,40,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
470,40,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
471,40,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
472,40,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
473,40,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
474,40,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
475,40,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
476,40,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
477,40,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
478,40,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
479,40,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
480,41,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
481,41,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
482,41,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
483,41,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
484,41,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
485,41,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
486,41,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
487,41,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
488,41,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
489,41,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
490,41,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
491,41,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
492,42,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
493,42,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
494,42,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
495,42,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
496,42,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
497,42,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
498,42,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
499,42,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
500,42,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
501,42,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
502,42,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
503,42,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
504,43,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
505,43,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
506,43,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
507,43,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
508,43,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
509,43,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
510,43,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
511,43,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
512,43,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
513,43,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
514,43,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
515,43,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
516,44,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
517,44,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
518,44,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
519,44,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
520,44,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
521,44,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
522,44,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
523,44,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
524,44,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
525,44,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
526,44,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
527,44,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
528,45,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
529,45,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
530,45,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
531,45,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
532,45,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
533,45,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
534,45,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
535,45,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
536,45,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
537,45,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
538,45,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
539,45,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
540,46,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
541,46,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
542,46,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
543,46,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
544,46,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
545,46,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
546,46,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
547,46,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
548,46,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
549,46,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
550,46,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
551,46,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
552,47,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
553,47,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
554,47,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
555,47,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
556,47,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
557,47,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
558,47,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
559,47,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
560,47,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
561,47,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
562,47,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
563,47,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
564,48,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
565,48,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
566,48,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
567,48,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
568,48,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
569,48,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
570,48,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
571,48,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
572,48,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
573,48,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
574,48,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
575,48,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
576,49,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
577,49,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
578,49,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
579,49,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
580,49,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
581,49,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
582,49,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
583,49,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
584,49,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
585,49,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
586,49,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
587,49,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
588,50,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
589,50,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
590,50,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
591,50,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
592,50,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
593,50,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
594,50,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
595,50,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
596,50,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
597,50,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
598,50,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
599,50,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
600,51,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
601,51,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
602,51,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
603,51,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
604,51,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
605,51,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
606,51,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
607,51,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
608,51,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
609,51,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
610,51,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
611,51,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
612,52,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
613,52,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
614,52,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
615,52,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
616,52,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
617,52,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
618,52,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
619,52,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
620,52,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
621,52,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
622,52,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
623,52,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
624,53,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
625,53,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
626,53,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
627,53,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
628,53,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
629,53,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
630,53,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
631,53,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
632,53,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
633,53,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
634,53,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
635,53,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
636,54,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
637,54,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
638,54,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
639,54,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
640,54,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
641,54,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
642,54,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
643,54,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
644,54,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
645,54,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
646,54,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
647,54,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
648,55,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
649,55,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
650,55,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
651,55,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
652,55,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
653,55,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
654,55,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
655,55,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
656,55,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
657,55,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
658,55,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
659,55,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
660,56,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
661,56,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
662,56,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
663,56,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
664,56,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
665,56,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
666,56,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
667,56,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
668,56,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
669,56,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
670,56,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
671,56,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
672,57,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
673,57,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
674,57,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
675,57,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
676,57,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
677,57,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
678,57,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
679,57,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
680,57,repair_ring,Pax,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-989163,True
681,57,riverbend,Ari,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-075516,True
682,57,roofward,Sera,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-922910,True
683,57,archive,Nia,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-739206,True
684,58,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
685,58,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
686,58,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
687,58,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
688,58,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
689,58,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
690,58,signal,Milo,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-731696,True
691,58,orchard,Mara,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-728596,True
692,58,repair_ring,Juno,repair_ring-dialect-8,spark-distance-object blessing,kiln alloys,give hands room near sparks,True,v38-020151,True
693,58,riverbend,Lio,riverbend-dialect-8,plank-listening-avatar waiting myth,route engines,ask before crossing wet tools,True,v38-077175,True
694,58,roofward,Fay,roofward-dialect-8,sun-ledger-trade witness,civic observatories,wait before taking ledgers,True,v38-894010,True
695,58,archive,Toma,archive-dialect-8,spool-naming-boundary asking,memory looms,ask before touching signal spools,True,v38-770474,True
696,59,signal,Ren,signal-dialect-8,lantern-turning-child naming,signal lenses,light before haste,True,v38-703235,True
697,59,orchard,Ivo,orchard-dialect-8,satchel-vow-seasonal repair,water clocks,keep tomorrow dry,True,v38-705306,True
